Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,operating status,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
Diligent Robotics,"Diligent Robotics develops technically advanced robots with mobile manipulation, social intelligence, and human-guided learning capabilities to collaborate with and adapt to humans in everyday environments. Diligent Robotics' service robots are designed to participate and work together with teams of humans. The company's first product, Moxi, is a hospital robot assistant that helps clinical staff with logistical tasks, allowing them to have more time on direct patient care, improving patient satisfaction, quality of service, and safety.",2016,90824532.0,9,2025-02-27,10500000.0,Austin,Texas,United States,National Science Foundation|Gaingels|Capital Factory|True Ventures|Promus Ventures,Andrea Thomaz|Vivian Chu,175,"""Collaborative Healthcare Robotics and AI Solutions""",http://diligentrobots.com/,https://www.linkedin.com/company/diligent-robotics,Active,4.5,16.5,3.8,25,growth,0.85,4.3,3.7,1.2,3.9
BigID,"BigID develops software that helps companies have secure customer data and satisfy privacy regulations. It uses advanced machine learning and identity intelligence to help enterprises better protect their customer and employee data at a petabyte scale. The company helps organizations manage and protect their customer data, meet data privacy and protection regulations like the CCPA and GDPR, and leverage unmatched coverage for all data across all data stores. BigID aims to give enterprises the software to safeguard and steward customer data, by bringing data science to data privacy. BigID has offices in the US and Israel and is founded in 2016 by security industry veterans spanning the identity, data security, big data, and governance markets.",2016,306099999.0,13,2024-03-18,60000000.0,New York,New York,United States,Advent International|Plug and Play|Bessemer Venture Partners|Salesforce Ventures|Riverwood Capital,Dimitri Sirota|Nimrod Vax,375,"""Data Privacy Management Software Solutions""",https://www.bigid.com/,https://www.linkedin.com/company/bigid,Active,1.2,25.0,3.5,20,growth,0.85,3.8,3.2,0.5,3.7
Tomorrow.io,"Tomorrow.io develops a SaaS Weather intelligence platform that provides real-time weather forecasts. Fully customizable to any industry impacted by the weather, customers around the world including the NFL, Uber, Delta, Ford, National Grid, and more use Tomorrow.io to dramatically improve operational efficiency. Tomorrow.io was built from the ground up to help teams predict the business impact of weather, streamline team communication and action plans, improve productivity, and optimize profit margins. Tomorrow.io has operations across North America, Latin America, Europe, and Asia.",2016,258949997.0,7,2023-06-14,87000000.0,Boston,Massachusetts,United States,Seraphim Space|Pitango VC|Activate Capital Partners|Flybridge|Canaan Partners,Itai Zlotnik|Rei Goffer|Shimon Elkabetz,175,"""Weather Intelligence SaaS for Operational Efficiency""",https://www.tomorrow.io/,https://www.linkedin.com/company/tomorrow-io,Active,3.5,11.0,3.8,20,unknown,0.85,4.2,3.7,1.5,3.9
Uncountable,"Uncountable provides a unified R&D laboratory informatics platform for digital transformation in industrial research and development. The company offers a cloud-based solution purpose-built for R&D environments that allows enterprises to unify experimental data, accelerate product development cycles, and deploy AI-driven optimization tools. Its AI-powered solution helps enterprise R&D organizations modernize and streamline data management and analysis—providing scientists, chemists, and researchers with a single and easily accessible web-based platform that comes integrated with all the critical data systems and tools used in the laboratory, including electronic lab notebooks (ELNs), laboratory information management systems (LIMS), product lifecycle management (PLM), quality management systems (QMS), and advanced visualization and reporting tools.",2016,27000000.0,2,2025-06-17,27000000.0,San Francisco,California,United States,Y Combinator|SE Ventures|8VC|Sageview Capital|Teamworthy Ventures,Jason Hirshman|Noel Hollingsworth|Will Tashman,30,"""AI-Driven R&D Laboratory Informatics Solutions""",https://www.uncountable.com/,https://www.linkedin.com/company/18351331,Active,1.1,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Paradox,"Paradox is an AI company that helps companies capture and screen candidates, improve conversions, and answer all candidate questions. The company IS helping HR and talent teams automate administrative tasks and deliver real-time candidate and employee communications Paradox flagship product is Olivia, the AI recruiting assistant obsessed with improving and reinventing the candidate experience. It delivers one-to-one candidate experience at scale and even handles interview scheduling. It also allows talent acquisition and human resources professionals to focus on what they do best, human interaction while focuses on experience, automation, and intelligence.  Paradox was founded in 2016 and is based in Scottsdale, Arizona, United States.",2016,253340000.0,4,2021-12-27,200000000.0,Scottsdale,Arizona,United States,Thoma Bravo|Sapphire Ventures|Geodesic Capital|Brighton Park Capital|Blue Cloud Ventures,Aaron Matos,750,"""AI-Driven Recruitment Automation Solutions""",https://www.paradox.ai/,https://www.linkedin.com/company/paradoxolivia,Active,0.3,20.0,3.5,20,growth,0.85,3.8,3.2,0.15,3.7
Helm.ai,"Helm.ai develops next-generation AI software for ADAS, autonomous driving, and robotics automation. Founded in 2016 and headquartered in Redwood City, CA, the company reimagines AI software development to make scalable autonomous driving a reality. Helm.ai offers full-stack real-time AI solutions, including deep neural networks for highway and urban driving, end-to-end autonomous systems, and development and validation tools powered by Deep Teaching™ and generative AI. The company collaborates with global automakers on production-bound projects.",2016,165000000.0,9,2023-11-17,10000000.0,Redwood City,California,United States,SV Angel|Amplo|Sound Ventures|One Way Ventures|Fontinalis Partners,Tudor Achim|Vlad Voroninski,75,"""Autonomous Driving AI Software Solutions""",https://helm.ai/,https://www.linkedin.com/company/helm.ai,Active,0.3,12.5,3.5,20,unknown,0.85,3.8,3.5,0.5,3.8
Papaya,"We are a mobile app that simplifies bill payments for everyday people. Snap a pic & pay any bill in seconds! We know paying bills is a stressful process for many Americans. By making it easy to pay any bill with a mobile device, we are removing the hassle of paying bills through the mail, over the phone, or on complicated web portals. We are also helping billers of all sizes and from all industries get paid faster and more often.  We’re proud to be one of the highest-rated fintech applications on the App Store, with over 70k reviews, and backed by investors that include Sequoia Capital, Bessemer Venture Partners, and First Round Capital.  To learn more, check out PapayaPay.com or find us on the App Store!",2016,65100000.0,4,2021-12-15,50000000.0,Los Angeles,California,United States,Sequoia Capital|Bessemer Venture Partners|01 Advisors|First Round Capital|Fika Ventures,Jason Meltzer|Patrick Kann,75,"""Mobile Bill Payment Solutions for Consumers""",https://papayapay.com/,https://www.linkedin.com/company/papaya-payments/,Active,6.7,36.3,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Otter.ai,"Otter.ai offers a collaborative note-taking app that makes important information from voice conversations including meetings, interviews, and lectures instantly accessible and actionable. Otter Voice Notes is used by business professionals, journalists, and students to generate rich, easily searched, and shared notes. Otter is based on proprietary technologies for speech recognition, speaker separation, speaker ID, and keyword/topic extraction.",2016,73000000.0,5,2021-02-25,40000000.0,Mountain View,California,United States,Slow Ventures|Draper Associates|500 Global|Bridgewater Associates|NTT DOCOMO Ventures,Sam Liang|Yun Fu,175,"""AI-Driven Collaborative Note-Taking Solutions""",https://otter.ai/,https://www.linkedin.com/company/otter-ai,Active,0.15,15.0,2.5,10,unknown,0.85,3.0,2.5,0.3,2.8
Groq,"Groq develops AI inference technology for cloud and on-prem solutions at scale. Groq's technology is designed to handle complex computations required for machine learning models, particularly in deep learning and neural networks. Groq focuses on delivering high performance with lower power consumption, making its processors suitable for large-scale AI deployments. The company emphasizes deterministic performance, ensuring predictable outcomes in AI computations.",2016,1002550552.0,8,2024-08-05,640000000.0,Mountain View,California,United States,BlackRock|Plug and Play|Alumni Ventures|Cisco Investments|Uncork Capital,Jonathan Ross,375,"""High-Performance AI Inference Semiconductor Solutions""",http://groq.com/,https://www.linkedin.com/company/groq,Active,1.5,25.0,3.5,15,growth,0.85,3.8,3.5,0.3,3.7
Inspiren,"Inspiren offers AI-driven healthcare solutions designed to enhance senior living by integrating technology into resident care and providing tools for improved safety and monitoring. Their services include the AUGi platform, which utilizes hybrid sensing technology to track residents' well-being and alert caregivers to potential issues, thereby facilitating timely interventions. Inspiren also provides data analytics tools that help healthcare providers analyze trends and make informed decisions regarding resident care, ensuring that the needs of seniors are met effectively and efficiently. Additionally, Inspiren focuses on creating a supportive environment for both residents and caregivers, promoting better communication and collaboration within care teams.",2016,42754627.0,4,2025-03-20,35000000.0,Brooklyn,New York,United States,Primary Venture Partners|Story Ventures|Studio VC|Third Prime|Avenir,Michael Wang|Paul Coyne|Vincent Cocito,30,"""AI-Enhanced Senior Care Monitoring Solutions""",https://inspiren.com/,https://www.linkedin.com/company/inspirenhealth,Active,1.8,9.8,4.2,25,unknown,0.85,4.5,4.0,0.2,4.0
Suki,"Suki offers AI-driven voice solutions designed to enhance efficiency in healthcare documentation. Its primary product, Suki Assistant, enables physicians to complete administrative tasks significantly faster. The company also provides a voice platform for partners seeking to improve their healthcare solutions with advanced voice capabilities.",2016,165000000.0,6,2025-01-30,,Redwood City,California,United States,Gaingels|First Round Capital|Venrock|Flare Capital Partners|Social Capital,Anshu Sharma|Karthik Rajan|Punit Soni,375,"""AI-Driven Healthcare Documentation Solutions""",https://www.suki.ai/,https://www.linkedin.com/company/SukiHQ,Active,1.1,40.2,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Hugging Face,"Hugging Face is an open-source and platform provider of machine learning technologies. Their aim is to democratize good machine learning, one commit at a time. Hugging Face was launched in 2016 and is headquartered in New York City.",2016,395200000.0,8,2024-08-01,,Brooklyn,New York,United States,Sequoia Capital|NVIDIA|Google|AIX Ventures|IBM,Clément Delangue|Julien Chaumond|Thomas Wolf,75,"""Open-Source Natural Language Processing Solutions""",https://huggingface.co/,https://www.linkedin.com/company/huggingface,Active,0.3,35.0,3.5,20,growth,0.85,3.8,3.2,1.5,3.7
CloudZero,"CloudZero offers a cloud cost intelligence platform that enables organizations to analyze and manage their cloud expenditures. The platform provides real-time visibility into cloud costs, allowing teams to allocate expenses to specific products, features, or customers. By integrating with various cloud providers and services, CloudZero assists businesses in identifying cost-saving opportunities and optimizing their cloud investments. The company has developed tools such as CloudZero Intelligence, an AI-driven system that enhances cost prediction and optimization capabilities. Additionally, CloudZero supports organizations in managing expenses related to AI workloads by providing detailed insights into usage and costs across different teams and services. Through partnerships and integrations, CloudZero aims to facilitate efficient cloud spending and improve financial accountability within organizations.",2016,119125000.0,9,2025-05-28,56000000.0,Boston,Massachusetts,United States,Underscore VC|MongoDB|Matrix|G20 Ventures|Threshold,Erik Peterson|Matt Manger,175,"""Cloud Cost Management and Optimization Solutions""",http://www.cloudzero.com/,https://www.linkedin.com/company/cloudzero,Active,1.8,15.0,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Biotia,Biotia is a health tech company spun out of Cornell Tech leveraging next-generation sequencing and artificial intelligence for rapid and precise infectious disease discovery. Their software and laboratory technology enable clinicians and researchers to guide patient treatment and improve health outcomes.,2016,10700000.0,7,2025-06-17,300000.0,Brooklyn,New York,United States,Humans in Space|Everywhere Ventures|SeedToB Capital|Hyperplane|DigitalDx Ventures,Chris Mason|Christopher Mason|Niamh O'Hara|Rachid Ounit,5,"""AI-Driven Infectious Disease Genomics Solutions""",http://biotia.io/,https://www.linkedin.com/company/biotia,Active,0.15,25.0,3.5,20,growth,0.85,3.8,3.5,0.3,3.7
Openwater,Openwater is a startup developing a medical technology system focused on treating diseases at the cellular level. The company's device uses advanced optoelectronics to replace MRI technology. It has LCDs with small pixels to create holographic images that reduce scattering and achieve MRI-like resolution. This helps physicians diagnose and treat diseases by targeting individual cells without affecting surrounding tissue.,2016,76000000.0,3,2024-08-22,54000000.0,San Francisco,California,United States,Khosla Ventures|Starlight Ventures|Plum Alley|Bold Capital Partners|KittyHawk,Mary Lou Jepsen,30,"""Cellular-Level Medical Imaging Technology Solutions""",https://www.openwater.health/,https://www.linkedin.com/company/openwater-cc,Active,1.5,9.0,3.8,20,unknown,0.85,4.2,3.8,1.8,3.9
Daybreak,"Daybreak offers pioneering business solutions in Enterprise Artificial Intelligence, a unique collaboration among business executives, process experts, and artificial intelligence technologies (e.g., machine learning, predictive data analytics, data science).  The company creates and implements these solutions to solve complex business challenges and drive dramatic improvements in customer, product, and enterprise operations.",2016,112000000.0,5,2025-06-10,15000000.0,San Francisco,California,United States,TPG Growth|ServiceNow|Dell Technologies Capital|Honeywell Ventures,Matt Denesuk|Raj Joshi|Stephen Pratt|Ted Gaubert,75,"""Enterprise AI Solutions for Business Optimization""",https://www.daybreak.ai/,https://www.linkedin.com/company/daybreak-ai,Active,0.2,53.65,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Yellow.ai,"Yellow.ai is an Agentic AI platform that sets the bar for intelligent service automation to deliver unmatched customer and employee experiences for enterprises. Headquartered in San Mateo, Yellow.ai serves over 1300+ enterprises, including Sony, Domino’s, Hyundai, Ferrellgas, Logitech, Waste Connections, Randstad, Tiket.com, Lulu Group International, Papa Johns, Volkswagen, and ITC Ltd., across 85+ countries in 135+ languages.  The platform is built on a multi-LLM architecture and is continuously trained on 16B+ conversations annually, enabling businesses to deliver elevated experiences and build lasting customer relationships. Founded in 2016 with offices across six countries, Yellow.ai has raised over $102 million from blue-chip investors.",2016,102150000.0,5,2021-08-04,78150000.0,San Mateo,California,United States,Lightspeed Venture Partners|Titan Capital|Sapphire Ventures|Salesforce Ventures|Lightspeed India Partners,Jaya Kishore Reddy Gollareddy|Raghu Ravinutala|Rashid Khan,750,"""AI-Driven Customer Experience Automation Solutions""",https://yellow.ai/,https://www.linkedin.com/company/yellowdotai,Active,1.2,20.0,3.5,20,growth,0.85,3.8,3.5,0.5,3.7
Grata,"Grata is a B2B search engine that helps private equity, sales, and marketing teams find and target private companies. The company's machine learning technology enables it to identify similar companies, find new targets, and automate personalized outreach. Grata’s platform also powers a suite of digital intelligence products for the voice of customer diligence and competitive intelligence. Grata was founded in 2015 and is headquartered in New York, United States.",2016,34500000.0,3,2022-02-22,25000000.0,New York,New York,United States,Alumni Ventures|Craft Ventures|Bling Capital|Flex Capital|Cerity Partners Ventures,Andrew Bocskocsky,75,"""B2B AI-Driven Market Intelligence Platform""",https://grata.com/,https://www.linkedin.com/company/grata-data,Active,0.038,10.3,3.5,25,unknown,0.85,4.0,3.5,0.2,3.8
Black Sesame Technologies,"Black Sesame Technologies is an AI digital imaging technology firm that creates solutions for real-world AI challenges. It provides solutions for image processing and computing images, as well as embedded sensing platforms. The firm specializes algorithms for smartphones, autonomous driving, and other consumer electronics. It undertakes core R & D functions including core algorithm development, ASIC design, software system and ADAS engineering application team. Team members have extensive experience in industrial applications, has served in the industry well-known companies. Companies based on scientific and technological innovation, devote themselves to technology research and development, pay attention to quality and integrity services, to provide customers with high quality, safe and reliable technology and applications. Black Sesame Technologies develops image/video processing algorithms and related applications for imaging systems for the market. It was founded in 2016 and is based in Silicon Valley and Shanghai.",2016,274090293.0,8,2025-02-19,159090293.0,San Jose,California,United States,Lenovo Capital and Incubator Group (LCIG)|Legend Capital|GF Xinde Investment Management|Boyuan Capital|Northern Light Venture Capital,Johnson Shan|Wilson Liu,3000,"""AI Image Processing for Automotive and Consumer Electronics""",http://bst.ai/,https://www.linkedin.com/company/black-sesame/about/,Active,1.5,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Pony.ai,Pony.ai develops autonomous driving technology for vehicles. The company utilizes artificial intelligence and machine learning for vehicle navigation. Its systems are designed to operate in various driving conditions and environments. Pony.ai collaborates with automotive manufacturers to integrate its technology into commercial vehicles.,2016,1332000000.0,10,2023-10-24,100000000.0,Fremont,California,United States,Sequoia Capital|HSG|Legend Capital|Toyota Motor|OMERS Ventures,James Peng|Tiancheng Lou,3000,"""Autonomous Driving AI Technology for Vehicles""",https://www.pony.ai/,https://www.linkedin.com/company/pony-ai,Active,1.0,17.9,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
DeepBrain AI,"Deepbrain AI has proven its world-class conversational artificial intelligence technology to be highly utilizing in many areas, including broadcasting, education, and in service industry. State-of-the-art artificial intelligence technology, analogous to real people say, can be applied in a wide variety of areas. Also, it is expected that demand will increase significantly with differentiated technology in the age of diversification. In recognition of its competitiveness and value, the company has received $2M investment from IDG Capital in 2019, and up to date, it has accumulated $9.5M. In addition, the company is currently growing in partnership with major companies such as Microsoft, Kakao Partner, and SK Telecom. It is expected to accelerate its external growth and profit expansion in the new market as it is set to make inroads into the global market based on its performance so far.",2016,52000000.0,3,2021-08-11,44000000.0,Palo Alto,California,United States,IDG Capital|IMM Investment|Korea Development Bank|KB Investment|L&S Venture Capital,Eric Seyoung Jang|YongWon Jeon,75,"""Conversational AI Solutions for Diverse Industries""",https://www.deepbrain.io/,https://www.linkedin.com/company/deepbrain-global,Active,0.5,21.5,3.5,20,growth,0.85,3.8,3.5,0.3,3.7
Soul Machines,"Founded in 2016, Soul Machines is a pioneer in the humanization of AI. We use our ground-breaking Biological AI technology to create engaging, empathetic AI Assistants, powered by our patented Digital Brain™. Our revolutionary Soul Machines Studio tools allow anyone to reimagine customer engagement, drive deep interactivity, and create personalized digital experiences. Soul Machines is unique in delivering the full capabilities of human and machine collaboration in an ethical, responsive, and unprecedented way.",2016,121256972.0,5,2024-06-20,5600000.0,San Francisco,California,United States,Temasek Holdings|Lakestar|Salesforce Ventures|ICONIQ Capital|SoftBank Vision Fund,Greg Cross|Mark Sagar,75,"""Empathetic AI Assistants for Enhanced Customer Engagement""",http://soulmachines.com/,https://www.linkedin.com/company/soul-machines-os,Active,0.3,25.0,3.5,15,growth,0.85,3.8,3.5,0.15,3.7
FOXO Technologies,"FOXO Technologies is transforming the global longevity insurance industry with a next-generation underwriting protocol and consumer engagement platform based on epigenetic technology and insights.FOXO Technologies Inc. uses AI-driven bioinformatics and microarray technologies to develop and commercialize epigenetic biomarkers of health and aging. FOXO provides insurers, health researchers, and life science companies with laboratory services, microarray design, and AI-driven bioinformatics software solutions for generating novel health-based insights into lifespan.",2016,68161200.0,7,2025-06-04,1500000.0,Minneapolis,Minnesota,United States,Centrecourt Asset Management|The Gray Insurance Company|Bespoke Growth Partners,Jon R. Sabes,175,"""Epigenetic Biomarkers for Health and Aging Insights""",https://foxotechnologies.com/,https://www.linkedin.com/company/foxo-bioscience,Active,0.4,13.5,3.8,20,unknown,0.85,4.2,3.7,0.5,3.9
Aquant,"Aquant is an enterprise AI platform that uses machine learning to learn clients' enterprise's unique language and use it to maximize equipment uptime, prescribing and diagnosing both service and warranty issues as well as anomaly detection: 20 years of professional experience, in 20 seconds. Through AI and machine learning, Aquant enables companies to make smarter, faster, data-driven decisions by providing predictive, actionable service recommendations. Operating in a $647 billion-dollar market, Aquant was built by industry experts with a passion to help companies eliminate the unplanned downtime of their products in the most profitable way. The company was founded in 2016 and is based in New York.",2016,115550000.0,6,2021-10-06,70000000.0,Newton Upper Falls,Massachusetts,United States,Insight Partners|Lightspeed Venture Partners|SE Ventures|Pitango VC|Angular Ventures,Assaf Melochna|Shahar Chen,175,"""AI-Driven Predictive Maintenance Solutions for Enterprises""",https://www.aquant.ai/,https://www.linkedin.com/company/aquant.io/,Active,1.5,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Virtualitics,"Virtualitics, the Mission AI Company, is an AI company focused on readiness applications primarily for defense, powered by the Virtualitics AI platform. We are a fast growing startup built on a decade of Caltech research in partnership with NASA/JPL. We transform mission readiness and operational efficiencies at speed and scale by reshaping how to approach maintenance and sustainment across Government. Our AI provides essential insights that address critical national security capability gaps within operational readiness: Maintenance, Materiel Storage, Workforce readiness, Cyber network vulnerability.",2016,88902378.0,6,2025-02-18,22258000.0,Pasadena,California,United States,Citi|Smith Point Capital|The Venture Reality Fund/VRF|Centricus|North Sound Ventures,Ciro Donalek|George Djorgovski|Michael Amori|Scott Davidoff,75,"""AI-Driven Defense Readiness and Operational Efficiency Solutions""",https://www.virtualitics.com/,https://www.linkedin.com/company/virtualitics,Active,1.5,12.0,3.8,20,unknown,0.85,4.2,3.7,1.2,3.9
Hummingbird,"Hummingbird is a platform for managing anti-money laundering (AML) operations. Compliance professionals use Hummingbird to collect case information, conduct investigations, and report on unusual or suspicious behaviors. The platform dramatically reduces paperwork and improves efficiency, enabling AML investigators to refocus on fighting financial crime. Hummingbird’s founding team brings together product and regulatory experience from organizations like Square, Plaid, IDEO, the Department of the Treasury, and the OCC. Hummingbird is using data and design to modernize regulatory compliance in finance.",2016,41205068.0,3,2021-11-24,30000000.0,Covina,California,United States,TTV Capital|Flourish Ventures|Battery Ventures|Designer Fund|Homebrew,Jesse Reiss|Jo Ann Barefoot|Joe Robinson|Matthew Van Buskirk|Ryan Gerard,75,"""AML Compliance Management Software Platform""",https://hummingbird.co/,https://www.linkedin.com/company/hummingbird-regtech/,Active,1.5,12.5,4.2,25,unknown,0.85,4.5,4.0,0.5,4.0
