Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,operating status,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
Roots,"Roots' Agentic AI platform enables insurers to transform their operations with unmatched accuracy and speed. Roots' pre-trained, insurance-specific AI delivers rapid time-to-value, measured in weeks, not months. Used by three of the top five P&C carriers and three of the top 10 brokers, Roots enables brands to liberate their teams from complex workflows, allowing them to focus on what truly matters – delighting customers with superior service and care.  In addition, Roots Automation created and launched InsurGPT - the world’s most advanced fine-tuned Generative AI model, designed specifically for the Insurance market. InsurGPT utilizes a deep corpus of insurance specific data and documents alongside systems and process knowledge to significantly improve the accuracy, speed, and validity of data extraction and inferencing, while reducing false-positives, ‘hallucinations,’ that non-industry specific Generative AI models produce.",2018,43950000.0,6,2024-09-16,22200000.0,New York,New York,United States,CRV|Right Side Capital Management|Liberty Mutual Strategic Ventures|Forum Ventures|MissionOG,Chaz Perera|John Cottongim,175,"""AI Solutions for Insurance Operations Optimization""",https://www.roots.ai/,https://www.linkedin.com/company/rootsaiagents,Active,1.2,24.5,3.8,20,growth,0.85,4.3,3.7,0.8,3.9
Sorcero,"Sorcero delivers the Intelligence Platform for go-to-market teams in the life sciences, with medically-tuned, responsible AI transforming complex data into actionable insights. Fast Company's Most Innovative Companies 2024: Ranked #1 globally in the under 200 employees category. Fortune's Most Innovative Companies in America 2025: Recognized as #131. Google Cloud Partner of the Year 2025: Awarded for Healthcare & Life Sciences  Newsweek's Best Digital Health Companies 2024. Communiqué Award 2023: Won for ""Medical Transformation"" related to Intelligent Literature Monitoring in Oncology (with AstraZeneca). AI & Data Product Award Winner 2024 (The Product Awards).",2018,15100000.0,6,2021-09-16,10000000.0,Washington,District of Columbia,United States,Plug and Play|Alumni Ventures|Mighty Capital|MassChallenge|Village Capital,Dipanwita Das|Richard Graves|Walter Bender,75,"""AI-Driven Insights for Life Sciences Market Intelligence""",http://www.sorcero.com/,https://www.linkedin.com/company/27143444/,Active,1.2,20.0,3.5,20,growth,0.85,4.0,3.5,0.8,3.8
Tastewise,"Tastewise is a consumer intelligence platform that utilizes AI to analyze trends in the food and beverage industry. The platform offers brands access to valuable insights about consumer preferences and market dynamics. Leveraging data enables companies to make informed decisions regarding product development and marketing strategies. Tastewise provides tools for identifying emerging trends, allowing users to stay ahead in a competitive landscape. The service is designed to support sales teams and development representatives in understanding their target markets and enhancing their outreach efforts.",2018,71600000.0,4,2025-06-10,50000000.0,New York,New York,United States,PeakBridge|PICO Venture Partners|TELUS Global Ventures|Disruptive|Disruptive AI Venture Capital,Alon Chen|Eyal Gaon,175,"""AI-Driven Food and Beverage Consumer Insights Platform""",https://www.tastewise.io/,https://www.linkedin.com/company/tastewise,Active,0.8,35.0,3.5,20,growth,0.85,3.8,3.5,0.5,3.8
Navina,"Navina develops an AI-driven platform that restructures patient data into intuitive patient portraits for better diagnoses and care. Born from the vision of replacing the time-consuming chaos of patient data with a logical, actionable platform, Navina enables physicians to assess even the most complex cases in minutes. Its technology restructures disorganized data into an intelligible patient portrait, intuitively organized to support sophisticated and empathetic patient care. By leveraging AI and machine learning, the platform ensures that the most important information is immediately clear, diagnostically linked, and contextually surfaced, providing physicians with a comprehensive view of each patient’s data. The result is improved patient wellness and enhanced financial performance for both providers and payers. Navina is also a partner of the American Academy of Family Physicians (AAFP) Innovation Lab.",2018,99000000.0,5,2025-03-25,55000000.0,New York,New York,United States,Israel Innovation Authority|Vertex Ventures Israel|Grove Ventures|Goldman Sachs Alternatives|Charles and Lynn Schusterman Family Philanthropies,Ronen Lavi|Shay Perera,175,"""AI-Driven Patient Data Management Solutions""",https://www.navina.ai/,https://www.linkedin.com/company/navina-ai,Active,1.2,36.0,3.8,25,growth,0.85,4.3,3.9,0.8,3.7
KoBold Metals,"KoBold Metals invests in battery materials projects across the globe by combining basic ore-deposit science, big data, and scientific computing with patient private capital. The company's software uses datasets with conventional geochemical, geophysical, and geological data in statistical association models to identify prospects to ensure a cobalt supply for the electric vehicle revolution, enabling mineral exploration companies to find new sources of cobalt through machine learning and data analysis.",2018,944500000.0,4,2024-10-04,537000000.0,Berkeley,California,United States,Andreessen Horowitz|Bond|StepStone Group|Breakthrough Energy Ventures|BHP,Jeff Jurinak|Josh Goldman|Kurt Zenz House,175,"""AI-Driven Mineral Exploration for Battery Materials""",https://www.koboldmetals.com/,https://www.linkedin.com/company/koboldmetals,Active,1.5,20.0,3.5,15,growth,0.85,3.8,3.5,0.3,3.7
AKASA,"AKASA is the leading developer of AI-powered automation for the revenue cycle.  We deliver comprehensive automation for complex workflows. This helps healthcare providers improve revenue outcomes, achieve greater efficiency, elevate their teams, and allocate resources where they matter most. From prior authorization to claims processing, we provide innovative and reliable revenue cycle solutions that give providers peace of mind. AKASA applies advanced technology (such as AI and LLMs) to automate revenue cycle tasks that are complex and time-consuming, and were previously un-solvable at scale. Our solutions are built on deep revenue cycle expertise, grounded in the highest standards for data security, and provide measurable results with accuracy, speed, and completeness. We’ve helped healthcare providers decrease A/R days by 13%, increase efficiency by 86%, save 300+ hours of staff time per month, and increase gross yield by $30M.  With investors that include Andreessen Horowitz, BOND, Costanoa Ventures, and more, we’ve raised more than $200M to help eliminate the financial complexity of healthcare. We’re rebuilding the healthcare revenue cycle with AI.",2018,205000000.0,5,2024-06-18,120000000.0,San Francisco,California,United States,Andreessen Horowitz|Bond|Costanoa Ventures|Refactor|Olive Capital,Andy Atwal|Benjamin Beadle-Ryby|Malinka Walaliyadde|Varun Ganapathi,175,"""AI-Driven Healthcare Revenue Cycle Automation Solutions""",https://akasa.com/,https://www.linkedin.com/company/akasahealth,Active,1.2,22.0,3.5,15,growth,0.85,3.8,3.2,0.5,3.7
Mutiny,"Most Marketing teams can’t play a meaningful role in breaking through to target accounts because the 1:1 marketing strategies that work don’t scale, and what scales doesn’t work. Mutiny helps B2B companies generate pipeline and revenue from their target accounts through AI-powered personalized experiences, 1:1 microsites, and account intelligence. We are backed by Sequoia Capital, Tiger Global, Insight Partners, and Y Combinator.",2018,71620000.0,4,2022-04-20,50000000.0,San Francisco,California,United States,Y Combinator|Sequoia Capital|Insight Partners|Uncork Capital|Hack VC,Jaleh Rezaei|Nikhil Mathew,75,"""B2B AI-Driven Marketing Personalization Solutions""",https://www.mutinyhq.com/,https://www.linkedin.com/company/mutinyhq,Active,1.14,32.4,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Concentric AI,"Concentric’s Semantic Intelligence solution delivers data risk insights across the entire inventory of sensitive documents in the cloud and on-premises. Its deep learning technology examines each document’s content and context for efficient actionable security. It scans the documents, identifies sensitive or business-critical data, evaluates the risk each document poses, and highlights critical concerns that need immediate attention.  The company was founded in 2018 and is headquartered in San Jose, California.",2018,67000000.0,3,2024-10-24,45000000.0,San Jose,California,United States,Ballistic Ventures|HarbourVest Partners|Top Tier Capital Partners|Homebrew|Clear Ventures,Karthik Krishnan|Madhu Shashanka|Shankar Subramaniam,75,"""AI-Driven Document Risk Management Solutions""",https://www.concentric.ai/,https://www.linkedin.com/company/concentricinc/about/,Active,2.5,13.0,3.5,20,unknown,0.85,4.0,3.5,1.2,3.8
Pickle Robot,"Pickle Robot is a low cost, collaborative package handling robot that automates several key tasks along the e-commerce supply chain. Package handling is a physically demanding job with extremely high rates of turnover. The rising costs of shipping, comprised of 2/3rds labor, have become a major bottleneck to continued growth in e-commerce.  Dill is the first robot from the Pickle Robot Company. It works multiple shifts, communicates with its human collaborators, and is rapidly developing new skills in handling e-commerce parcels: such as loading/unloading of feeder trucks, palletizing/depalletizing, and preloading of last mile delivery vans, trucks, and parcel cars.",2018,102450000.0,7,2024-11-11,50000000.0,Cambridge,Massachusetts,United States,BoxGroup|Toyota Ventures|DCVC|Version One Ventures|RRE Ventures,Andrew Meyer|Ariana Eisenstein|Dan Paluska,30,"""Collaborative Robotics for E-commerce Supply Chain Automation""",https://www.picklerobot.com/,https://www.linkedin.com/company/pickle-robot-company,Active,0.59,12.0,3.8,25,unknown,0.85,4.0,3.7,0.5,3.5
TomoCredit,"TomoCredit is building the next generation AI financial wellness platform- smarter, inclusive. We use AI to generate consumer profiles leveraging real time cash flow data and credit data. Founding team is made up of immigrant founders who all felt the challenge of getting access to credit as international students at top schools- UC Berkeley, Harvard, NYU, MIT, Stanford.",2018,139113333.0,6,2022-07-21,100000000.0,San Francisco,California,United States,BAM Ventures|Techstars|Morgan Stanley|Strong Ventures|Ulu Ventures,Dmitry Kashlev|Kristy Kim,75,"""AI-Driven Financial Wellness and Credit Solutions""",https://www.tomocredit.com/,https://www.linkedin.com/company/tomocredit,Active,3.5,25.0,3.8,25,growth,0.85,4.2,3.7,0.8,3.5
Carbon Robotics,"Carbon Robotics is a robotics company that focuses on developing innovative solutions for agriculture. They are known for their flagship product, the ""Autonomous Weeder,"" which is a robotic system designed to identify and remove weeds from crop fields autonomously. The Autonomous Weeder utilizes artificial intelligence and computer vision to distinguish between crops and weeds, allowing it to precisely target and eliminate unwanted plants without needing herbicides or manual labor. This technology has the potential to revolutionize weed management in agriculture, offering a more sustainable and efficient alternative to traditional methods.",2018,143899968.0,6,2024-10-21,70000000.0,Seattle,Washington,United States,Bond|Sozo Ventures|FUSE|Liquid 2 Ventures|Anthos Capital,Paul Mikesell,175,"""AI-Driven Agricultural Robotics for Weed Management""",https://carbonrobotics.com/,https://www.linkedin.com/company/maka-ars,Active,0.5,20.0,3.5,15,growth,0.85,3.8,3.2,0.3,3.5
ZeroEyes,"ZeroEyes is an AI security company that specializes in firearm detection, analyzing over three billion images daily from security camera feeds. It aims to alert authorities and prevent active shooter incidents. By providing real-time alerts, ZeroEyes seeks to enhance the safety of workplaces and public spaces against potential gun-related threats. The mission of ZeroEyes is to combat mass shootings and gun-related violence by detecting firearms in various environments, including schools and public buildings.",2018,107446208.0,11,2025-02-06,2000000.0,Conshohocken,Pennsylvania,United States,Alumni Ventures|Sorenson Capital|Alpha Intelligence Capital|Intel Capital|Backswing Ventures,Billy Hunter|Caleb Jones|Dustin Brooks|Mike Lahiff|Rob Huberty|Sam Alaimo|Tim Sulzer,175,"""AI-Driven Firearm Detection and Public Safety Solutions""",https://zeroeyes.com/,https://www.linkedin.com/company/zeroeyes-ai,Active,0.15,12.5,3.5,15,unknown,0.85,4.0,3.5,0.3,3.5
Rad AI,"Rad AI develops an artificial intelligence automated report generation platform to automate repetitive tasks for radiologists. Its platform integrates with existing workflow, automating repetitive tasks, and enabling radiologists to improve radiology workflow that maximizes efficiency and accuracy while reducing burnout for radiologists and improving patient care.",2018,151000000.0,5,2025-05-20,8000000.0,San Francisco,California,United States,Khosla Ventures|Transformation Capital|QuantumLight|Fifty Years|Kickstart,Doktor Gurson|Jeff Chang,175,"""AI-Driven Radiology Workflow Automation Solutions""",https://www.radai.com/,https://www.linkedin.com/company/radai,Active,0.3,40.0,3.5,25,growth,0.85,3.8,3.5,2.1,3.8
Overjet,"Overjet is the world leader in dental AI. Founded by experts from MIT and Harvard University, Overjet builds artificial intelligence that helps dental organizations give patients the highest quality of care. Our FDA-cleared technology is the first objective standard for making oral health decisions — so that dentists can detect pathologies with precision and educate patients with confidence. To learn more, visit Overjet.com.",2018,130550000.0,5,2024-03-05,53200000.0,Boston,Massachusetts,United States,General Catalyst|Insight Partners|Liquid 2 Ventures|Crosslink Capital|E14 Fund,Alexander Jelicich|Deepak Ramaswamy|Wardah Inam,175,"""AI-Driven Dental Health Diagnostics Solutions""",https://www.overjet.com/,https://www.linkedin.com/company/overjet,Active,0.3,20.0,3.5,15,growth,0.85,3.8,3.2,0.5,3.5
Spekit,"Spekit is the leading AI-powered, just-in-time enablement platform, purpose-built to transform how sales reps operate. The platform centralizes and automatically surfaces the answers, content, and training sales reps need to thrive in any tool or workflow, boosting productivity, efficiency, and impact.  Unlike traditional solutions that treat sales enablement as an event or destination, Spekit is designed around how sales teams work today, seamlessly connecting into their daily workflows to deliver the right playbooks, case studies, process guidance, coaching, and more without taking them away from wherever they’re selling.  Headquartered in Denver, Spekit helps thousands of companies across industries, including Southwest, Invesco, ZoomInfo, Ibotta, and more, to scale their revenue teams faster with enablement in the flow of work™.",2018,60614997.0,5,2022-01-19,45000000.0,Denver,Colorado,United States,Craft Ventures|Felicis|Bonfire Ventures|Renegade Partners|GTMfund,Melanie Fellay,175,"""AI-Driven Sales Enablement and Training Solutions""",https://www.spekit.com/,https://www.linkedin.com/company/spekit/,Active,1.2,15.0,3.8,25,unknown,0.85,4.0,3.5,0.5,3.5
SiMa.ai,"SiMa.ai is a software-centric, embedded edge machine learning system-on-chip company (MLSoC) that develops machine learning technology to deliver a software-centric platform. With push-button performance, they enable effortless ML deployment and scaling at the embedded edge by allowing customers to address any computer vision problem while achieving 10x better performance at the lowest power. The company's hardware-to-software stack flexibly adjusts to any framework, network, model, sensor, or modality all in one platform. Edge ML applications that run completely on the SiMa.ai MLSoC see an increase in performance and energy efficiency and bring higher fidelity intelligence to ML use cases spanning computer vision to generative AI.",2018,270000000.0,8,2024-04-04,70000000.0,San Jose,California,United States,Point72|Wing Venture Capital|Amplify Partners|+ND Capital|Fidelity,Krishna Rangasayee|Steven J. Rosston,175,"""Embedded Edge Machine Learning Systems for Computer Vision""",https://sima.ai/,https://www.linkedin.com/company/sima-ai,Active,3.5,22.0,3.8,20,growth,0.85,4.2,3.8,1.5,3.9
Qualified,"Qualified is the pipeline generation platform for revenue teams that utilize Salesforce to expand their pipeline. They do this by using their most valuable sales and marketing resource, the corporate website, to find the most valuable buyers, find buyer intent signals, and initiate sales talk right away. In order to detect account-based buyer intent and enable real-time sales discussions, Qualified, which is based on Salesforce, links the website with Salesforce data.",2018,163000000.0,4,2022-04-26,95000000.0,San Francisco,California,United States,Norwest Venture Partners|Sapphire Ventures|Salesforce Ventures|Redpoint|Tiger Global Management,Bing Yang|Gopal Patel|Kraig Swensrud|Sean Whiteley|Thani Suchoknand,175,"""B2B Sales Pipeline Generation and Automation Solutions""",https://www.qualified.com/,https://www.linkedin.com/company/qualified-com/,Active,3.3,13.3,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Parse Biosciences,"Parse Bio is a biotechnology startup company developing single-cell sequencing kit solutions for researchers. By using combinatorial cDNA barcoding within cells themselves, Parse Biosciences’s technology allows researchers to eliminate the need for complex and expensive microfluidic instruments. Additionally, the company’s technology enables samples to be fixed, frozen, and stored, allowing researchers to separate out the sample extraction from downstream library preparation steps. This capability empowers researchers to run fixed samples collected on different dates together in a single experiment, providing greater control over sample handling and reducing handling errors. Split Biosciences rebranded as Parse Biosciences in 2020. The Seattle, Washington-based biotech company was established in 2018 by Alex Rosenberg, Charlie Roco, and Georg Friedrich Seelig.",2018,99962500.0,6,2023-12-14,50000000.0,Seattle,Washington,United States,National Science Foundation|Soleus Capital|Janus Henderson Investors|Horizon Technology Finance|Marshall Wace,Alex Rosenberg|Charles Roco|Georg Friedrich Seelig,175,"""Single-Cell Sequencing Biotechnology Solutions""",https://www.parsebiosciences.com/,https://www.linkedin.com/company/parse-biosciences,Active,1.234,15.24,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
NobleAI,"NobleAI’s commercially proven Science-Based AI technology enables companies to reduce the cost and accelerate the development of better performing, more environmentally sustainable and reliably sourced chemical & material products.",2018,40605980.0,6,2024-04-02,10000000.0,San Francisco,California,United States,Alumni Ventures|Streamlined Ventures|WI Harper Group|Stanford University|OVO Fund,Matthew Chase Levy,30,"""AI-Driven Sustainable Chemical Product Development""",http://noble.ai/,https://www.linkedin.com/company/noble-ai/,Active,0.1,27.5,2.5,10,unknown,0.85,3.0,2.8,0.15,2.8
Spot AI,"Spot AI brings Video AI to the physical world, helping organizations see, understand, and improve their workspaces. Built on 1B+ hours of video data and trusted by 1,000+ leading businesses, we deliver measurable ROI in safety, operations, and security across manufacturing floors, retail stores, schools, hospitals, and beyond. Our mission: Turn every camera into a source of business value—helping organizations build safer, smarter, and more efficient spaces.",2018,93000000.0,5,2024-10-31,31000000.0,San Francisco,California,United States,Bessemer Venture Partners|StepStone Group|Village Global|Redpoint|Scale Venture Partners,Rish Gupta|Sud Bhatija|Tanuj Thapliyal,75,"""AI-Driven Video Analytics for Workspace Optimization""",https://www.spot.ai/,https://www.linkedin.com/company/spot-ai,Active,3.65,22.5,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Digits,"Digits is a fintech company building tools for businesses and finance professionals by leveraging its proprietary Living Model technology. The company was founded by Wayne Chang and Jeff Seibert in 2018 and is headquartered in San Francisco, California, United States.",2018,97500000.0,3,2022-03-24,65000000.0,San Francisco,California,United States,The Twenty Minute VC|Benchmark|SoftBank Vision Fund|Google Ventures|Adrian Aoun,Jeff Seibert|Wayne Chang,75,"""AI-Driven Financial Analytics and Business Intelligence Solutions""",https://www.digits.com/,https://www.linkedin.com/company/digits-financial/,Active,6.9,10.7,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
EcoMap Technologies,"EcoMap creates data and AI-driven solutions to power ecosystems by centralizing critical ecosystem information. The company collaborates with entrepreneur-focused ecosystem builders, government agencies, and social impact enterprises to enhance resource connection. EcoMap's platform aids in personalizing and analyzing opportunities for various stakeholders within ecosystems.",2018,14251281.0,5,2024-12-05,6886281.0,Baltimore,Maryland,United States,Techstars|TEDCO|Las Olas Venture Capital|Cofounders Capital|Conscious Venture Lab,Anthony Caesar|Pava LaPere|Sherrod Davis,30,"""Ecosystem Data Analytics and AI Solutions""",https://www.ecomap.tech/,https://www.linkedin.com/company/ecomaptechnologies,Active,8.5,14.0,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Brand Engagement Network,"Brand Engagement Network is an advertising company that specialises in conversational AI interfaces, consumer engagement, and digital assistance, providing human-like interactions and safe environments through multi-modal communication. Its mission is to create the best AI Assistants, making them helpful, creative, clever, and friendly. With a vision to empower people and shape the future of intelligent digital assistants.",2018,64375000.0,3,2025-06-10,3500000.0,Jackson,Wyoming,United States,Yorkville Advisors|Corps Capital Advisors,Tyler Luck,75,"""Conversational AI for Consumer Engagement Solutions""",https://beninc.ai/,https://www.linkedin.com/company/ben-ai/,Active,1.2,30.0,3.5,20,growth,0.85,3.8,3.5,0.8,3.7
Symbl.ai,"Symbl.ai is an early-stage, venture-backed startup that is democratizing access to conversational intelligence for developers. They have developed the only platform that uses machine learning to analyze conversations in real-time proactively. The company aims to eliminate the complexity of building and maintaining conversational understanding systems so that developers can focus on building delightful and productive experiences, using Rammer’s underlying technology. It was founded in 2018 and is headquartered in Seattle, Washington.",2018,23620000.0,5,2021-11-05,17000000.0,Seattle,Washington,United States,Techstars|Bossa Invest|Flying Fish Partners|GreatPoint Ventures|Incisive Ventures,Surbhi Rathore|Toshish Jawale,75,"""Conversational Intelligence APIs for Developers""",https://symbl.ai/,https://www.linkedin.com/company/symblai/,Active,1.5,22.4,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Antithesis,"Antithesis is a cloud platform that automates software reliability testing in a simulated environment without affecting production systems. It continuously analyzes software behavior, detects issues, and reproduces problems in a fully deterministic setting. By introducing faults such as network retries and thread hangs, the platform identifies rare errors and explores multiple possible outcomes. Developers can test software under various conditions, define specific properties for validation, and trace issues back to their root causes. Antithesis enables efficient debugging by providing detailed system state tracking and the ability to replay every moment leading to an issue.",2018,77000000.0,2,2025-02-13,30000000.0,Vienna,Virginia,United States,Amplify Partners|Tamarack Global|First In Ventures|Spark Capital|Howard Lerman,Will Wilson,75,"""Cloud-Based Software Reliability Testing Automation""",https://antithesis.com/,https://www.linkedin.com/company/antithesis-operations,Active,7.5,12.0,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Alembic,"Alembic’s software predicts revenue and ROI from marketing, applying AI and mathematics developed during the pandemic to identify causes, treatments, and mortality in disparate data and populations. Based on the results, Alembic analyzes and evaluates unstructured and complex data to predict marketing ROI and future revenue. Alembic is proud to have Fortune 200 and top brands as customers, including NVIDIA, Texas A&M, and North Sails.",2018,71898963.0,7,2025-07-15,34999998.0,San Francisco,California,United States,Village Global|Ridge Ventures|WndrCo|Liquid 2 Ventures|VITALIZE Venture Capital,John Adams|Tomas Puig,30,"""Predictive Analytics for Marketing ROI Optimization""",https://getalembic.com/,https://www.linkedin.com/company/getalembic,Active,3.5,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Redactable,Redactable helps companies permanently redact their confidential documents. You can automate your redaction processes easily using our AI workflow.,2018,6780000.0,6,2023-12-14,5500000.0,New York,New York,United States,Hustle Fund|Everywhere Ventures|AngelList|Blockchain Founders Fund|Stony Lonesome Group,Amanda Levay,30,"""AI-Driven Document Redaction Solutions for Compliance""",https://www.redactable.com/,https://www.linkedin.com/company/redactable/,Active,0.3,20.0,3.5,15,growth,0.85,3.8,3.2,0.15,3.7
