Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,operating status,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
Skylark Labs,"Skylark Labs is revolutionizing the way AI interacts with the world, providing adaptive solutions that keep pace with change. By pioneering real-time, adaptive AI technology that learns directly on any device—even from a single experience—we empower individuals and organizations to respond immediately to new tasks and environments. Leveraging our brain-inspired general intelligence architecture, we develop AI that learns and adapts continuously, mirroring the flexibility of the human brain and bringing us closer to achieving true general intelligence. Our approach eliminates operational disruptions and reduces costs, making AI more efficient and accessible.",2021,5510000.0,3,2025-07-01,2000000.0,Palo Alto,California,United States,Cushman & Wakefield|The Josephine Collective|CP Ventures|Kube VC|ShockVentures,Amarjot Singh,30,"""Adaptive AI Solutions for Real-Time Learning and Automation""",https://skylarklabs.ai/,https://www.linkedin.com/company/skylarklabs,Active,0.7,40.0,4.0,25,growth,0.85,4.5,4.0,2.1,4.0
Actio Biosciences,"Actio Biosciences develops genetics‑led therapies for rare and common diseases. The company applies human genetic insights and precision medicine approaches to identify drug targets and advance a pipeline including candidates for Charcot‑Marie‑Tooth disease type 2C (TRPV4 inhibitor ABS‑0871) and KCNT1‑related epilepsy (ABS‑1230). It conducts preclinical and Phase 1 studies to evaluate safety, tolerability, and pharmacokinetics for its lead programs. The company also engages in collaboration, licensing, and clinical trial planning to support development and potential expansion into more common indications.",2021,121000000.0,2,2025-06-18,66000000.0,San Diego,California,United States,Deerfield Management|Canaan Partners|EcoR1 Capital|Droia Ventures|Regeneron Ventures,David Goldstein,30,"""Genetics-Driven Therapeutics for Rare Diseases""",https://www.actiobiosciences.com/,https://www.linkedin.com/company/actiobio,Active,119.8,12.9,4.2,25,unknown,0.85,4.5,4.0,22.9,4.0
Healthee,"Healthee provides an AI-driven platform designed to simplify health benefits navigation for employees and employers. The platform includes a plan comparison tool that assists employees in evaluating and selecting health plans based on individual or family needs. This tool utilizes self-reported health information to provide tailored recommendations, streamlining the open enrollment process. Healthee also offers wellness tracking features, enabling users to monitor essential health milestones such as annual physicals, dental exams, and vision appointments. This functionality supports preventive care and encourages proactive health management.",2021,109500000.0,6,2025-04-22,30000000.0,New York,New York,United States,Comerica Bank|Fin Capital|Glilot Capital Partners|TriNet|Group 11,Ben Goldenberg|Ben Nagar|Elad Ofir|Guy Benjamin,75,"""AI-Driven Health Benefits Navigation Platform""",https://healthee.com/,https://www.linkedin.com/company/get-healthee,Active,1.5,23.5,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Kilsar,"Kilsar provides various services such as prototyping, developing, and commercializing innovative solutions.",2021,3720000.0,2,2025-07-16,3700000.0,Virginia Beach,Virginia,United States,Cotulla Capital|Techstars|Lightbank|ScaleWolf,,30,"""Innovative AI Solutions for Space Exploration and Development""",http://kilsar.com/,https://www.linkedin.com/company/kilsar/,Active,2.0,32.4,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
VulnCheck,"VulnCheck is a cyber threat intelligence platform that provides exploit and vulnerability intelligence directly into the tools, processes, programs, and systems that need it to outpace adversaries. Its platform uses vulnerability intelligence that predicts avenues of attack with speed and accuracy and prioritizes vulnerabilities that matter based on the threat landscape to help businesses take quick action before an attack.",2021,19950000.0,3,2025-03-18,12000000.0,Lexington,Massachusetts,United States,Lux Capital|Sorenson Capital|Ten Eleven Ventures|Sorenson Ventures|IQT,Anthony Bettini,30,"""AI-Driven Cyber Threat Intelligence Solutions""",https://vulncheck.com/,https://www.linkedin.com/company/vulncheck/,Active,11.69,6.6,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Covenant,Covenant operator of a specialized law firm intended to offer advice and legal representation.,2021,4000000.0,2,2025-07-15,4000000.0,New York,New York,United States,Flybridge|Neil Barsky,,30,"""AI-Driven Legal Tech Solutions for Law Firms""",https://covenant.co/,https://www.linkedin.com/company/withcovenant,Active,6.5,31.3,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Savant Labs,"Savant Labs provides an intuitive analytics automation platform that empowers users to perform data analysis with no-code and low-code tools. The platform integrates modern data sources and SaaS applications, enabling rapid insights through visual workflows and generative AI.",2021,29500000.0,3,2025-01-30,18500000.0,San Carlos,California,United States,Village Global|Vertex Ventures|Cota Capital|WestWave Capital|Bloomberg Beta,Barry Burns|Chitrang Shah|Matt Mesher|Yintao Song|Yunfeng Yang,75,"""No-Code Data Analytics Automation Platform""",https://savantlabs.io/,https://www.linkedin.com/company/savant-labs,Active,3.5,30.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Binarly,"Binarly is a global firmware and software supply chain security company founded in 2021.  The company’s flagship Binarly Transparency Platform is an enterprise-class, AI-powered solution used by device manufacturers, OEMs, IBVs and product security teams to identify known and unknown vulnerabilities, misconfigurations and signs of malicious code implantation. Binarly’s validated remediation playbooks have significantly reduced the cost and time to respond to security exposures. Based in Los Angeles, California, Binarly brings decades of research and program analysis expertise to build solutions to protect businesses, critical infrastructure, and consumers around the world.",2021,14075003.0,2,2024-03-26,10500000.0,Santa Monica,California,United States,Cisco Investments|Liquid 2 Ventures|Blu Venture Investors|Two Bear Capital|Canaan Partners,Alex Matrosov|Claudiu Teodorescu,30,"""AI-Driven Firmware and Supply Chain Security Solutions""",https://www.binarly.io/,https://www.linkedin.com/company/binarlyinc,Active,2.35,11.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Lakera,"Lakera is a real-time GenAI security company. The company is dedicated to ensuring the safe and responsible development and deployment of artificial intelligence technologies. To accelerate the secure adoption of AI, the company developed Gandalf, an educational tool that has taught over one million users about AI security. Lakera leverages AI to continually evolve its defenses, enabling customers to stay ahead of emerging threats.",2021,30000000.0,2,2024-07-24,20000000.0,San Francisco,California,United States,Inovia Capital|Atomico|Fly Ventures|redalpine|Citi Ventures,David Haber|Mateo Rojas-Carulla|Matthias Kraft,30,"""Real-time AI Security Solutions for Emerging Threats""",https://www.lakera.ai/,https://www.linkedin.com/company/lakeraai/,Active,12.0,23.3,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Artera,"Artera develops medical artificial intelligence tests that personalize therapy for cancer patients. Its tests predict therapeutic benefits and prognosticate patient outcomes. The Artera platform is purely software, and runs on digital images of H&E histopathology images as part of routine clinical care.",2021,110000000.0,2,2024-02-01,20000000.0,Los Altos,California,United States,Coatue|Walden Catalyst|EDBI|Breyer Capital|Prosperity7 Ventures,Andre Esteva|Felix Feng,175,"""AI-Driven Precision Oncology Diagnostics Platform""",https://artera.ai/,https://www.linkedin.com/company/arteraai,Active,0.27,24.1,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Imbue,Imbue is an independent research lab that trains foundational models to develop AI agents that can code. The company's AI models are optimized to perform well on its internal benchmarks for reasoning.,2021,232000000.0,5,2023-10-19,12000000.0,San Francisco,California,United States,Y Combinator|NVIDIA|South Park Commons|Amazon Alexa Fund|Arash Ferdowsi,Josh Albrecht|Kanjun Qiu,30,"""AI-Driven Code Generation and Reasoning Models""",https://imbue.com/,https://www.linkedin.com/company/imbue-ai,Active,3.5,24.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Venteur,"Venteur is an ICHRA administrator that simplifies health benefits for employers and employees. The company offers a platform that facilitates the implementation of Individual Coverage Health Reimbursement Arrangements (ICHRA), allowing businesses to provide tailored health insurance options. Venteur’s solutions are designed to streamline the enrollment process and enhance user experience through technology. By leveraging AI-driven tools, the company helps organizations navigate health benefits efficiently. Venteur aims to support sales teams by providing clear and accessible information about health coverage options, enabling better decision-making for employee benefits.",2021,27720000.0,6,2025-04-01,20000000.0,San Francisco,California,United States,Plug and Play|Techstars|GSR Ventures|American Family Ventures|Plug and Play,Stacy Edgar|Timothy Edgar,30,"""AI-Driven ICHRA Administration for Employee Health Benefits""",https://www.venteur.com/,https://www.linkedin.com/company/venteur-inc,Active,1.5,35.0,4.2,25,growth,0.85,4.5,3.0,0.5,4.0
Bezi,"Bezi is a web-based platform that facilitates collaborative 3D design and prototyping. It provides tools for creating interactive 3D scenes without requiring programming knowledge, allowing users to build and modify environments using a visual interface. The platform supports real-time collaboration, enabling multiple users to work together on the same project simultaneously. Additionally, Bezi integrates features such as text-to-3D asset generation and compatibility with various devices, including desktops, mobile devices, and virtual reality headsets.",2021,13000000.0,2,2023-11-15,13000000.0,San Francisco,California,United States,Uncork Capital|Designer Fund|Benchmark|Arash Ferdowsi|Akshay Kothari,Cecilia Uhr|Denys Bastov|Julian Park,30,"""Collaborative 3D Design and Prototyping Platform""",https://bezi.com/,https://www.linkedin.com/company/bezi-ai,Active,1.1,9.0,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
