Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,operating status,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
AMP,"AMP is an AI technology company that modernizes recycling infrastructure through smart sortation solutions. The company focuses on maximizing resource recovery while minimizing labor costs for waste management operations. With numerous deployments globally, AMP aims to transform the economics of recycling.",2015,266067503.0,10,2024-12-05,91000000.0,Louisville,Colorado,United States,National Science Foundation|Sequoia Capital|Valor Equity Partners|Wellington Management|Closed Loop Partners,James Bailey|Matanya Horowitz,175,"""AI-Driven Recycling Automation Solutions""",https://ampsortation.com/,https://www.linkedin.com/company/amp-sortation,Active,0.3,15.0,3.5,15,unknown,0.85,3.8,3.5,0.1,3.5
Replika,"Luka is a software development company based in San Francisco, California. The company created Luka app, a new messenger with AI-powered chatbots. They help you find places to eat, do web search, make plans together, pick places to eat, play trivia games and lots of other things in a messenger. In 2016 Luka launched a closed testing of Replika, a new app that allows to create a personal AI that you teach through text conversations. The app is powered by a proprietary deep learning architecture.",2015,10920000.0,3,2017-11-30,6500000.0,San Francisco,California,United States,Y Combinator|Khosla Ventures|ACME Capital|Ludlow Ventures|Zillionize,Eugenia Kuyda,30,"""AI-Driven Personal Assistant Messaging Applications""",https://replika.ai/,https://www.linkedin.com/company/luka-inc,Active,1.64,26.5,3.5,25,growth,0.85,3.8,3.5,0.5,3.8
Nexar,"Nexar creates powered dash cams that enable new vision-based applications for better driving. Nexar's mission is to reduce the chance of collisions and to make the road safer for everyone. Like a school of fish or a flock of birds, we want to get every car on the road moving safely and smoothly together.  Using a Nexar-powered dashcam, AI, and inter-vehicle networking, Nexar makes every car a smart car and is building the world’s first safe driving network.",2015,149500000.0,7,2021-11-17,53000000.0,New York,New York,United States,Valor Equity Partners|Slow Ventures|Samsung NEXT|Tusk Venture Partners|True Ventures,Bruno Fernandez-Ruiz|Eran Shir,175,"""AI-Driven Smart Dashcam and Vehicle Networking Solutions""",https://getnexar.com/,https://www.linkedin.com/company/10460529,Active,1.5,15.0,3.8,20,unknown,0.85,4.2,3.8,1.5,3.7
Brave,"Brave Software focuses on increasing browsing speed and safety for users, while growing ad revenue share for content creators. Brave aims to transform the online ad ecosystem with micropayments and a new revenue-sharing solution to give users and publishers a better deal, where fast, safe browsing is the path to a brighter future for the open web.",2015,42250000.0,8,2022-04-01,,San Francisco,California,United States,Founders Fund|Pantera Capital|Foundation Capital|Abstract|Propel,Brendan Eich|Brian Bondy,175,"""Blockchain-Based Digital Advertising and User Privacy Solutions""",https://www.brave.com/,https://www.linkedin.com/company/brave-software/,Active,0.01,81.1,2.5,10,unknown,0.85,3.5,3.0,0.015,3.0
LinkSquares,"LinkSquares is the leading AI-powered contract lifecycle management platform, trusted by more than 1,000 customers, including DraftKings, ProPharma, Wayfair, and the Boston Celtics. LinkSquares' advanced AI engine is uniquely designed with a proprietary blend of predictive and generative AI, specifically trained to excel with legal documents. LinkSquares revolutionizes contract management by delivering powerful analytics, minimizing organizational risk, and enhancing the speed and precision of contract workflows at every stage — unlocking greater efficiency, reliability, and strategic value for teams across the business. LinkSquares was founded in 2015, and is headquartered in Boston, Massachusetts.",2015,161469800.0,6,2022-04-04,100000000.0,Boston,Massachusetts,United States,Sorenson Capital|Cerity Partners Ventures|MassMutual Ventures|G2 Venture Partners|G Squared,Chris Combs|Vishal Sunak,375,"""AI-Driven Contract Lifecycle Management Solutions""",https://www.linksquares.com/,https://www.linkedin.com/company/linksquares,Active,0.4,25.0,3.5,15,growth,0.85,3.8,3.2,0.3,3.7
Massive Bio,"Massive Bio, is an Artificial Intelligence (AI) powered platform that connects cancer patients and their treating oncologists to clinical trials while enabling pharmaceutical companies to get access to patients, mostly in community practices, and their information to speed up drug development. Massive Bio combines technology, services and oncology sub-specialist expertise to maximize trial enrollment. Massive Bio is the first company that attacks controlling patient enrollment value chain; Massive Bio does patient identification through direct direct and indirect patient acquisition channels, pre-screening through virtual site, Just-In-Time (JIT) site activation and further analyzes real world data for drug discovery. One of the major differentiating point of Massive Bio is that the Company tackles “last mile” issues for trial enrollment to eliminate site and/or financial considerations of patients. Massive Bio is the go to partner for pharmaceutical companies and CROs to get the right patient at the right time.",2015,23817500.0,6,2022-06-02,17000000.0,New York,New York,United States,500 Global|Revo Capital|500 Emerging Europe|KFW DEG|SiteGround,Arturo Loaiza-Bonilla|Cagatay Culcuoglu|Selin Kurnaz,175,"""AI-Driven Oncology Clinical Trial Enrollment Solutions""",https://massivebio.com/,https://www.linkedin.com/company/massive-bio,Active,0.15,12.4,2.5,10,unknown,0.85,3.0,2.5,0.15,2.8
Emerge,"Emerge is a consumer technology company building a multi-sensory communication platform to bridge distance and time—through touch, sight, sound, and brain activity, powered by emotion AI, to allow users to digitize and transmit their emotions. With over 2 billion people worldwide feeling disconnected from others—one of the greatest life hazards of our generation—it's time for a new communication platform that focuses on what really matters: our emotional connection with others. The first step is to introduce touch to virtual interactions—via TVs, AR, and VR displays. Emerge Wave-series is the anchor product line for the emotion AI. The patented consumer device emits precise ultrasonic forcefields that can be physically felt with bare hands—imagine a “virtual high five” or holding hands across the globe, with no gloves or controllers needed. We are proud of our impact-focused and diverse team—70% of us are immigrants and first-generation Americans. We are former entrepreneurs and industry veterans who have developed and launched products in the fields of consumer electronics, augmented reality, brain-computer interfaces, gaming, and space exploration. Founded in 2015 and based in Los Angeles, CA, Emerge is backed by venture capital firms including M13 and Microsoft co-founder Paul Allen’s Vulcan Capital, and other notable investors such as former Google CEO Eric Schmidt, and co-founders of Blizzard Entertainment, Twitch, and Riot Games.",2015,37500000.0,5,2022-12-15,5500000.0,Los Angeles,California,United States,Gaingels|Alumni Ventures|Golden Ventures|M13|One Way Ventures,Isaac Castro|Mauricio Teran|Sly Spencer- Lee,30,"""Emotion AI-Driven Multi-Sensory Communication Technology""",http://www.emerge.io/,https://www.linkedin.com/company/emergeio,Active,0.3,22.7,3.5,25,growth,0.85,4.0,3.5,0.15,3.8
DataDome,"DataDome stops cyberfraud and bots in real time, outpacing AI-driven attacks across websites, apps, and APIs. Named a Leader in The Forrester Wave™ for Bot Management, DataDome is trusted by leading brands like Tripadvisor, Zocdoc, and SoundCloud. Its multi-layered AI engine focuses on intent, not just identity—because it’s not about knowing who’s real, it’s about what they intend to do. With thousands of adaptive AI models, DataDome blocks every fraudulent click, signup, and login in under 2 milliseconds without compromising performance. Backed by a 24/7 SOC and expert threat researchers, DataDome autonomously stops over 350 billion attacks annually. With 50+ integrations, 30+ global PoPs, and record-fast time to value, DataDome is a recognized Leader on G2 and one of G2’s Best Security Products of 2024—delivering protection that outperforms.",2015,81246225.0,5,2023-03-30,42000000.0,New York,New York,United States,Isai|InfraVia Capital Partners|Elephant|50 Partners|Thibaud Elziere,Benjamin Barrier|Benjamin Fabre|Fabien Grenier|Olivier Trabucato,175,"""Real-Time Cyber Fraud Prevention and Bot Management""",https://datadome.co/,https://www.linkedin.com/company/datadome,Active,5.5,15.0,3.8,20,unknown,0.85,4.2,3.7,1.2,3.5
Constructor,"Constructor.io is the only search and product discovery platform tailor-made for enterprise eCommerce where conversions matter.  Constructor's cloud-based solutions use natural language processing, machine learning-enhanced results ranking, and collaborative personalization to deliver powerful user experiences across all facets of product discovery -- from search to browse, recommendations, autosuggest, quizzes, and attribute enrichment. We optimize revenue before relevance. This has allowed us to generate consistent $10M+ lifts for our customers, which include some of the biggest brands in retail like Sephora, American Eagle, Backcountry, Birkenstock, and Bonobos.  Constructor is a remote-first company with employees around the world. We were founded in 2015 by Eli Finkelshteyn and Dan McCormick.",2015,86100000.0,5,2024-06-17,25000000.0,San Francisco,California,United States,Sapphire Ventures|Fusion Fund|Silversmith Capital Partners|Zetta Venture Partners|SAP.iO,Dan McCormick|Eli Finkelshteyn,175,"""AI-Driven eCommerce Search and Product Discovery Solutions""",https://www.constructor.io/,https://www.linkedin.com/company/constructor-io,Active,0.5,20.0,3.5,15,growth,0.85,3.8,3.5,0.3,3.7
Dremio,"Dremio is the intelligent lakehouse platform trusted by thousands of global enterprises like Amazon, Unilever, Shell, and S&P Global. Dremio amplifies AI and analytics initiatives by eliminating the significant and time-intensive process of dataset creation. Designed to help data engineering teams who are already overburdened with disconnected data sources and prolonged iteration cycles with business stakeholders that slow progress, Dremio eliminates bottlenecks by unifying data sources without ETL, simplifying the creation of high-quality, governed datasets, and delivering autonomous performance optimization to accelerate AI. Developed by the original creators of Apache Polaris and Apache Arrow, Dremio is the only lakehouse built natively on Apache Iceberg, Polaris, and Arrow - providing flexibility, preventing lock-in, and enabling community-driven innovation. To learn more visit www.Dremio.com.",2015,410000000.0,6,2022-01-25,160000000.0,Santa Clara,California,United States,Norwest Venture Partners|Insight Partners|Lightspeed Venture Partners|StepStone Group|Cisco Investments,Jacques Nadeau|Tomer Shiran,375,"""Intelligent Lakehouse Data Management Solutions""",https://www.dremio.com/,https://www.linkedin.com/company/dremio,Active,1.5,20.0,3.5,15,growth,0.85,3.8,3.2,0.5,3.0
Globality,"Globality is a technology company that connects global companies with the best suppliers at the right price for any sourcing need across every service category. Globality is bringing digital transformation to the sourcing industry through its AI-powered Platform and Smart Sourcing technologies. Globality’s AI digital solution replaces the archaic analog Request for Proposal, efficiently and effectively scoping needs, managing demand, matching companies with outstanding suppliers that meet their specific service needs, and cutting the sourcing process from months to hours while delivering savings of 20% or more.",2015,357550000.0,6,2024-10-22,47000000.0,Palo Alto,California,United States,SoftBank Vision Fund|SanDisk|Raine Ventures|Scott Belsky|David Rosenblatt,Joel Hyatt|Lior Delgo,375,"""AI-Driven Procurement and Sourcing Solutions Platform""",http://www.globality.com/,https://www.linkedin.com/company/globality-inc-,Active,1.0,20.0,3.5,20,growth,0.85,3.8,3.2,0.5,3.5
BostonGene,"BostonGene Corporation is pioneering the use of biomedical software for advanced patient analysis and personalized therapy decision making in the fight against cancer. BostonGene’s unique solution performs sophisticated analytics to aid clinicians in their evaluation of viable treatment options for each patient's individual genetics, tumor and tumor microenvironment, clinical characteristics and disease profile. BostonGene’s mission is to enable physicians to provide every patient with the highest probability of survival through optimal cancer treatments using advanced, personalized therapies",2015,200000000.0,2,2022-04-06,150000000.0,Waltham,Massachusetts,United States,NEC Corporation|Japan Industrial Partners|Impact Investment Capital,Andrew Feinberg,375,"""Personalized Cancer Treatment Analytics Software""",http://www.bostongene.com/,https://www.linkedin.com/company/bostongene/,Active,0.3,20.0,3.5,15,growth,0.85,3.8,3.2,0.5,3.7
DNSFilter,"DNSFilter is a developer of a cloud-based filtering DNS platform intended to facilitate intelligent web content filtering. The company's DNS service utilizes artificial intelligence to filter content and also provides security threat protection, enabling companies, service providers as well as educational institutions to protect their users from online security threats and inappropriate content.",2015,62107120.0,7,2023-08-10,15000000.0,Washington,District of Columbia,United States,Insight Partners|Techstars|Bigfoot Capital,Brian Gillis|Ken Carnesi|Michael Schroll,175,"""AI-Driven DNS Security and Content Filtering Solutions""",https://dnsfilter.com/,https://www.linkedin.com/company/dnsfilter,Active,0.5,12.5,3.5,15,unknown,0.85,3.8,3.5,0.15,3.5
UJET,"UJET is a cloud contact center platform for smartphone-era CX. In addition to modernizing digital and in-app experiences, UJET eliminates customer channel switching between voice, digital, and self-service channels. The platform infuses AI across its services, which helps to automate processes and improve efficiency in customer interactions.  UJET is designed to unify various customer service channels, making it easier for businesses to manage customer relationships.",2015,176600000.0,6,2024-09-24,76000000.0,San Francisco,California,United States,Sapphire Ventures|Kleiner Perkins|KeyBank|Vintage Investment Partners|Relay Ventures,Anand Janefalkar|Hisun Kim,175,"""AI-Driven Cloud Contact Center Solutions""",https://ujet.cx/,https://www.linkedin.com/company/ujetcx,Active,1.2,20.0,3.5,20,growth,0.85,3.8,3.5,0.5,3.8
Vercel,"Vercel is a software company that provides cloud infrastructure to save and secure personalized websites. They offer a DX platform, AI, and open-source services. They also provide resource centers, marketing sites, templates, platforms, and design engineer solutions.",2015,563000000.0,5,2024-05-16,250000000.0,Covina,California,United States,Accel|8VC|Flex Capital|SV Angel|Salesforce Ventures,Guillermo Rauch,375,"""Cloud-Based Developer Experience and AI Solutions""",https://vercel.com/,https://www.linkedin.com/company/vercel,Active,1.65,54.5,3.8,25,growth,0.85,4.2,3.8,2.1,3.9
Artemis,"Artemis operates an intelligence platform for indoor farms. It specializes in indoor farming software solutions.  Artemis help indoor farm operators use data to make more profitable production decisions. It tracks and analyzes all farm data in one place, enabling growers to optimize plant performance and reduce operating expenses. Allison Kopf and Jason Camp founded Agrilyst in 2015 that later became Artemis. It has its headquarters in Brooklyn in New York City.",2015,12386822.0,8,2020-11-04,,Brooklyn,New York,United States,Brooklyn Bridge Ventures|TechCrunch|Astanor Ventures|Talis Capital|Compound,Allison Kopf|Jason Camp,30,"""Indoor Farming Data Analytics Software Solutions""",http://artemisag.com/,https://www.linkedin.com/company/artemisag/,Active,0.1,12.0,3.5,20,unknown,0.85,3.8,3.5,0.15,3.7
Defined.ai,"Defined.ai is enabling AI creators of the future, from those building their first boot-strapped models, to those fine-tuning complex AI projects. Defined.ai hosts the leading online marketplace where it's possible to buy, sell or commission off-the-shelf or custom-ordered AI data, tools and models, and offers professional services to help deliver success in complex machine learning projects. Defined.ai is a community of AI professionals working together to build fair, accessible, inclusive and ethical AI of the future.",2015,78599989.0,6,2022-01-19,14999989.0,Seattle,Washington,United States,Sony|Amazon Alexa Fund|Mastercard|Sony Innovation Fund|Bynd Venture Capital,Amy Du|Daniela Braga,175,"""AI Data Marketplace for Machine Learning Solutions""",https://defined.ai/,https://www.linkedin.com/company/definedai/,Active,0.42,53.65,3.8,20,growth,0.85,4.2,3.7,0.5,3.5
Gladly,"Uniquely powered by Customer AI, Gladly is the only CX platform that puts the customer —not tickets —at the center of every conversation. Trusted by the world’s most customer-centric brands, including Crate & Barrel, Ulta Beauty, and Tumi, Gladly delivers radically efficient and radically personal experiences.  Gladly was built for B2C leaders who refuse to compromise on operational efficiency or experience. With Gladly, every conversation feels uniquely tailored and instantly responsive, emotionally intelligent and operationally precise, deeply personal and effortlessly scalable. At the heart of our simply powerful platform is Gladly Customer AI —uniquely designed to maintain a single, continuous conversation across all channels while striking the perfect balance of technology and human connection.  Gladly is loved and trusted by hundreds of world-class brands to deliver award-winning experiences and drive serious results —240 million conversations powered by Gladly Customer AI, $510M cumulative cost savings across brands using Gladly, and a 65% increase in CSAT scores. Customer experience isn’t broken—it’s just built on the wrong foundation. Gladly reimagines CX with AI that gets it right. Explore how it works at https://www.gladly.ai/get-started/.",2015,208000000.0,7,2024-09-26,40000000.0,San Francisco,California,United States,New Enterprise Associates|AVP|SV Angel|Greylock|Riverwood Capital,Dirk Kessler|Joseph Ansanelli|Michael Wolfe,175,"""AI-Driven Customer Experience Management Platform""",https://www.gladly.ai/get-started/?utm_source=crunchbase&utm_medium=referral,https://www.linkedin.com/company/gladly-inc,Active,4.5,12.2,3.8,25,unknown,0.85,4.5,4.0,0.8,3.9
Verge Genomics,"Verge Genomics transforms drug discovery with artificial intelligence. Verge was founded by a unique combination of the field's top machine learning experts and seasoned neuroscience drug developers. Together, they share the vision that exponential advances in computational genomics combined with new insights into neuroscience has created a breakthrough opportunity to discover drugs that dramatically improve the lives of patients suffering from neurodegenerative disease.",2015,134120000.0,5,2023-07-01,,San Francisco,California,United States,BlackRock|Alumni Ventures|Two Sigma Ventures|Y Combinator|Slow Ventures,Alice Zhang|Jason Chen,30,"""AI-Driven Neurodegenerative Drug Discovery Solutions""",http://www.vergegenomics.com/,https://www.linkedin.com/company/verge-genomics,Active,0.15,25.0,3.5,10,growth,0.85,3.8,3.2,0.3,3.0
SchooLinks,"SchooLinks is a modern, AI-powered college and career readiness platform that helps K12 districts streamline their counseling activities and improve district outcomes. The student-centric experience creates a wealth of behavioral data, and its machine learning algorithms leverage those data to personalize college recommendations and content to further drive student engagement. SchooLinks then delivers actionable insights to counselors that help them act in real-time to become more effective. On a district level, the data models power a full suite of accountability tools to allow administrators to monitor and accomplish desired college and career readiness outcomes.",2015,90625000.0,4,2024-10-21,80000000.0,Austin,Texas,United States,Stephens Group|SJF Ventures|LiveOak Ventures|Susquehanna Growth Equity|Juvo Ventures,Katie Fang|Katie Fang|Marcos Mena-Brena,175,"""AI-Driven K12 College and Career Readiness Solutions""",http://www.schoolinks.com/,https://www.linkedin.com/company/schoolinks/,Active,1.2,15.0,3.5,20,unknown,0.85,3.8,3.2,0.5,3.7
VEDA Data Solutions,"VEDA creates fully-automated data science and machine learning solutions to solve critical problems for health care payers and networks. The company allows businesses access to innovative data science they need in their current dashboards. Data scientists are expensive and in short supply. It was founded in 2015 and headquartered in Washington, District of Columbia.",2015,52200000.0,5,2021-07-27,45000000.0,Madison,Wisconsin,United States,Oak HC/FT|HealthX Ventures|New Dominion Angels|Sunwater Capital|Empactful Capital LLC,Bob Lindner|Meghan Gaffney Buck,175,"""Automated Machine Learning for Healthcare Analytics""",http://www.vedadata.com/,https://www.linkedin.com/company/veda-data-solutions,Active,1.2,35.0,3.8,20,growth,0.85,4.2,3.7,0.5,3.9
ZestyAI,"ZestyAI is the leading property and climate risk platform for Property and Casualty insurers in North America. The company has revolutionized the world’s understanding of property and climate perils by combining artificial intelligence with historical losses and cutting-edge data sources. Leading insurers trust ZestyAI’s platform to identify risk and assess exposure, including the impact of catastrophic events like wildfires, hail, and wind storms. ZestyAI helps insurers make more informed underwriting decisions, rate fairly and accurately, enhance reinsurance outcomes, and improve customer experience through actionable risk insights that both property owners and regulators trust.  For more information on how ZestyAI is revolutionizing risk management, visit www.zesty.ai.",2015,71000000.0,6,2025-06-25,15000000.0,San Francisco,California,United States,Plug and Play|Brex|CIBC Innovation Banking|Centana Growth Partners|Asia Pacific Ventures,Attila Toth|Michael Ulin,75,"""AI-Driven Property Risk Assessment Solutions""",https://zesty.ai/,https://www.linkedin.com/company/zesty-ai,Active,0.3,14.5,2.5,10,unknown,0.85,3.5,2.8,0.15,2.8
Bowery Farming,"Bowery is the modern farming company growing the purest produce imaginable. It is on a mission to grow food for a better future by revolutionizing agriculture. By combining the benefits of the best local farms with advances made possible by technology, their indoor farms create the ideal conditions to grow post-organic produce you can feel good about eating. BoweryOS, its proprietary software system, uses vision systems, automation technology, and machine learning to monitor plants and all the variables that drive their growth 24/7. Because they control the entire process from seed to store, Bowery farms use zero pesticides, 95% less water, and are 100+ times more productive on the same footprint of land than traditional agriculture. Its produce is currently available at select Whole Foods and Foragers stores in the Tristate area and featured on the menus of Tom Colicchio’s New York restaurants Craft and Fowler & Wells.",2015,625900500.0,9,2022-02-25,8400500.0,New York,New York,United States,General Catalyst|Gaingels|Temasek Holdings|BoxGroup|Quiet Capital,Brian Falther|David Golden|Irving Fain,750,"""Indoor Vertical Farming Technology and Solutions""",http://boweryfarming.com/,https://www.linkedin.com/company/bowery-farming,Closed,1.15,27.5,3.8,25,growth,0.85,4.2,3.8,0.5,3.9
Safely You,SafelyYou is the artificial intelligence-enabled fall detection and prevention for dementia care.,2015,114324998.0,9,2025-01-28,43000000.0,San Francisco,California,United States,National Science Foundation|Founders Fund|Eclipse Ventures|Foundation Capital|The House Fund,George Netscher,175,"""AI-Driven Fall Detection for Dementia Care""",https://www.safely-you.com/,https://www.linkedin.com/company/safelyyou,Active,0.15,20.0,2.5,10,unknown,0.85,3.0,2.5,0.15,2.8
