Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,operating status,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
Traversal,Traversal is building the AI SRE for the enterprise.,2023,48000000.0,2,2025-06-20,,New York,New York,United States,Sequoia Capital|Kleiner Perkins|NFDG Ventures|Hanabi Capital,,30,"""AI-Driven Site Reliability Engineering Solutions""",https://www.traversal.com/,https://www.linkedin.com/company/traversal-ai/,Active,3.2,15.0,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Decart,Decart is an AI platform that significantly improves the training and inference of large generative models. The company's efficient systems-level AI infrastructure aims to enable this tenfold enhancement.  Decart's goal is to build a comprehensive AI infrastructure platform that can significantly improve the efficiency and performance of large-scale generative AI models. They are aiming to address the challenges faced in training and deploying these complex models in real-world applications.,2023,56000000.0,3,2024-12-19,32000000.0,San Francisco,California,United States,Sequoia Capital|Benchmark|Zeev Ventures|Aaron Applbaum|VeroPath Capital,Dean Leitersdorf|Moshe Shalev,30,"""Generative AI Infrastructure Optimization Solutions""",https://www.decart.ai/,https://www.linkedin.com/company/decart-ai,Active,4.1,36.3,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
CrewAI,"CrewAI is a multi-agent automation platform for enterprises to automate complex tasks. With its automation platform, organizations can deploy and manage AI agents to automate complex tasks and to value across a wide range of use cases, from research and analysis to coding and reporting. The company also offers a range of advanced new features including self-iteration, performance evaluation, persistent memory, and a range of new agent collaboration structures.",2023,20500000.0,3,2024-10-22,12000000.0,San Francisco,California,United States,Insight Partners|Craft Ventures|Flybridge|boldstart ventures|Andrew Ng,Joao Moura|Rob Bailey,5,"""AI-Driven Enterprise Task Automation Solutions""",https://www.crewai.com/,https://www.linkedin.com/company/crewai-inc/,Active,14.5,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Contextual AI,Contextual AI offers a pioneering approach to generative AI for the workplace.,2023,100000000.0,2,2024-08-01,80000000.0,Mountain View,California,United States,Lightspeed Venture Partners|Conviction Partners|SV Angel|Bain Capital Ventures|Greycroft,Amanpreet Singh|Douwe Kiela,75,"""Generative AI Solutions for Workplace Productivity Enhancement""",https://contextual.ai/,https://www.linkedin.com/company/contextualai,Active,6.95,26.7,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Ryght AI,"Ryght AI develops a real time, enterprise-scale generative AI platform to accelerate clinical trials.  It empowers clinical research teams with actionable knowledge in real-time. Its genAI-native platform is deployed globally at research sites to connect them in real-time to trial sponsors and CROs to accelerate all aspects of clinical research.",2023,5500000.0,4,2025-06-12,3000000.0,Laguna Beach,California,United States,AIX Ventures|Foothill Ventures|Virtue|Page One Ventures|Top Harvest Capital,Alex Dickinson|John Crupi|Simon Arkell,30,"""Generative AI for Accelerating Clinical Trials""",https://www.ryght.ai/,https://www.linkedin.com/company/91444446,Active,1.58,23.8,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
WitnessAI,"WitnessAI is building the guardrails that make AI safe, productive, and usable. It allows enterprises to innovate and enjoy the power of generative AI, without losing control, privacy, or security.",2023,27500000.0,2,2025-02-24,,Mountain View,California,United States,CrowdStrike|Ballistic Ventures|Google Ventures|AWS Startups|Aro Ventures,Gil Spencer|Rick Caccia,75,"""AI Governance and Security Solutions for Enterprises""",https://witness.ai/,https://www.linkedin.com/company/witnessai,Active,0.16,37.2,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
CodeRabbit,"CodeRabbit is an AI Code Review platform that helps software developers ship better code by eliminating the manual effort from the code review cycle. CodeRabbit combines Generative AI models with linters and static code analyzers to deliver codebase-aware reviews that catch and fix errors before they hit production. CodeRabbit customizes its recommendations based on your coding style and delivers code reviews directly in your git platform eliminating the need to manage another interface. CodeRabbit elevates the knowledge base across your team by providing an expert-level engineer always at hand that you can rely on to catch 90%+ errors, improve your code quality, and merge PRs 4x faster.",2023,19605233.0,4,2025-06-16,,Walnut Creek,California,United States,CRV|Flex Capital|Engineering Capital|Harmony Partners|Vijay Krishnan,Guritfaq Singh|Harjot Gill|Vishu Kaur,75,"""AI-Driven Code Review and Quality Assurance Tools""",https://coderabbit.ai/,https://www.linkedin.com/company/coderabbitai/,Active,4.86,27.1,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Lila Sciences,"Lila Sciences is a platform that uses artificial intelligence to support research in life sciences, chemical sciences, and materials sciences. It develops AI-driven tools and autonomous labs to improve research efficiency and facilitate scientific discoveries. The platform is designed to enhance various aspects of the scientific method and contribute to advancements in technology and innovation.",2023,200000000.0,1,2025-03-10,200000000.0,Cambridge,Massachusetts,United States,General Catalyst|Flagship Pioneering|Modi Ventures|March Capital|Abu Dhabi Investment Authority,Molly Gibson|Noubar Afeyan,175,"""AI-Driven Research Tools for Life Sciences Innovation""",https://www.lila.ai/,https://www.linkedin.com/company/lila-sciences,Active,1.3,11.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Lindy,"Lindy is an AI employee that can help with all your tasks, from calendar management and email drafting to sales, customer success, document processing and beyond.",2023,49900000.0,3,2023-01-05,35000000.0,San Francisco,California,United States,Menlo Ventures|Coatue|SV Angel|Battery Ventures|GTMfund,Florent Crivello,30,"""AI-Powered Virtual Assistant for Business Productivity""",https://www.lindy.ai/,https://www.linkedin.com/company/lindyai/,Active,15.3,16.5,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Good Driver Mutuality,"Good Driver Mutuality Inc. (GDM) is an innovative company founded by Stanford graduates. We provide a tech-driven, mutual aid program as an alternative to traditional car insurance. Our community-based platform leverages AI to reduce costs and incentivize safe driving, fostering mutual financial support among members for vehicle-related incidents.",2023,40400000.0,1,2021-04-25,40400000.0,El Monte,California,United States,Ribbit Capital|Hedosophia,,75,"""AI-Driven Mutual Aid for Automotive Insurance""",https://www.gooddriver.ai/,https://www.linkedin.com/company/good-driver-mutuality-inc/,Active,4.0,15.1,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Daydream,"Daydream focuses on providing personalized shopping results through generative AI, machine learning, and computer vision.",2023,50000000.0,1,2024-06-20,50000000.0,San Francisco,California,United States,Alumni Ventures|Forerunner|Index Ventures|True Ventures|Google Ventures,Dan Cary|Julie Bornstein|Lisa Yamner Green|Matt Fisher|Richard Kim,30,"""Personalized AI Shopping Solutions for Fashion Retail""",https://daydream.ing/,https://www.linkedin.com/company/daydream-ing,Active,1.2,29.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Voltage Park,Voltage Park provides infrastructure for machine learning. singular focus provides unparalleled performance for training and fine tuning of large ML models.,2023,500000000.0,1,2023-10-30,500000000.0,Berkeley,California,United States,,,75,"""High-Performance Machine Learning Infrastructure Solutions""",https://voltagepark.com/,https://www.linkedin.com/company/voltage-park/about/,Active,35.4,28.3,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Jump,"Jump is an AI-powered assistant that redefines how wealth advisors manage their client interactions and compliance tasks. Created to turn conversations into actionable tasks, comprehensive notes, and compliance records, Jump offers a complete solution for advisors seeking efficiency and accuracy in their daily operations.",2023,29174985.0,2,2025-02-03,24574985.0,Salt Lake City,Utah,United States,Battery Ventures|Sorenson Capital|Citi Ventures|Pelion Venture Partners|Element Ventures,Adam Kirk|Parker Ence|Tim Chaves,30,"""AI-Driven Wealth Management Compliance Solutions""",https://jumpapp.com/,https://www.linkedin.com/company/jump-app-ai/,Active,3.68,24.5,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Argon AI,"Argon AI is a platform that allows biopharmacy and life sciences experts to conduct complicated, data-driven operations using natural language. Argon AI helps professionals acquire detailed answers to inquiries about clinical trials, existing medicines, the healthcare landscape, and the competitive market in minutes, not months.",2023,11515000.0,3,2025-07-02,5500000.0,New York,New York,United States,Y Combinator|Pioneer Fund|Crosslink Capital|Wireframe Ventures|Eight Capital,Cyrus Jia|Samy Danesh,5,"""AI-Driven Biopharmaceutical Research and Insights Platform""",https://www.argon-ai.com/,https://www.linkedin.com/company/argon-ai/about/?viewAsMember=true,Active,1.5,29.7,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Odyssey,"Odyssey operates as an AI start-up, provides hollywood-grade visual AI.",2023,27000000.0,2,2024-11-13,18000000.0,Palo Alto,California,United States,EQT Ventures|DCVC|Air Street Capital|Guillermo Rauch|Google Ventures,Jeff Hawke|Oliver Cameron,30,"""AI-Driven Visual Effects for Film and Media""",https://odyssey.world/,https://www.linkedin.com/company/odysseyml,Active,1.6,19.6,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
