Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,operating status,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
Equal Parts,Equal Parts builds next-generation insurance agency. Equal Parts deploy AI tools to ingest data and provide insights that can assist with cross-selling and upselling.,2025,10000000.0,1,2025-04-01,10000000.0,Austin,Texas,United States,Equal Ventures|Max Ventures,Graham Yennie|Michael Witte|Mike Meller,5,"""AI-Driven InsurTech for Enhanced Insurance Insights""",https://www.equalparts.ai/,https://www.linkedin.com/company/equalparts/,Active,19.06,26.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
TectoAI,"The future of organizations will comprise human workforce and AI employees. Tecto will help companies accelerate hiring AI employees, but with diligence!  - Discovers the AI employees for your workflows  - Evaluates them with structured ""resumes"" (app evals)  - Monitors behavior post “hiring” (deployment)  - And stays ahead of regulatory change and real-world incidents",2025,800000.0,1,2025-04-20,800000.0,San Francisco,California,United States,Y Combinator,Niosha Afsharikia|Roksana Baleshzar,5,"""AI Workforce Integration and Compliance Solutions""",https://www.tecto.ai/,https://www.linkedin.com/company/tectoai,Active,5.5,19.6,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Interfere,The self-healing layer of the internet,2025,1700000.0,1,2025-07-01,1700000.0,San Francisco,California,United States,Y Combinator|Otherwise Fund|Soleio ‎‏‏‎ ‎‎ ‎|Worldbuild,Luke Shiels,5,"""AI-Driven Internet Resilience and Security Solutions""",https://interfere.com/,https://www.linkedin.com/company/interfere-inc/,Active,9.6,11.8,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Eytrix,"Eytrix enables governments and enterprises to query their security camera systems with ease, using natural language to search past footage (“Find a man with a blue backpack”), set up intelligent alerts (“Alert me if someone climbs over the wall”), and extract meaningful data from video streams (“How many vehicles entered yesterday?”)—all through a seamless, AI-powered interface.",2025,29000000.0,2,2025-05-08,26000000.0,Pasadena,California,United States,General Catalyst|Sequoia Capital|Y Combinator|Lux Capital|DCVC,Erdem Hacisalihoglu|Ethan Lee,30,"""AI-Driven Video Surveillance Analytics Solutions""",https://eytrix.com/,https://www.linkedin.com/company/eytrix/,Active,20.75,33.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Collate,"Collate creates and streamlines documentation for drug development, medical device, and diagnostic companies from concept to market using artificial intelligence. They produce accurate documentation for the life sciences industry, which speeds up innovations that can save lives.",2025,30000000.0,1,2025-01-19,30000000.0,San Francisco,California,United States,Y Combinator|First Round Capital|Redpoint|Conviction Embed,Nate Smith|Surbhi Sarna,5,"""AI-Driven Documentation Solutions for Life Sciences""",https://collate.com/,https://www.linkedin.com/company/collate-software,Active,0.98,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Andus Labs,Andus Labs is a tech company that offers s a generative development studio for AI.,2025,3170000.0,1,2025-07-08,3170000.0,New York,New York,United States,,Chris Perry,5,"""Generative AI Development Studio for Innovative Solutions""",https://www.anduslabs.com/,https://www.linkedin.com/company/anduslabs/,Active,37.89,44.2,4.5,25,growth,0.85,4.5,4.0,2.1,4.0
ShiftUp,"ShiftUp is a SaaS company that offers an intelligent AI automation platform orchestrates end-to-end sales workflows,",2025,644998.0,1,2025-07-14,644998.0,Phoenix,Arizona,United States,,Ken Valla|Nick Valla|Ryan Adamson,5,"""AI-Driven Sales Workflow Automation Platform""",https://shiftupai.com/,https://www.linkedin.com/company/shiftupai/,Active,16.0,16.6,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Argus Systems,Argus Systems builds data and evaluation infrastructure for robotics and physical AI,2025,3000000.0,3,2025-06-23,3000000.0,San Francisco,California,United States,Norwest Venture Partners|Harvard Business School|Maple VC|VetsInTech,Lisa Yan,5,"""Robotics Data Infrastructure and Evaluation Solutions""",https://argus.systems/,https://www.linkedin.com/company/the-argus-systems/,Active,15.5,21.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Ravical,Ravical assist expert firms in embracing the AI-first future.,2025,8270896.0,1,2025-05-21,8270896.0,Belgium,Wisconsin,United States,Lakestar,,30,"""AI Solutions for Legal and Insurance Industries""",https://ravical.com/,https://www.linkedin.com/company/ravical/,Active,2.48,20.2,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
H3Tech,"The company's experience and services touch all points of the clinician, patient, administration and technology experience. We work with companies across the healthcare landscape - HealthTech companies, providers, payers, life sciences and investors - to improve and accelerate efficiencies and health outcomes. And the H3T team has delivered custom software and AI solutions across all platforms and technologies for some of the most recognized brands in Healthcare. We engage with healthcare clients in multiple ways, from full project outsourcing (where we deliver secure, scalable solutions on time and within budget) to dedicated teams and staff augmentation (where we provide top talent under our or your direction) to C-level consulting from some of the most experienced leaders in the Health Tech industry.",2025,5000000.0,1,2025-01-01,5000000.0,Atlanta,Georgia,United States,,,75,"""AI-Driven Healthcare Software Solutions and Consulting""",https://www.h3t.co/,https://www.linkedin.com/company/h3tech/,Active,36.96,36.83,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Novaflow,Novaflow is an AI-powered bioinformatics platform that lets life-science researchers upload raw sequencing data and get publication-ready plots in minutes instead of weeks—no code or bioinformatics team required.,2025,500000.0,1,2025-07-15,500000.0,San Francisco,California,United States,Y Combinator,,5,"""AI-Driven Bioinformatics Data Analysis Platform""",https://www.novaflowapp.com/,https://www.linkedin.com/company/novaflow-ai/,Active,6.18,43.8,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
General Reasoning,General Reasoning is building universal intelligence,2025,10904992.0,1,2025-07-11,10904992.0,San Francisco,California,United States,,Chengxi Taylor|Kip Parker|Ross Taylor|Thomas Grady,5,"""Universal Intelligence Solutions for Generative AI Applications""",https://gr.inc/,https://www.linkedin.com/company/general-reasoning/,Active,0.39,35.9,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Nia,Nia is an AI platform building the next generation of autonomous engineering agents and redefining how developers interact with their codebase.,2025,1500000.0,1,2025-05-07,1500000.0,San Francisco,California,United States,Y Combinator|LocalGlobe|Artificial Societies|Heroic Ventures|Ventures Together,Arlan Rakhmetzhanov,5,"""Generative AI for Autonomous Software Development""",https://www.trynia.ai/,https://www.linkedin.com/company/nozomiolabs/,Active,0.69,38.7,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Heyboss,"AI engineer for non-coders, backed by OpenAI. Get your personal AI engineer to build apps, websites and games without you writing any code.",2025,3500000.0,1,2024-08-01,3500000.0,Palo Alto,California,United States,Pear VC|Amazon Alexa Fund|OpenAI Startup Fund|Charge Ventures|Andrew Tan,Xiaoyin Qu,30,"""AI Development Tools for Non-Technical Users""",https://www.heyboss.ai/,https://www.linkedin.com/company/heybossai,Active,56.6,24.8,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Nekuda.ai,"Nekuda.ai is a secure payments SDK that enables AI and software agents to autonomously make real online payments on behalf of users or businesses. It provides secure storage and injection of payment credentials, instant user authorization through transparent agentic mandates, and built-in compliance and trust guardrails. This infrastructure bridges the gap between human oversight and autonomous agent-driven commerce, allowing seamless, user-approved transactions in consumer and business use cases",2025,5000000.0,1,2025-05-14,5000000.0,New York,New York,United States,Madrona Venture Labs|Visa Ventures|American Express Ventures|Paul Klein IV|Shyamal Hitesh Anadkat,Ayal Karmi,5,"""Autonomous AI Payment Processing Solutions""",https://nekuda.ai/,https://www.linkedin.com/company/nekuda,Active,26.5,23.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
hud,hud is an evaluations platform for computer use agents across diverse environments and tasks.,2025,500000.0,1,2025-03-12,500000.0,San Francisco,California,United States,Y Combinator|Pioneer Fund|Rebel Fund,Jay Ram|Lorenss Martinsons|Parth Patel,5,"""AI-Driven Evaluation Platform for Computer Agents""",https://www.hud.so/,https://www.linkedin.com/company/hud-ai/,Active,15.5,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
ChatBlu,AI E-Commerce Inventory Management Agent,2025,500000.0,1,2025-06-27,500000.0,Dover,Delaware,United States,Matador Ventures Capital|LLC,,5,"""AI-Driven E-Commerce Inventory Optimization Solutions""",https://chatblu-ai.com/,https://www.linkedin.com/company/chatblu-ai/,Active,7.7,33.4,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
ElastixAI,ElastixAI is developing an AI inference platform designed to optimize how large language models are run.,2025,16000000.0,1,2025-05-14,16000000.0,Seattle,Washington,United States,Liquid 2 Ventures|Tyche Partners|DNX Ventures|FUSE|Catapult Ventures,,,"""AI Inference Optimization for Large Language Models""",https://www.elastix.ai/,,Active,106.15,19.2,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Happyverse,"Backed by Village Global, Jeff Dean and other notable angels, Happyverse is developing smart & emotionally aware digital Confidants to support humans across work and life.",2025,2000000.0,1,2025-04-10,2000000.0,San Francisco,California,United States,Village Global|Jeff Dean|Henry Shi|inVest Ventures|Mei AGI,Max Sapo,5,"""AI-Driven Emotional Support Digital Companions""",https://happyverse.ai/,https://linkedin.com/company/happyverse,Active,28.2,30.8,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
HireCade,"HireCade is an AI-recruiter that conducts the early-stage interview process(Resume review, Voice & Video Interviews) non-stop all day long. You'll only receive prescreened, high-quality candidates, saving you time and helping you find the right talent faster.",2025,250000.0,1,2025-02-11,250000.0,Palo Alto,California,United States,Indeed,,30,"""AI-Driven Recruitment Automation Solutions""",https://hirecade.com/,https://www.linkedin.com/company/hirecade/,Active,0.65,7.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Tzafon,"Tzafon's vision is to broaden the lightcone of awareness by pushing the boundaries of machine intelligence, striving to extend the frontier of what intelligent systems can perceive, understand, and contribute.",2025,4000000.0,1,2025-04-21,4000000.0,San Francisco,California,United States,Kakao Ventures|Streamlined Ventures,,30,"""Advanced Machine Intelligence for Enhanced Decision-Making""",https://www.tzafon.ai/,https://www.linkedin.com/company/tzafon/,Active,294.16,29.2,4.2,2049,unknown,0.85,4.5,4.0,0.2,4.0
ORO AI,"ORO facilitates the transformation of data into advanced forms of intelligence, representing the next generation of analytical capabilities.",2025,6000000.0,1,2025-04-16,6000000.0,New York,New York,United States,NEAR|a16z crypto|0G|Orange DAO|Delphi Ventures,,75,"""AI-Driven Business Intelligence and Data Analytics Solutions""",https://www.getoro.xyz/,https://www.linkedin.com/company/oro-ai-xyz/,Active,47.48,13.74,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Virtual Scale,"Virtual Scale is an automation platform that delivers an infinite workforce of AI employees who speak, type, and build client profiles from every interaction. Our mission is to enable businesses to scale beyond human limits.",2025,500000.0,2,2025-03-25,375000.0,Miami,Florida,United States,Ricardo Gonzalez,Juan Pablo Sanchez Lorenzo|Patrick Menendez,5,"""AI-Driven Workforce Automation Solutions""",https://www.virtualscale.com/,https://www.linkedin.com/company/virtualscaleinc,Active,15.5,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
mAI Edge,"Built for large scale enterprises and international brands, mAI Edge is model-agnostic, packaging a semi-agentic engine in a web-based interface designed to automate campaign-ready advertising: fast, at scale, and always on-brand. Here lies mAI Edge's core differentiator: on-brand fine-tuning, or, how to systematize the allignment of GenAI outputs to each brand’s visual codes, tone of voice, and campaign context.",2025,176700.0,1,2025-06-06,176700.0,Newark,Delaware,United States,Gluon Syndicate,Jeremie Bertolino|Jevgenij Blagonravov|Josef Duda|Mathieu Zylberait,5,"""Generative AI Marketing Automation for Brand Consistency""",https://maiedge.eu/,https://www.linkedin.com/company/mai-edge/,Active,66.9,33.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Headstaart,"Headstaart is a next-generation, AI-powered SaaS platform revolutionizing startup fundraising and business acquisition through intelligent matchmaking, automation, and verified infrastructure. Operating at the intersection of VentureTech, DealFlow Automation, and LegalTech, Headstaart unites student founders, entrepreneurs, investors, and business agents in a single streamlined ecosystem built for outcomes—not noise. Entrepreneurs can generate investor-grade pitch decks in minutes using AI, list their ventures for equity sale or full acquisition, and access ready-to-use legal documentation. Verified investors leverage advanced filters—such as geography, founder type, or industry—and gain trust signals through fund verification. Business agents access a robust dashboard with lead insights, deal flow visibility, and monetization tools, including platform-verified credentials and commission-based opportunities. Built on principles of Account-Based Matching, Startup Infrastructure SaaS, and Business Brokerage-as-a-Service, Headstaart replaces fragmented outreach with structured, AI-enhanced workflows for faster, smarter, and compliant transactions. Positioned as the Zillow for startups, Headstaart isn’t just eliminating friction—it’s systematizing how early-stage ventures get discovered, evaluated, and funded.",2025,200000.0,1,2025-06-24,200000.0,Roselle,New Jersey,United States,,Sapna Rajput,30,"""AI-Driven Startup Fundraising and Business Acquisition Platform""",https://www.headstaart.com/,https://www.linkedin.com/company/headstaart,Active,15.5,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Frekil,"AI is transforming healthcare, but the biggest bottleneck remains—annotating medical images with speed, accuracy, and scale. Frekil eliminates this roadblock. Frekil helps healthcare AI teams, medical device companies, and pharmaceutical companies annotate medical images like X-rays, CTs, MRIs, etc., efficiently for AI training, clinical trials, and FDA approvals. Our AI-assisted platform speeds up annotation 5x while maintaining high accuracy through real-time quality control, consensus checks, and advanced 3D visualization. We also provide tools to track annotator performance, build custom workflows, and increase labeling accuracy. By combining efficiency with precision, Frekil enables teams to build high-quality datasets much faster, supporting the development and deployment of reliable medical AI and clinical research solutions.",2025,500000.0,1,2025-04-11,500000.0,San Francisco,California,United States,Y Combinator,Nikhil Tiwari|Shivesh Gupta,5,"""AI-Driven Medical Image Annotation Solutions""",https://www.frekil.com/,https://www.linkedin.com/company/frekil,Active,0.5,15.0,4.0,25,unknown,0.85,4.5,4.0,2.1,4.0
Tendersight,AI OS for Government Contracting,2025,1000000.0,1,2025-06-12,1000000.0,San Francisco,California,United States,,Andrei-Dragoș Pătrașcu|Călin Marin,5,"""AI-Driven Government Contracting Solutions Platform""",https://tendersight.ai/,https://www.linkedin.com/company/tendersight,Active,15.5,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Mahalo Software,Mahalo Software delivers Product Ownership Experiences.,2025,2600000.0,1,2025-06-24,2600000.0,Chicago,Illinois,United States,Bridge Venture Fund|Motivate Venture Capital|Diagram Ventures,Lars Bowlin|Nadim El-Asmar|Robert Lowe,5,"""AI-Driven Product Management Software Solutions""",https://www.getmahalo.com/,https://www.linkedin.com/company/getmahalo/about/,Active,0.933,42.3,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
talkingly ai,Talkingly ai is a generative AI company that is positioned to make the web conversational. The company is dedicated to developing cutting-edge AI technology to create natural and engaging conversations between humans and machines.,2025,13500000.0,1,2025-02-25,13500000.0,Fremont,California,United States,,Rahul Agrawal|Sanchali sharma|Yadavinder Singh Gill,5,"""Conversational AI for Human-Machine Interaction""",https://www.talkingly.ai/,https://www.linkedin.com/company/talkingly-ai/,Active,14.29,23.7,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Axal,"Axal decreases the risk of modernization by automating the identification of technical debt and prioritizing refactoring opportunities based on business goals.  We provide observability to analyze monolithic dependencies, isolate tightly coupled domains, and plan phased modernization using the Strangler Fig approach.  Axal accelerates timelines and reduces costs with actionable roadmaps, clear progress visualizations, and measurable milestones that align stakeholders and drive team efficiency.",2025,500000.0,1,2025-01-01,500000.0,San Francisco,California,United States,Y Combinator,Nand Vinchhi|Samai Patel,5,"""AI-Driven Technical Debt Management Solutions""",https://www.axal.ai/,https://www.linkedin.com/company/axalai/?viewAsMember=true,Active,15.5,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
LightXcelerate,"Photonics empowers the next computing paradigm, unlocking unprecedented possibilities for artificial intelligence.",2025,1950000.0,1,2025-06-25,1950000.0,Palo Alto,California,United States,,,,"""Photonics-Driven AI Computing Solutions""",https://lightxcelerate.com/,,Active,17.93,20.7,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
lans,Lans is a San Francisco-based company creating real-life mobility sync for the AI-native worklife.,2025,175000.0,1,2024-07-07,175000.0,San Francisco,California,United States,,Furkan Oz|Tahsin Aktas,5,"""AI-Driven Workplace Mobility Solutions Marketplace""",https://www.lans.app/,https://www.linkedin.com/company/lansinc,Active,303.12,38.7,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Clarifeye,Clarifeye is a software development company that offers an augmented reality-based surgical navigation tool.,2025,3662759.0,1,2025-03-21,3662759.0,Dover,Delaware,United States,,Mathieu Grisolia,5,"""Augmented Reality Surgical Navigation Software Solutions""",https://www.clarifeye.ai/,https://www.linkedin.com/company/clarifeyeai/,Active,1.5,5.0,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
CareSwift,"Careswift delivers AI-powered documentation solutions for EMS regulatory compliance. Our platform validates documentation against medical necessity criteria, reducing compliance risks while optimizing reimbursement. Agencies achieve improved claim acceptance rates, decreased denials, and faster payments while maintaining adherence to healthcare regulations and payer requirements. CareSwift combines technology innovation with revenue cycle optimization for emergency medical services reimbursement.",2025,500000.0,1,2025-05-22,500000.0,New York,New York,United States,Y Combinator,Brian Weigand|John Mussalli|Jonathan Zero,5,"""AI-Driven EMS Documentation Compliance Solutions""",https://careswift.com/,https://www.linkedin.com/company/careswift,Active,1.5,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Terracotta AI,"We help infrastructure teams accelerate Infrastructure as Code deployments from days to minutes with AI-powered Infra as Code PR reviews. Our AI IaC PR reviews give your team complete visibility and contextual feedback on what real-time changes, risks, and issues will occur in your IaC deployment pipeline. Before you deploy, Terracotta comments on every IaC PR created, detecting and fixing drift, misconfigurations, security vulnerabilities, blast radius, and more.",2025,2700000.0,2,2025-01-01,2000000.0,San Francisco,California,United States,Y Combinator|Ambush Capital,Carlos Feliciano|Casey Wilcox,5,"""AI-Driven Infrastructure as Code Optimization Solutions""",https://tryterracotta.com/,https://www.linkedin.com/company/tryterracotta,Active,0.91,20.3,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
EliotNest,"EliotNest combines AI, data, and investigative expertise to build products that revolutionize the way the government fights fraud.",2025,8999999.0,1,2025-04-15,8999999.0,New City,New York,United States,,Auren Hoffman,5,"""AI-Driven Fraud Detection Solutions for Government Agencies""",https://eliotnest.com/,https://www.linkedin.com/company/eliotnest/,Active,14.7,18.1,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Dipp AI Technologies,"Dipp AI is the research and product company building the orchestration layer for superintelligent multi-agent enterprise systems. Current AI tools like chatbots and copilots operate in silos, lack coordination, and offer little to no real-time oversight — making them fundamentally unfit for the complex, high-stakes, role-based workflows in regulated industries like healthcare, finance, insurance, and government. This results in inefficiencies, risks, and a failure to scale AI beyond narrow, single-point tasks. Dipp AI is building the human-AI interaction platform for orchestrating superintelligent multi-agent systems across complex mission-critical enterprise workflows in industries like healthcare, insurance, finance and government. More specifically, we’re building a platform with three core components: Agent Mesh Orchestration Engine A coordination layer that enables multiple AI agents—each with specific roles, permissions, and specializations—to collaborate on complex tasks. These agents can reason, delegate, and escalate across systems, breaking beyond the limits of single-agent copilots. Role-Based Directive Interface A structured UI and API layer that allows human experts in any function—clinical, financial, operational—to issue directives to the agent mesh in natural or formal language. This supports dynamic collaboration, not just static task automation. Real-Time Oversight and Governance Layer A virtualization and feedback interface that lets humans supervise, intervene, and audit agent decisions in real time. This layer enforces accountability, traceability, and compliance—critical for regulated industries. Together, these components form a unified platform for deploying safe, scalable, and auditable AI systems in domains where workflows are too complex and sensitive for copilots alone.",2025,1200000.0,1,2025-03-17,1200000.0,Seattle,Washington,United States,,Odero Otieno,5,"""AI-Driven Multi-Agent Workflow Orchestration Platform""",https://dippai.com/,https://www.linkedin.com/company/dipp-ai,Active,11.47,23.0,4.5,25,growth,0.85,4.5,4.0,2.1,4.0
Contrario,Contrario is an entirely autonomous recruiting agency that operates on the basis of advanced artificial intelligence technology.,2025,500000.0,1,2025-03-12,500000.0,San Francisco,California,United States,Y Combinator,Aditya Sood|Arya Marwaha,5,"""AI-Driven Autonomous Recruiting Solutions""",https://www.contrario.ai/,https://www.linkedin.com/company/contrario-ai/,Active,0.66,7.3,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
rPotential,rPotential is a technology company that optimizes workforce configurations between humans and digital workers.,2025,5500000.0,1,2025-06-03,5500000.0,San Francisco,California,United States,,,5,"""AI-Driven Workforce Optimization Solutions""",https://rpotential.ai/,https://www.linkedin.com/company/rpotentialai/,Active,10.9,12.7,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
