Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,operating status,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
FINESSE,"FINESSE is a vertically integrated fashion house that leverages AI on big data and community feedback to predict trends, forecast demands,  and optimize distribution.  The company was founded in 2019 and is headquartered in Los Angeles, California.",2019,44875000.0,3,2023-07-01,40000000.0,Los Angeles,California,United States,Cherry Ventures|MaC Venture Capital|TQ Ventures|Mango Capital|SGH CAPITAL,Alice Hau|Ramin Ahmari,30,"""AI-Driven Fashion Trend Forecasting Solutions""",https://www.finesse.us/,https://www.linkedin.com/company/finesseus/,Active,1.5,20.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Nayya,"At Nayya, we believe there’s a better way to choose and use benefits. A more transparent, less confusing way for employees to control their health and financial potential. Powered by billions of data points and machine learning, our benefits experience platform delivers personalized decision support and guidance during open enrollment, new employee onboarding, qualifying life events, and in the moments that matter all year round. This is one of the most stressful and challenging situations consumers face – and we see that as an opportunity to build an innovative response that can help millions of Americans possess the control and understanding they deserve. Join the consumers and their employers that are now living with more peace and confidence at Nayya.com.",2019,105700000.0,6,2024-08-08,,New York,New York,United States,Felicis|ICONIQ Growth|Transformation Capital|Workday Ventures|SemperVirens Venture Capital,Akash Magoon|Aman Magoon|Sina Chehrazi,175,"""AI-Driven Employee Benefits Decision Support Platform""",http://www.nayya.com/,https://www.linkedin.com/company/nayya,Active,1.0,10.4,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Aviz Networks,"Aviz Networks is enabling SONiC deployments in Data Center & Edge Networks by delivering platform and ASIC agnostic applications for Network Orchestration, Monitoring, and Enterprise Grade Support. Our vision is to drive open-source networking via disaggregated cloud-native applications and provide data-driven intelligence for multi-vendor network fabrics.",2019,31000000.0,3,2024-11-21,17000000.0,San Jose,California,United States,Cisco Investments|Celestica|Moment Ventures|AIspace Ventures|Qualcomm Ventures,CB Perumal|Gautam Agrawal|Vishal Shukla,75,"""Open-Source Network Orchestration and Monitoring Solutions""",http://www.aviznetworks.com/,https://www.linkedin.com/company/aviz-networks,Active,4.0,24.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
AiDASH,"AiDASH is making critical infrastructure industries climate resilient and sustainable. Using our satellite-first platform for grid inspection and monitoring, our AI applications enable electric and gas utilities and landowners to transform how they manage and maintain their assets. Our customers deliver ROI in their first year of deployment with reduced costs, improved reliability, and advancements in sustainability goals. AiDASH exists to safeguard critical infrastructure and secure the future of humanAIty™. Learn more at www.aidash.com.",2019,91500000.0,4,2024-01-23,58500000.0,Palo Alto,California,United States,SE Ventures|Lightrock|National Grid Partners (NGP)|G2 Venture Partners|Benhamou Global Ventures,Abhishek Vinod Singh|Nitin Das|Rahul Saxena,375,"""AI-Driven Infrastructure Monitoring and Management Solutions""",https://www.aidash.com/,https://www.linkedin.com/company/aidash,Active,8.5,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Strider Technologies,"Strider is a strategic intelligence firm that utilizes artificial intelligence to convert publicly available data into vital insights. The company helps organizations secure and advance their technology and innovation. Strider focuses on identifying and mitigating risks associated with state-sponsored intellectual property (IP) theft, targeted talent acquisition, and supply chain vulnerabilities.",2019,112000000.0,4,2024-09-12,55000000.0,Salt Lake City,Utah,United States,Valor Equity Partners|AVP|Pelion Venture Partners|Koch Disruptive Technologies|Cyfr Capital,Greg Levesque|Michael Brown,175,"""AI-Driven Strategic Intelligence for Risk Mitigation""",https://www.striderintel.com/,https://www.linkedin.com/company/teamstrider,Active,14.7,29.2,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Infinite Reality,"Infinite Reality (iR) helps clients with audiences develop immersive experiences that maximize the value between audiences, creators, and brands. iR powered virtual experiences enable brands and creators to fully control the ways in which they distribute content, engage audiences, commercialize their creations, and communicate with their communities. With deep expertise in Hollywood production, iR develops world-class Metaverse experiences that redefine the possibilities in connected digital environments. Services and Advisory teams manage, design, and oversee custom builds, leveraging the Technology team’s platform development excellence. Entertainment and Content Creation divisions produce breathtaking original content and live events from iR's 150,000 sq. ft. Los Angeles studio. iR’s Agency attracts, cultivates, and builds client audiences while iR’s digitally native brands, including championship esports organizations Rogue and the London Royal Ravens and premier influencer management agency TalentX Entertainment, increase awareness and adoption of Web3 opportunities.",2019,3350000000.0,2,2025-01-08,3000000000.0,Norwalk,Connecticut,United States,Lux Capital|Creative Artists Agency|Courtside Ventures|Liberty Media|Lerer Hippeau,Amish Shah|Elliott Jobe|John Acunto|Rodric David|Sean Cross,375,"""Metaverse Experience Creation and Audience Engagement Solutions""",https://theinfinitereality.com/,https://www.linkedin.com/company/theinfinitereality,Active,3.0,25.0,3.5,25,growth,0.85,4.0,3.5,1.5,3.8
CodaMetrix,"CodaMetrix is a creator of an AI-powered platform for healthcare revenue cycle management and medical coding. The company's platform combines machine learning, deep learning, and natural language processing to automatically, accurately, and autonomously translate clinical notes into billing and diagnostic codes that satisfy coding requirements while reducing human coding workload, allowing clinicians to improve efficiency and optimize medical coding quality.",2019,95000000.0,2,2024-03-12,40000000.0,Boston,Massachusetts,United States,SignalFire|Frist Cressey Ventures|Transformation Capital|Mass General Brigham|Martin Ventures,Hamid Tabatabaie|Michael Mercurio,175,"""AI-Driven Healthcare Revenue Cycle Management Solutions""",https://www.codametrix.com/,https://www.linkedin.com/company/codametrix,Active,11.5,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Beep,"Beep is an autonomous mobility solution company that delivers transportation utilizing driverless, electric, multi-passenger vehicles. It specializes in planning, deploying, and managing advanced autonomous shuttles in both public and private communities seeking to more safely connect people, places, and services in first-mile, last-mile mobility networks within controlled speed areas.  The company aims to enable mobility for all with the services they provide. Beep also leverages the data and learnings from each live deployment to produce vehicle agnostic, edge solutions that are advancing the safety, access, artificial intelligence, and driverless operating capabilities of autonomous platforms thus advancing the use of these new, innovative, environmentally-friendly transportation solutions.",2019,97744622.0,3,2025-04-10,52744622.0,Orlando,Florida,United States,ABS Capital Partners|Intel Capital|Blue Lagoon Capital|TDF Ventures|BLH Venture Partners,Joe Moye,175,"""Autonomous Electric Shuttle Mobility Solutions""",https://ridebeep.com/,https://www.linkedin.com/company/beepavsolutions/,Active,0.2,25.0,3.5,20,growth,0.85,4.0,3.5,1.5,3.8
Tractian,"Tractian provides asset management and monitoring solutions. It offers tools for data collection and analysis to track asset performance and condition. The system integrates with sensors and devices for predictive maintenance. Tractian serves sectors including manufacturing, logistics, and energy.",2019,183700000.0,5,2024-12-05,120000000.0,Atlanta,Georgia,United States,General Catalyst|Y Combinator|Sapphire Ventures|NGP Capital|Liquid 2 Ventures,Gabriel Lameirinhas|Igor Marinelli|Leonardo Vieira,375,"""Predictive Maintenance Solutions for Industrial Asset Management""",https://tractian.com/,https://www.linkedin.com/company/get-tractian,Active,7.5,10.0,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Pinecone,"Pinecone develops a vector database that makes it easy to connect company data with generative AI models. It combines vector search libraries, features such as filtering, and distribution infrastructure to provide reliability at any scale.",2019,138000000.0,4,2023-11-01,,New York,New York,United States,Andreessen Horowitz|Menlo Ventures|ICONIQ Growth|Wing Venture Capital|Tiger Global Management,Edo Liberty,175,"""Generative AI Vector Database Solutions""",https://www.pinecone.io/,https://www.linkedin.com/company/pinecone-io,Active,0.05,25.0,2.5,10,unknown,0.85,3.0,2.5,0.15,2.8
Moises,"Moises is an audio-tech company that leverages machine learning and data science in relation to music and audio processing. It offers musicians and producers a suite of AI tools such as audio separation, pitch/beats/chord detection, metronome, tempo changer, and mastering.",2019,40425707.0,3,2025-05-12,29999998.0,Salt Lake City,Utah,United States,Norwest Venture Partners|Alumni Ventures|Goodwater Capital|Index Ventures|Kickstart,Eddie Hsu|Geraldo Ramos|Jardson Almeida,175,"""AI-Driven Music Production and Audio Processing Tools""",https://moises.ai/,https://www.linkedin.com/company/43368220,Active,3.0,25.8,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
MatrixSpace,"MatrixSpace products allow customers to detect more and decide faster, in any type of outdoor environment. Our AI sensing can go anywhere, no cloud required.",2019,40100000.0,2,2023-06-07,30000000.0,Burlington,Massachusetts,United States,Intel Capital|Raptor Group,Gregory Waters|Jose Martinez Lorenzo,75,"""AI-Driven Outdoor Environmental Sensing Solutions""",https://matrixspace.com/,https://www.linkedin.com/company/matrixspaceai,Active,2.5,20.0,3.8,20,growth,0.85,4.2,3.8,1.5,3.9
WhyLabs,"WhyLabs, Inc. (www.whylabs.ai / @whylabs) enables teams to harness the power of AI with precision and control. From Fortune 100 companies to AI-first startups, teams have adopted WhyLabs’ tools to secure and monitor real-time predictive and generative AI applications. WhyLabs’ open-source tools and SaaS observability platform surface bad actors, bias, hallucinations, performance decay, data drift, and data quality issues. With WhyLabs, teams reduce manual operations by over 80% and cut down time-to-resolution of AI incidents by 20x. The company is funded by Andrew Ng’s AI Fund, Madrona Venture Group, Defy Partners, and Bezos Expeditions. WhyLabs was incubated at the Allen Institute for Artificial Intelligence (AI2) by Amazon Machine Learning alums.",2019,14000000.0,2,2021-11-04,10000000.0,Seattle,Washington,United States,Madrona|Ascend|Defy.vc|AI Fund|Allen Institute for Artificial Intelligence,Alessya Visnjic|Andy Dang|Maria Karaivanova|Sam Gracie,30,"""AI Observability and Monitoring Solutions for Enterprises""",https://whylabs.ai/,https://www.linkedin.com/company/whylabsai/,Active,1.0,20.0,3.5,20,growth,0.85,4.0,3.5,1.0,3.8
Eleos Health,Eleos Health provides automated health tech solutions that accelerate clinicians’ decision-making via an AI-powered Speech-to-Insights system to ensure the provision of personalized and time and cost-effective care.,2019,128000000.0,6,2025-01-22,60000000.0,Boston,Massachusetts,United States,Menlo Ventures|Gaingels|Samsung NEXT|MassChallenge|Greenfield Partners,Alon Joffe|Alon Rabinovich|Dror Zaide|Shiri Sadeh-Sharvit,175,"""AI-Driven Mental Health Decision Support Solutions""",https://www.eleos.health/,https://www.linkedin.com/company/eleoshealth,Active,0.5,24.0,3.5,15,growth,0.85,4.0,3.5,0.5,3.8
BlueHalo,BlueHalo manufactures advanced engineering products for the national security industry. The company specializes training and simulation and technical expertise from research and development through deployment to address the complex challenges of clients critical missions.,2019,723160139.0,1,2024-03-18,723160139.0,Arlington,Virginia,United States,,Steve Hill,3000,"""Advanced Defense Simulation and Training Solutions""",https://www.bluehalo.com/,https://www.linkedin.com/company/bluehalollc,Active,10.0,7.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Alto Neuroscience,"Alto Neuroscience is a clinical-stage biopharmaceutical company that integrates the biology of the patient into drug development to improve the lives of people with mental health conditions. Through its AI-enabled biomarker platform, Alto Neuroscience combines rich sources of information on patients’ brain activity and behavior to rapidly develop highly-effective medicines for targeted populations. Alto Neuroscience aims to replace today's trial-and-error clinical approach by aligning the right Alto drug with the right patient, redefining psychiatry at a time when the world needs it most.",2019,239261815.0,10,2023-11-27,59261815.0,Los Altos,California,United States,Gaingels|Valor Equity Partners|Franklin Templeton|Eli Lilly|PsyMed Ventures,Amit Etkin|Dan Segal|Wei Wu,75,"""AI-Driven Precision Psychiatry Solutions""",https://www.altoneuroscience.com/,https://www.linkedin.com/company/altoneuroscience,Active,0.55,17.3,3.8,25,growth,0.85,4.3,3.9,0.5,3.7
Kintsugi,"Kintsugi is developing novel voice biomarker software to detect signs of depression and anxiety from short clips of free form speech. Awarded multiple distinctions for AI technology and recently named one of Forbes’ Top 50 AI companies to watch in 2022, Kintsugi helps to close mental health care gaps across risk-bearing health systems, ultimately saving time and lives.",2019,45875772.0,10,2025-04-30,15000000.0,Berkeley,California,United States,National Science Foundation|Insight Partners|Techstars|Vertex|AngelList,Grace Chang|Rima Seiilova-Olson,30,"""AI-Driven Mental Health Voice Biomarker Solutions""",https://kintsugihealth.com/,https://www.linkedin.com/company/kintsugihealth,Active,0.35,15.0,3.8,20,unknown,0.85,4.2,3.5,0.5,3.7
Butlr,"Butlr is an  AI people-sensing platform using body heat to detect occupancy, headcount, body posture, and activity, and generate accurate, real-time, and historical spatial insights for healthcare and sustainable buildings. Their sensor technology detects human presence anonymously using low-resolution thermal data and advanced AI and machine learning.",2019,75000000.0,7,2025-01-01,7000000.0,Burlingame,California,United States,Founder Collective|500 Global|SOSV|DNX Ventures|E14 Fund,Honghao Deng|Jiani Zeng,75,"""AI-Driven Occupancy Sensing for Smart Buildings""",https://www.butlr.com/,https://www.linkedin.com/company/butlr-io,Active,1.9,9.1,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Ello,"Ello revolutionizes the way children learn to read by combining real books with artificial intelligence technology and, in so doing, gives each child their own expert teacher. Ello uses evidence-based reading instruction to help them when they get stuck and behavioral psychology to motivate them to keep going. The company believes books are the portal to lifelong learning, and when children make a personal connection with a real book their natural, joyful curiosity flourishes.",2019,15450000.0,3,2023-09-07,15000000.0,San Francisco,California,United States,Y Combinator|Goodwater Capital|Khosla Ventures|Reach Capital|Human Capital,Catalin Voss|Elizabeth Adams|Tom Sayer,30,"""AI-Enhanced Children's Reading Education Platform""",https://www.helloello.com/,https://www.linkedin.com/company/elloinc,Active,1.2,32.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
HOPPR,"HOPPR is the leading secure platform for building, refining, and validating AI models for medical imaging applications, giving developers the tools, data, and regulatory readiness to accelerate innovation into clinical practice and improve care globally.   With more medical AI imaging data with known provenance than any other platform, alongside foundation models, fine-tuning tools, and an infrastructure built under a QMS with supporting documentation available to facilitate U.S. regulatory submissions. HOPPR enables transparent, scalable AI workflows built for real-world clinical integration.",2019,31500000.0,1,2025-06-17,31500000.0,Chicago,Illinois,United States,PSG Equity|Greycroft|Morningside|Health2047|Fortitude Ventures,Khan Siddiqui|Robert Bakos,30,"""AI-Driven Medical Imaging Validation Platform""",https://www.hoppr.ai/,https://www.linkedin.com/company/hopprai,Active,0.3,22.4,3.8,25,growth,0.85,4.2,3.8,0.5,3.9
Pano,"Pano offers hardware and software technology solutions for fire professionals to detect threats. Pano provides tools to the government, utilities, insurers, and private landowners in order to mitigate wildfire threats and protect lives, property, and the environment. Pano is a unified enterprise solution that combines cutting-edge hardware, artificial intelligence, and software.",2019,89000000.0,6,2025-06-16,44000000.0,San Francisco,California,United States,Valor Equity Partners|Quiet Capital|Salesforce Ventures|Giant Ventures|Bossa Invest,Sonia Kastner,30,"""AI-Driven Wildfire Detection and Mitigation Solutions""",https://www.pano.ai/,https://www.linkedin.com/company/pano-ai,Active,0.5,15.0,3.8,20,unknown,0.85,4.2,3.5,0.8,3.7
Abacus.AI,"Abacus.AI is an artificial intelligence research and cloud services company that helps organizations design, train, and operationalize machine and deep learning models. It allows organizations to plug and play deep learning systems into their existing customer experiences and business processes. The company was founded in 2019 and is based in San Francisco, California.",2019,90250000.0,4,2021-10-27,50000000.0,San Francisco,California,United States,Khosla Ventures|Index Ventures|Coatue|Tiger Global Management|Decibel Partners,Arvind Sundararajan|Bindu Reddy|Siddartha Naidu,175,"""Cloud-Based AI and Machine Learning Solutions""",https://abacus.ai/,https://www.linkedin.com/company/abacusai/about/,Active,7.0,33.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
d-Matrix,D-Matrix is a computing platform that targets artificial intelligence inferencing workloads in the datacenter. Its mission is to build and deploy the world’s first brain-inspired AI compute engine for a broad class of inferencing workloads in the multi-billion dollar cloud and infrastructure edge markets.,2019,154000000.0,3,2023-09-06,110000000.0,Santa Clara,California,United States,Temasek Holdings|Foothill Ventures|Playground Global|Amino Capital|Industry Ventures,Sid Sheth|Sudeep Bhoja,175,"""AI-Driven Data Center Inferencing Solutions""",https://www.d-matrix.ai/,https://www.linkedin.com/company/d-matrix,Active,5.2,25.0,4.0,20,growth,0.85,4.5,4.2,1.8,4.0
Counterpart,"Counterpart is a management liability platform powered by big data and artificial intelligence that offers a range of insurance products complemented with a suite of services that proactively measure and mitigates exposures. Counterpart was founded in 2019 by Tanner Hackett and is based in Los Angeles, California, United States.",2019,56000000.0,4,2023-05-18,16000000.0,Los Angeles,California,United States,Valor Equity Partners|Felicis|Susa Ventures|Vy Capital,Tanner Hackett,30,"""AI-Driven InsurTech for Management Liability Solutions""",https://www.yourcounterpart.com/,https://www.linkedin.com/company/yourcounterpart/,Active,4.7,11.0,3.8,25,unknown,0.85,4.5,4.0,2.1,4.0
Vanilla,"Vanilla is the world’s first Estate Advisory Platform, purpose-built by advisors and estate professionals to help wealth management firms deliver a holistic, modern estate planning experience to their clients. With Vanilla, advisors, planners, and estate attorneys can deliver differentiated advice, expand their client relationships, win new business, and increase their ongoing value by offering simplified, scalable estate analysis to every client. Learn more about how Vanilla is reinventing the estate planning experience, end-to-end at www.justvanilla.com.",2019,81399977.0,4,2024-08-15,35000000.0,Salt Lake City,Utah,United States,Alumni Ventures|Insight Partners|Venrock|Edward Jones|Vanguard,David Hauser|Steve Lockshin,175,"""AI-Driven Estate Planning Advisory Platform""",https://www.justvanilla.com/,https://www.linkedin.com/company/justvanilla,Active,1.3,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Pearl,"Pearl is an AI-driven company that enhances patient care in dentistry with FDA-cleared AI capable of identifying diseases in dental X-rays. It also recognizes dozens of dental pathologies and natural anatomy, allowing practitioners, and existing restorations to assess robust data across their practice, spend more time with patients, and prescribe better treatment options. The company also built a suite of solutions to automate tasks in dental laboratories.",2019,69000000.0,3,2024-07-24,58000000.0,West Hollywood,California,United States,Craft Ventures|Bossa Invest|Irving Investors|Left Lane Capital|Alpha Partners,Cambron Carter|Kyle Stanley|Ophir Tanz,175,"""AI-Enhanced Dental Diagnostics and Automation Solutions""",https://hellopearl.com/,https://www.linkedin.com/company/hellopearl,Active,1.0,15.0,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
TeamBridge,"TeamBridge designs and develops employee management solutions that leverage technology to empower teams of all sizes. It focuses on providing solutions that help teams manage tasks, track performance, and enhance productivity through streamlined workflows. TeamBridge provides tools for remote teams, enabling transparency, real-time notifications, and various organizational features to streamline HR management.",2019,31100000.0,3,2024-09-16,28000000.0,San Francisco,California,United States,General Catalyst|BoxGroup|Mayfield Fund|Abstract|Liquid 2 Ventures,Arjun Vora|Tito Goldstein,30,"""AI-Driven Employee Management and Productivity Solutions""",https://teambridge.com/,https://www.linkedin.com/company/ziraai,Active,4.35,12.4,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
