Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
AMP,https://www.crunchbase.com/organization/amp-robotics,"Artificial Intelligence (AI), Machine Learning, Recycling, Robotics, Waste Management","Louisville, Colorado, United States",2015-01-01,day,266067503,USD,266067503,AMP utilizes AI-powered sortation to enhance recycling efficiency and reduce costs.,"1,262",,"1,101",10,2024-12-05,91000000,USD,91000000,264465813,USD,264465813,"National Science Foundation, Sequoia Capital, Valor Equity Partners, Wellington Management, Closed Loop Partners",7,18,2,"James Bailey, Matanya Horowitz",101-250,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Sustainability",,,Active,For Profit,https://ampsortation.com,https://x.com/AMPSortation,,https://www.linkedin.com/company/amp-sortation,"AMP is an AI technology company that modernizes recycling infrastructure through smart sortation solutions. The company focuses on maximizing resource recovery while minimizing labor costs for waste management operations. With numerous deployments globally, AMP aims to transform the economics of recycling."
Replika,https://www.crunchbase.com/organization/io,"Artificial Intelligence (AI), Lifestyle, Restaurants, Software, Travel","San Francisco, California, United States",2015-01-01,month,10920000,USD,10920000,Replika is an AI companion who is eager to learn and would love to see the world through your eyes.,"1,336",,"1,165",3,2017-11-30,6500000,USD,6500000,10920000,USD,10920000,"Y Combinator, Khosla Ventures, ACME Capital, Ludlow Ventures, Zillionize",2,9,1,Eugenia Kuyda,11-50,"Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Food and Beverage, Science and Engineering, Software, Travel and Tourism",,,Active,For Profit,https://replika.ai/,https://twitter.com/MyReplika,https://www.facebook.com/myownreplika,https://www.linkedin.com/company/luka-inc,"Luka is a software development company based in San Francisco, California. The company created Luka app, a new messenger with AI-powered chatbots. They help you find places to eat, do web search, make plans together, pick places to eat, play trivia games and lots of other things in a messenger. In 2016 Luka launched a closed testing of Replika, a new app that allows to create a personal AI that you teach through text conversations. The app is powered by a proprietary deep learning architecture."
Nexar,https://www.crunchbase.com/organization/nexar-2,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Image Recognition, Sensor, Software, Transportation","New York, New York, United States",2015-01-01,month,149500000,USD,149500000,Nexar develops software to protect the user and their business against car crashes and road casualties.,"1,395",,"1,217",7,2021-11-17,53000000,USD,53000000,149500000,USD,149500000,"Valor Equity Partners, Slow Ventures, Samsung NEXT, Tusk Venture Partners, True Ventures",7,24,2,"Bruno Fernandez-Ruiz, Eran Shir",101-250,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",,,Active,For Profit,https://getnexar.com/,http://twitter.com/getnexar,https://facebook.com/getnexar,https://www.linkedin.com/company/10460529,"Nexar creates powered dash cams that enable new vision-based applications for better driving. Nexar's mission is to reduce the chance of collisions and to make the road safer for everyone. Like a school of fish or a flock of birds, we want to get every car on the road moving safely and smoothly together.  Using a Nexar-powered dashcam, AI, and inter-vehicle networking, Nexar makes every car a smart car and is building the world’s first safe driving network."
Brave,https://www.crunchbase.com/organization/brave-software,"Advertising, Artificial Intelligence (AI), Blockchain, Cryptocurrency, Internet, Machine Learning, Search Engine, Software, Web Browsers","San Francisco, California, United States",2015-01-01,year,42250000,USD,42250000,"Brave Software focuses on increasing browsing speed and safety for users, while growing ad revenue share for content creators.","1,649",,"1,444",8,2022-04-01,,,,42250000,USD,42250000,"Founders Fund, Pantera Capital, Foundation Capital, Abstract, Propel",2,20,2,"Brendan Eich, Brian Bondy",101-250,"Advertising, Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Internet Services, Other, Payments, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,https://www.brave.com/,https://www.twitter.com/brave,https://www.facebook.com/bravesoftware,https://www.linkedin.com/company/brave-software/,"Brave Software focuses on increasing browsing speed and safety for users, while growing ad revenue share for content creators. Brave aims to transform the online ad ecosystem with micropayments and a new revenue-sharing solution to give users and publishers a better deal, where fast, safe browsing is the path to a brighter future for the open web."
LinkSquares,https://www.crunchbase.com/organization/linksquares,"Artificial Intelligence (AI), Contact Management, Legal Tech, Machine Learning, Productivity Tools, Software","Boston, Massachusetts, United States",2015-01-01,year,161469800,USD,161469800,LinkSquares is an AI-powered contract lifecycle management platform for in-house legal teams.,"1,754",,"1,541",6,2022-04-04,100000000,USD,100000000,161460000,USD,161460000,"Sorenson Capital, Cerity Partners Ventures, MassMutual Ventures, G2 Venture Partners, G Squared",5,15,2,"Chris Combs, Vishal Sunak",251-500,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.linksquares.com,https://www.twitter.com/linksquares,https://www.facebook.com/linksquares,https://www.linkedin.com/company/linksquares,"LinkSquares is the leading AI-powered contract lifecycle management platform, trusted by more than 1,000 customers, including DraftKings, ProPharma, Wayfair, and the Boston Celtics. LinkSquares' advanced AI engine is uniquely designed with a proprietary blend of predictive and generative AI, specifically trained to excel with legal documents. LinkSquares revolutionizes contract management by delivering powerful analytics, minimizing organizational risk, and enhancing the speed and precision of contract workflows at every stage — unlocking greater efficiency, reliability, and strategic value for teams across the business. LinkSquares was founded in 2015, and is headquartered in Boston, Massachusetts."
Massive Bio,https://www.crunchbase.com/organization/massivebio,"Artificial Intelligence (AI), Big Data, Biotechnology, Health Care, Machine Learning, Medical, Natural Language Processing, Oncology, Pharmaceutical, Therapeutics","New York, New York, United States",2015-05-04,day,23817500,USD,23817500,Massive Bio is an AI powered oncology platform that connects patients to clinical trials while enabling pharma to get access to patients.,"1,857",,"1,623",6,2022-06-02,17000000,USD,17000000,23817500,USD,23817500,"500 Global, Revo Capital, 500 Emerging Europe, KFW DEG, SiteGround",4,15,3,"Arturo Loaiza-Bonilla, Cagatay Culcuoglu, Selin Kurnaz",101-250,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://massivebio.com/,https://www.twitter.com/massivebio,https://www.facebook.com/massivebio,https://www.linkedin.com/company/massive-bio,"Massive Bio, is an Artificial Intelligence (AI) powered platform that connects cancer patients and their treating oncologists to clinical trials while enabling pharmaceutical companies to get access to patients, mostly in community practices, and their information to speed up drug development. Massive Bio combines technology, services and oncology sub-specialist expertise to maximize trial enrollment. Massive Bio is the first company that attacks controlling patient enrollment value chain; Massive Bio does patient identification through direct direct and indirect patient acquisition channels, pre-screening through virtual site, Just-In-Time (JIT) site activation and further analyzes real world data for drug discovery. One of the major differentiating point of Massive Bio is that the Company tackles “last mile” issues for trial enrollment to eliminate site and/or financial considerations of patients. Massive Bio is the go to partner for pharmaceutical companies and CROs to get the right patient at the right time."
Emerge,https://www.crunchbase.com/organization/emerge-io,"Artificial Intelligence (AI), Augmented Reality, Consumer Electronics, Media and Entertainment, Social, Virtual Reality","Los Angeles, California, United States",2015-08-01,month,37500000,USD,37500000,Emerge is a consumer technology company building a multi-sensory communication platform to bridge distance and time.,"1,868",,"1,632",5,2022-12-15,5500000,USD,5500000,37500000,USD,37500000,"Gaingels, Alumni Ventures, Golden Ventures, M13, One Way Ventures",5,30,3,"Isaac Castro, Mauricio Teran, Sly Spencer- Lee",11-50,"Artificial Intelligence (AI), Community and Lifestyle, Consumer Electronics, Data and Analytics, Hardware, Media and Entertainment, Science and Engineering, Software",,,Active,For Profit,http://www.emerge.io,https://twitter.com/emerge_io,https://www.facebook.com/emerge.io,https://www.linkedin.com/company/emergeio,"Emerge is a consumer technology company building a multi-sensory communication platform to bridge distance and time—through touch, sight, sound, and brain activity, powered by emotion AI, to allow users to digitize and transmit their emotions. With over 2 billion people worldwide feeling disconnected from others—one of the greatest life hazards of our generation—it's time for a new communication platform that focuses on what really matters: our emotional connection with others. The first step is to introduce touch to virtual interactions—via TVs, AR, and VR displays. Emerge Wave-series is the anchor product line for the emotion AI. The patented consumer device emits precise ultrasonic forcefields that can be physically felt with bare hands—imagine a “virtual high five” or holding hands across the globe, with no gloves or controllers needed. We are proud of our impact-focused and diverse team—70% of us are immigrants and first-generation Americans. We are former entrepreneurs and industry veterans who have developed and launched products in the fields of consumer electronics, augmented reality, brain-computer interfaces, gaming, and space exploration. Founded in 2015 and based in Los Angeles, CA, Emerge is backed by venture capital firms including M13 and Microsoft co-founder Paul Allen’s Vulcan Capital, and other notable investors such as former Google CEO Eric Schmidt, and co-founders of Blizzard Entertainment, Twitch, and Riot Games."
DataDome,https://www.crunchbase.com/organization/datadome,"Analytics, Cyber Security, Fraud Detection, Internet, Machine Learning, SaaS, Software","New York, New York, United States",2015-01-01,year,81246225,USD,81246225,DataDome is a cybersecurity company that uses AI and machine learning to protect websites and applications from malicious bots and fraud.,"2,183",,"1,908",5,2023-03-30,42000000,USD,42000000,81246225,USD,81246225,"Isai, InfraVia Capital Partners, Elephant, 50 Partners, Thibaud Elziere",3,18,4,"Benjamin Barrier, Benjamin Fabre, Fabien Grenier, Olivier Trabucato",101-250,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Internet Services, Payments, Privacy and Security, Software",,,Active,For Profit,https://datadome.co,https://twitter.com/data_dome,,https://www.linkedin.com/company/datadome,"DataDome stops cyberfraud and bots in real time, outpacing AI-driven attacks across websites, apps, and APIs. Named a Leader in The Forrester Wave™ for Bot Management, DataDome is trusted by leading brands like Tripadvisor, Zocdoc, and SoundCloud. Its multi-layered AI engine focuses on intent, not just identity—because it’s not about knowing who’s real, it’s about what they intend to do. With thousands of adaptive AI models, DataDome blocks every fraudulent click, signup, and login in under 2 milliseconds without compromising performance. Backed by a 24/7 SOC and expert threat researchers, DataDome autonomously stops over 350 billion attacks annually. With 50+ integrations, 30+ global PoPs, and record-fast time to value, DataDome is a recognized Leader on G2 and one of G2’s Best Security Products of 2024—delivering protection that outperforms."
Constructor,https://www.crunchbase.com/organization/constructor-io,"Artificial Intelligence (AI), Machine Learning, SaaS, Search Engine, Semantic Search","San Francisco, California, United States",2015-01-01,year,86100000,USD,86100000,Constructor is an AI-enabled product search and discovery platform that provides assistance to e-commerce brands.,"2,441",,"2,131",5,2024-06-17,25000000,USD,25000000,86100000,USD,86100000,"Sapphire Ventures, Fusion Fund, Silversmith Capital Partners, Zetta Venture Partners, SAP.iO",4,24,2,"Dan McCormick, Eli Finkelshteyn",101-250,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",,,Active,For Profit,https://www.constructor.io,https://www.twitter.com/constructor_io,https://www.facebook.com/constructorio1,https://www.linkedin.com/company/constructor-io,"Constructor.io is the only search and product discovery platform tailor-made for enterprise eCommerce where conversions matter.  Constructor's cloud-based solutions use natural language processing, machine learning-enhanced results ranking, and collaborative personalization to deliver powerful user experiences across all facets of product discovery -- from search to browse, recommendations, autosuggest, quizzes, and attribute enrichment. We optimize revenue before relevance. This has allowed us to generate consistent $10M+ lifts for our customers, which include some of the biggest brands in retail like Sephora, American Eagle, Backcountry, Birkenstock, and Bonobos.  Constructor is a remote-first company with employees around the world. We were founded in 2015 by Eli Finkelshteyn and Dan McCormick."
Dremio,https://www.crunchbase.com/organization/dremio-corporation,"Analytics, Big Data, Business Intelligence, Machine Learning, Software","Santa Clara, California, United States",2015-06-09,day,410000000,USD,410000000,The Intelligent Lakehouse Platform,"2,804",,"2,459",6,2022-01-25,160000000,USD,160000000,410000000,USD,410000000,"Norwest Venture Partners, Insight Partners, Lightspeed Venture Partners, StepStone Group, Cisco Investments",7,11,2,"Jacques Nadeau, Tomer Shiran",251-500,"Artificial Intelligence (AI), Data and Analytics, Software",,,Active,For Profit,https://www.dremio.com,https://www.twitter.com/dremio,https://www.facebook.com/dremio,https://www.linkedin.com/company/dremio,"Dremio is the intelligent lakehouse platform trusted by thousands of global enterprises like Amazon, Unilever, Shell, and S&P Global. Dremio amplifies AI and analytics initiatives by eliminating the significant and time-intensive process of dataset creation. Designed to help data engineering teams who are already overburdened with disconnected data sources and prolonged iteration cycles with business stakeholders that slow progress, Dremio eliminates bottlenecks by unifying data sources without ETL, simplifying the creation of high-quality, governed datasets, and delivering autonomous performance optimization to accelerate AI. Developed by the original creators of Apache Polaris and Apache Arrow, Dremio is the only lakehouse built natively on Apache Iceberg, Polaris, and Arrow - providing flexibility, preventing lock-in, and enabling community-driven innovation. To learn more visit www.Dremio.com."
Globality,https://www.crunchbase.com/organization/globality-inc,"Artificial Intelligence (AI), Enterprise Applications, Procurement, SaaS, Sales Enablement","Palo Alto, California, United States",2015-01-01,year,357550000,USD,357550000,Globality is an AI-driven sourcing and procuremen company that utilizes advanced AI to create accurately scoped requirements.,"2,890",,"2,535",6,2024-10-22,47000000,USD,47000000,357550000,USD,357550000,"SoftBank Vision Fund, SanDisk, Raine Ventures, Scott Belsky, David Rosenblatt",2,24,2,"Joel Hyatt, Lior Delgo",251-500,"Apps, Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software, Transportation",,,Active,For Profit,http://www.globality.com,https://twitter.com/GlobalityInc,,https://www.linkedin.com/company/globality-inc-,"Globality is a technology company that connects global companies with the best suppliers at the right price for any sourcing need across every service category. Globality is bringing digital transformation to the sourcing industry through its AI-powered Platform and Smart Sourcing technologies. Globality’s AI digital solution replaces the archaic analog Request for Proposal, efficiently and effectively scoping needs, managing demand, matching companies with outstanding suppliers that meet their specific service needs, and cutting the sourcing process from months to hours while delivering savings of 20% or more."
BostonGene,https://www.crunchbase.com/organization/bostongene,"Analytics, Bioinformatics, Genetics, Health Care, Software","Waltham, Massachusetts, United States",2015-01-01,year,200000000,USD,200000000,BostonGene is a biomedical software company for advanced patient analysis and personalized therapy in the fight against cancer.,"3,035",,"2,659",2,2022-04-06,150000000,USD,150000000,200000000,USD,200000000,"NEC Corporation, Japan Industrial Partners, Impact Investment Capital",1,3,1,Andrew Feinberg,251-500,"Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,http://www.bostongene.com/,https://twitter.com/bostongenesys,https://www.facebook.com/BostonGeneSys/,https://www.linkedin.com/company/bostongene/,"BostonGene Corporation is pioneering the use of biomedical software for advanced patient analysis and personalized therapy decision making in the fight against cancer. BostonGene’s unique solution performs sophisticated analytics to aid clinicians in their evaluation of viable treatment options for each patient's individual genetics, tumor and tumor microenvironment, clinical characteristics and disease profile. BostonGene’s mission is to enable physicians to provide every patient with the highest probability of survival through optimal cancer treatments using advanced, personalized therapies"
DNSFilter,https://www.crunchbase.com/organization/dnsfilter,"Cyber Security, Machine Learning, Network Security","Washington, District of Columbia, United States",2015-09-27,day,62107120,USD,62107120,DNSFilter provides security via DNS that protects over 4M end users from online security threats using artificial intelligence.,"3,114",,"2,724",7,2023-08-10,15000000,USD,15000000,62107120,USD,62107120,"Insight Partners, Techstars, Bigfoot Capital",3,3,3,"Brian Gillis, Ken Carnesi, Michael Schroll",101-250,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Software",,,Active,For Profit,https://dnsfilter.com,https://www.twitter.com/dnsfilter,https://www.facebook.com/dnsfilter,https://www.linkedin.com/company/dnsfilter,"DNSFilter is a developer of a cloud-based filtering DNS platform intended to facilitate intelligent web content filtering. The company's DNS service utilizes artificial intelligence to filter content and also provides security threat protection, enabling companies, service providers as well as educational institutions to protect their users from online security threats and inappropriate content."
UJET,https://www.crunchbase.com/organization/ujet,"Artificial Intelligence (AI), Cloud Data Services, Information Technology, Software","San Francisco, California, United States",2015-01-01,year,176600000,USD,176600000,UJET is a cloud-based contact center platform that provides mobile and AI-powered solutions for managing customer service operations.,"3,124",,"2,733",6,2024-09-24,76000000,USD,76000000,176600000,USD,176600000,"Sapphire Ventures, Kleiner Perkins, KeyBank, Vintage Investment Partners, Relay Ventures",4,12,2,"Anand Janefalkar, Hisun Kim",101-250,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",,,Active,For Profit,https://ujet.cx,https://twitter.com/ujetcx,https://www.facebook.com/ujet.cx,https://www.linkedin.com/company/ujetcx,"UJET is a cloud contact center platform for smartphone-era CX. In addition to modernizing digital and in-app experiences, UJET eliminates customer channel switching between voice, digital, and self-service channels. The platform infuses AI across its services, which helps to automate processes and improve efficiency in customer interactions.  UJET is designed to unify various customer service channels, making it easier for businesses to manage customer relationships."
