Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
Diligent Robotics,https://www.crunchbase.com/organization/diligent-robotics,"Artificial Intelligence (AI), Human Computer Interaction, Machine Learning, Robotics, Software","Austin, Texas, United States",2016-01-01,year,90824532,USD,90824532,Diligent Robotics develops AI-powered robot assistants to collaborate with and adapt to humans in everyday environments.,720,,630,9,2025-02-27,10500000,USD,10500000,89399977,USD,89399977,"National Science Foundation, Gaingels, Capital Factory, True Ventures, Promus Ventures",7,21,2,"Andrea Thomaz, Vivian Chu",101-250,"Artificial Intelligence (AI), Data and Analytics, Design, Hardware, Science and Engineering, Software",,,Active,For Profit,http://diligentrobots.com,https://twitter.com/DiligentRobots,https://www.facebook.com//DiligentRobotics,https://www.linkedin.com/company/diligent-robotics,"Diligent Robotics develops technically advanced robots with mobile manipulation, social intelligence, and human-guided learning capabilities to collaborate with and adapt to humans in everyday environments. Diligent Robotics' service robots are designed to participate and work together with teams of humans. The company's first product, Moxi, is a hospital robot assistant that helps clinical staff with logistical tasks, allowing them to have more time on direct patient care, improving patient satisfaction, quality of service, and safety."
BigID,https://www.crunchbase.com/organization/bigid,"Artificial Intelligence (AI), Big Data, Cyber Security, Risk Management, Software","New York, New York, United States",2016-02-01,month,306099999,USD,306099999,"BigID is a data intelligence company that helps organizations discover, manage, and protect sensitive information.",752,,658,13,2024-03-18,60000000,USD,60000000,306099999,USD,306099999,"Advent International, Plug and Play, Bessemer Venture Partners, Salesforce Ventures, Riverwood Capital",11,23,2,"Dimitri Sirota, Nimrod Vax",251-500,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.bigid.com,https://twitter.com/bigidsecure,https://www.facebook.com/bigidsecure,https://www.linkedin.com/company/bigid,"BigID develops software that helps companies have secure customer data and satisfy privacy regulations. It uses advanced machine learning and identity intelligence to help enterprises better protect their customer and employee data at a petabyte scale. The company helps organizations manage and protect their customer data, meet data privacy and protection regulations like the CCPA and GDPR, and leverage unmatched coverage for all data across all data stores. BigID aims to give enterprises the software to safeguard and steward customer data, by bringing data science to data privacy. BigID has offices in the US and Israel and is founded in 2016 by security industry veterans spanning the identity, data security, big data, and governance markets."
Tomorrow.io,https://www.crunchbase.com/organization/climacell,"Artificial Intelligence (AI), Big Data, Business Information Systems, Environmental Consulting, SaaS","Boston, Massachusetts, United States",2016-09-01,month,258949997,USD,258949997,Tomorrow.io is a weather intelligence platform that provides real-time weather forecasts.,839,,739,7,2023-06-14,87000000,USD,87000000,258949997,USD,258949997,"Seraphim Space, Pitango VC, Activate Capital Partners, Flybridge, Canaan Partners",8,24,3,"Itai Zlotnik, Rei Goffer, Shimon Elkabetz",101-250,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.tomorrow.io,https://www.twitter.com/tomorrowio_,https://www.facebook.com/Tomorrow.io,https://www.linkedin.com/company/tomorrow-io,"Tomorrow.io develops a SaaS Weather intelligence platform that provides real-time weather forecasts. Fully customizable to any industry impacted by the weather, customers around the world including the NFL, Uber, Delta, Ford, National Grid, and more use Tomorrow.io to dramatically improve operational efficiency. Tomorrow.io was built from the ground up to help teams predict the business impact of weather, streamline team communication and action plans, improve productivity, and optimize profit margins. Tomorrow.io has operations across North America, Latin America, Europe, and Asia."
Uncountable,https://www.crunchbase.com/organization/uncountable,"Analytics, Artificial Intelligence (AI), Machine Learning, Software","San Francisco, California, United States",2016-06-01,day,27000000,USD,27000000,Uncountable provides a unified R&D laboratory informatics platform for digital transformation in industrial research and development.,"1,064",,929,2,2025-06-17,27000000,USD,27000000,27000000,USD,27000000,"Y Combinator, SE Ventures, 8VC, Sageview Capital, Teamworthy Ventures",1,6,3,"Jason Hirshman, Noel Hollingsworth, Will Tashman",11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.uncountable.com,https://x.com/uncountable_inc,https://www.facebook.com/UncountableHQ,https://www.linkedin.com/company/18351331,"Uncountable provides a unified R&D laboratory informatics platform for digital transformation in industrial research and development. The company offers a cloud-based solution purpose-built for R&D environments that allows enterprises to unify experimental data, accelerate product development cycles, and deploy AI-driven optimization tools. Its AI-powered solution helps enterprise R&D organizations modernize and streamline data management and analysis—providing scientists, chemists, and researchers with a single and easily accessible web-based platform that comes integrated with all the critical data systems and tools used in the laboratory, including electronic lab notebooks (ELNs), laboratory information management systems (LIMS), product lifecycle management (PLM), quality management systems (QMS), and advanced visualization and reporting tools."
Paradox,https://www.crunchbase.com/organization/paradox-olivia,"Artificial Intelligence (AI), Human Resources, Information Technology, Machine Learning, Recruiting","Scottsdale, Arizona, United States",2016-01-01,year,253340000,USD,253340000,"Paradox is an AI company that helps companies capture and screen candidates, improve conversions, and answer all candidate questions.","1,123",,981,4,2021-12-27,200000000,USD,200000000,253340000,USD,253340000,"Thoma Bravo, Sapphire Ventures, Geodesic Capital, Brighton Park Capital, Blue Cloud Ventures",5,13,1,Aaron Matos,501-1000,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.paradox.ai,https://twitter.com/paradoxolivia,https://www.facebook.com/paradoxolivia,https://www.linkedin.com/company/paradoxolivia,"Paradox is an AI company that helps companies capture and screen candidates, improve conversions, and answer all candidate questions. The company IS helping HR and talent teams automate administrative tasks and deliver real-time candidate and employee communications Paradox flagship product is Olivia, the AI recruiting assistant obsessed with improving and reinventing the candidate experience. It delivers one-to-one candidate experience at scale and even handles interview scheduling. It also allows talent acquisition and human resources professionals to focus on what they do best, human interaction while focuses on experience, automation, and intelligence.  Paradox was founded in 2016 and is based in Scottsdale, Arizona, United States."
Helm.ai,https://www.crunchbase.com/organization/helm-ai,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Machine Learning, Software","Redwood City, California, United States",2016-01-01,year,165000000,USD,165000000,"Helm.ai develops AI software for driver assistance systems, autonomous driving, and robotics.","1,297",,"1,133",9,2023-11-17,10000000,USD,10000000,155000000,USD,155000000,"SV Angel, Amplo, Sound Ventures, One Way Ventures, Fontinalis Partners",4,28,2,"Tudor Achim, Vlad Voroninski",51-100,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",,,Active,For Profit,https://helm.ai,https://twitter.com/helm_ai,https://www.facebook.com/profile.php?id=100054475119684,https://www.linkedin.com/company/helm.ai,"Helm.ai develops next-generation AI software for ADAS, autonomous driving, and robotics automation. Founded in 2016 and headquartered in Redwood City, CA, the company reimagines AI software development to make scalable autonomous driving a reality. Helm.ai offers full-stack real-time AI solutions, including deep neural networks for highway and urban driving, end-to-end autonomous systems, and development and validation tools powered by Deep Teaching™ and generative AI. The company collaborates with global automakers on production-bound projects."
Papaya,https://www.crunchbase.com/organization/papaya-payments,"Banking, Computer, Computer Vision, Financial Services, FinTech, Information Technology, Mobile Payments, Payments","Los Angeles, California, United States",2016-04-18,day,65100000,USD,65100000,Papaya is a developer of an online mobile application and payments technology designed to simplify bill payment for consumers.,"1,329",,"1,158",4,2021-12-15,50000000,USD,50000000,65100000,USD,65100000,"Sequoia Capital, Bessemer Venture Partners, 01 Advisors, First Round Capital, Fika Ventures",3,15,2,"Jason Meltzer, Patrick Kann",51-100,"Consumer Electronics, Financial Services, Hardware, Information Technology, Lending and Investments, Mobile, Payments, Software",,,Active,For Profit,https://PapayaPay.com,https://twitter.com/papayapay,,https://www.linkedin.com/company/papaya-payments/,"We are a mobile app that simplifies bill payments for everyday people. Snap a pic & pay any bill in seconds! We know paying bills is a stressful process for many Americans. By making it easy to pay any bill with a mobile device, we are removing the hassle of paying bills through the mail, over the phone, or on complicated web portals. We are also helping billers of all sizes and from all industries get paid faster and more often.  We’re proud to be one of the highest-rated fintech applications on the App Store, with over 70k reviews, and backed by investors that include Sequoia Capital, Bessemer Venture Partners, and First Round Capital.  To learn more, check out PapayaPay.com or find us on the App Store!"
Otter.ai,https://www.crunchbase.com/organization/aisense-inc,"Artificial Intelligence (AI), Collaboration, Consumer Software, Enterprise Software, Information Technology","Mountain View, California, United States",2016-02-01,month,73000000,USD,73000000,"Otter.ai improves business team productivity by providing an app to capture, share, and recall all meeting notes.","1,350",,"1,178",5,2021-02-25,40000000,USD,40000000,63000000,USD,63000000,"Slow Ventures, Draper Associates, 500 Global, Bridgewater Associates, NTT DOCOMO Ventures",4,24,2,"Sam Liang, Yun Fu",101-250,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software",,,Active,For Profit,https://otter.ai,https://x.com/otter_ai,https://www.facebook.com/OtterAI,https://www.linkedin.com/company/otter-ai,"Otter.ai offers a collaborative note-taking app that makes important information from voice conversations including meetings, interviews, and lectures instantly accessible and actionable. Otter Voice Notes is used by business professionals, journalists, and students to generate rich, easily searched, and shared notes. Otter is based on proprietary technologies for speech recognition, speaker separation, speaker ID, and keyword/topic extraction."
Groq,https://www.crunchbase.com/organization/groq,"Artificial Intelligence (AI), Electronics, Machine Learning, Semiconductor","Mountain View, California, United States",2016-01-01,year,1002550552,USD,1002550552,"Groq radically simplifies compute to accelerate workloads in artificial intelligence, machine learning, and high-performance computing.","1,415",,"1,234",8,2024-08-05,640000000,USD,640000000,1002550552,USD,1002550552,"BlackRock, Plug and Play, Alumni Ventures, Cisco Investments, Uncork Capital",6,51,1,Jonathan Ross,251-500,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software",,,Active,For Profit,http://groq.com,https://x.com/groqinc,https://www.facebook.com/groqinc,https://www.linkedin.com/company/groq,"Groq develops AI inference technology for cloud and on-prem solutions at scale. Groq's technology is designed to handle complex computations required for machine learning models, particularly in deep learning and neural networks. Groq focuses on delivering high performance with lower power consumption, making its processors suitable for large-scale AI deployments. The company emphasizes deterministic performance, ensuring predictable outcomes in AI computations."
Inspiren,https://www.crunchbase.com/organization/inspiren,"Analytics, Artificial Intelligence (AI), Health Care, Information Technology, Machine Learning","Brooklyn, New York, United States",2016-01-01,year,42754627,USD,42754627,"Inspiren is a healthcare tech company using AI to monitor patient care, track interactions, and improve clinical workflow management.","1,454",,"1,269",4,2025-03-20,35000000,USD,35000000,42754627,USD,42754627,"Primary Venture Partners, Story Ventures, Studio VC, Third Prime, Avenir",2,5,3,"Michael Wang, Paul Coyne, Vincent Cocito",11-50,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://inspiren.com,https://x.com/inspirenhealth,https://www.facebook.com/InspirenHealth,https://www.linkedin.com/company/inspirenhealth,"Inspiren offers AI-driven healthcare solutions designed to enhance senior living by integrating technology into resident care and providing tools for improved safety and monitoring. Their services include the AUGi platform, which utilizes hybrid sensing technology to track residents' well-being and alert caregivers to potential issues, thereby facilitating timely interventions. Inspiren also provides data analytics tools that help healthcare providers analyze trends and make informed decisions regarding resident care, ensuring that the needs of seniors are met effectively and efficiently. Additionally, Inspiren focuses on creating a supportive environment for both residents and caregivers, promoting better communication and collaboration within care teams."
Suki,https://www.crunchbase.com/organization/sukihq,"Artificial Intelligence (AI), Health Care, Machine Learning, Natural Language Processing, Software","Redwood City, California, United States",2016-11-15,day,165000000,USD,165000000,Suki provides AI-powered voice solutions that streamline healthcare documentation processes.,"1,467",,"1,281",6,2025-01-30,,,,165000000,USD,165000000,"Gaingels, First Round Capital, Venrock, Flare Capital Partners, Social Capital",6,18,3,"Anshu Sharma, Karthik Rajan, Punit Soni",251-500,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://www.suki.ai,https://www.twitter.com/SukiHQ,https://www.facebook.com/SukiTeam,https://www.linkedin.com/company/SukiHQ,"Suki offers AI-driven voice solutions designed to enhance efficiency in healthcare documentation. Its primary product, Suki Assistant, enables physicians to complete administrative tasks significantly faster. The company also provides a voice platform for partners seeking to improve their healthcare solutions with advanced voice capabilities."
Hugging Face,https://www.crunchbase.com/organization/hugging-face,"Artificial Intelligence (AI), Generative AI, Machine Learning, Natural Language Processing, Open Source, Software","Brooklyn, New York, United States",2016-01-01,year,395200000,USD,395200000,"Hugging Face allows users to build, train, and deploy art models using the reference open source in machine learning.","1,586",,"1,387",8,2024-08-01,,,,395200000,USD,395200000,"Sequoia Capital, NVIDIA, Google, AIX Ventures, IBM",5,38,3,"Clément Delangue, Julien Chaumond, Thomas Wolf",51-100,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://huggingface.co,https://x.com/huggingface,https://www.facebook.com/huggingface,https://www.linkedin.com/company/huggingface,"Hugging Face is an open-source and platform provider of machine learning technologies. Their aim is to democratize good machine learning, one commit at a time. Hugging Face was launched in 2016 and is headquartered in New York City."
CloudZero,https://www.crunchbase.com/organization/cloudzero,"Cloud Computing, Cloud Management, Developer Tools, DevOps, Machine Learning, SaaS, Software","Boston, Massachusetts, United States",2016-08-08,day,119125000,USD,119125000,CloudZero is a cloud cost optimization platform that enables organizations to analyze and manage their cloud expenditures.,"1,619",,"1,417",9,2025-05-28,56000000,USD,56000000,119125000,USD,119125000,"Underscore VC, MongoDB, Matrix, G20 Ventures, Threshold",5,7,2,"Erik Peterson, Matt Manger",101-250,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Software",,,Active,For Profit,http://www.cloudzero.com,https://www.twitter.com/cloudzeroinc,https://www.facebook.com/cloudzeroinc,https://www.linkedin.com/company/cloudzero,"CloudZero offers a cloud cost intelligence platform that enables organizations to analyze and manage their cloud expenditures. The platform provides real-time visibility into cloud costs, allowing teams to allocate expenses to specific products, features, or customers. By integrating with various cloud providers and services, CloudZero assists businesses in identifying cost-saving opportunities and optimizing their cloud investments. The company has developed tools such as CloudZero Intelligence, an AI-driven system that enhances cost prediction and optimization capabilities. Additionally, CloudZero supports organizations in managing expenses related to AI workloads by providing detailed insights into usage and costs across different teams and services. Through partnerships and integrations, CloudZero aims to facilitate efficient cloud spending and improve financial accountability within organizations."
Biotia,https://www.crunchbase.com/organization/biotia,"Artificial Intelligence (AI), Bioinformatics, Biotechnology, Genetics, Health Care, Machine Learning, Software","Brooklyn, New York, United States",2016-01-15,day,10700000,USD,10700000,Biotia is a health tech startup offering AI-based solutions to diagnose and control infectious disease.,"1,789",,"1,566",7,2025-06-17,300000,USD,300000,10400000,USD,10400000,"Humans in Space, Everywhere Ventures, SeedToB Capital, Hyperplane, DigitalDx Ventures",3,19,4,"Chris Mason, Christopher Mason, Niamh O'Hara, Rachid Ounit",1-10,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,http://biotia.io,https://twitter.com/BiotiaNYC,https://www.facebook.com/BiotiaNYC/,https://www.linkedin.com/company/biotia,Biotia is a health tech company spun out of Cornell Tech leveraging next-generation sequencing and artificial intelligence for rapid and precise infectious disease discovery. Their software and laboratory technology enable clinicians and researchers to guide patient treatment and improve health outcomes.
Openwater,https://www.crunchbase.com/organization/openwater-93e3,"Artificial Intelligence (AI), Manufacturing, Medical Device, Software","San Francisco, California, United States",2016-01-01,year,76000000,USD,76000000,Openwater is a startup developing a medical technology system focused on treating diseases at the cellular level.,"1,800",,"1,574",3,2024-08-22,54000000,USD,54000000,76000000,USD,76000000,"Khosla Ventures, Starlight Ventures, Plum Alley, Bold Capital Partners, KittyHawk",2,18,1,Mary Lou Jepsen,11-50,"Artificial Intelligence (AI), Data and Analytics, Health Care, Manufacturing, Science and Engineering, Software",,,Active,For Profit,https://www.openwater.health/,,https://www.facebook.com/Openwater.cc,https://www.linkedin.com/company/openwater-cc,Openwater is a startup developing a medical technology system focused on treating diseases at the cellular level. The company's device uses advanced optoelectronics to replace MRI technology. It has LCDs with small pixels to create holographic images that reduce scattering and achieve MRI-like resolution. This helps physicians diagnose and treat diseases by targeting individual cells without affecting surrounding tissue.
Daybreak,https://www.crunchbase.com/organization/noodle-analytics-inc-noodle-ai,"Artificial Intelligence (AI), Big Data, Machine Learning, Supply Chain Management","San Francisco, California, United States",2016-03-14,day,112000000,USD,112000000,Daybreak is transforming the supply chain planning sector with AI-driven solutions.,"1,848",,"1,615",5,2025-06-10,15000000,USD,15000000,112000000,USD,112000000,"TPG Growth, ServiceNow, Dell Technologies Capital, Honeywell Ventures",2,4,4,"Matt Denesuk, Raj Joshi, Stephen Pratt, Ted Gaubert",51-100,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",,,Active,For Profit,https://www.daybreak.ai,http://www.twitter.com/NoodleAI,,https://www.linkedin.com/company/daybreak-ai,"Daybreak offers pioneering business solutions in Enterprise Artificial Intelligence, a unique collaboration among business executives, process experts, and artificial intelligence technologies (e.g., machine learning, predictive data analytics, data science).  The company creates and implements these solutions to solve complex business challenges and drive dramatic improvements in customer, product, and enterprise operations."
