Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
Outreach,https://www.crunchbase.com/organization/outreach,"Artificial Intelligence (AI), CRM, Enterprise Software, SaaS, Sales, Sales Enablement","Seattle, Washington, United States",2014-01-01,year,489018000,USD,489018000,Outreach is a sales engagement platform that uses AI for predictive analytics as it relates to sales.,"2,007",,"1,759",13,2022-06-01,,,,489018000,USD,489018000,"Vista Equity Partners, Menlo Ventures, Techstars, Sands Capital Ventures, Sapphire Ventures",10,37,4,"Andrew Kinzer, Gordon Hempton, Manny Medina, Wes Hather",501-1000,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,https://www.outreach.io,http://twitter.com/outreach_io,https://www.facebook.com/Outreach.io,https://www.linkedin.com/company/outreach-saas,"Outreach is a sales engagement platform that accelerates revenue growth by optimizing every interaction throughout the customer lifecycle. The platform manages all customer interactions across email, voice and social, and leverages machine learning to guide reps to take the right actions. Thousands of customers, including Cloudera, Glassdoor, Pandora, and Zillow, rely on Outreach to drive predictable and measurable growth, increase efficiency and effectiveness of customer-facing teams, and improve visibility into sales activity and performance."
Blueshift,https://www.crunchbase.com/organization/blueshift-labs,"Artificial Intelligence (AI), Data Center, Data Integration, Digital Marketing, Marketing Automation, SaaS, Software","San Francisco, California, United States",2014-01-01,year,104579996,USD,104579996,Blueshift is a software development company that uses AI technology to provide intelligent customer engagement across various platforms.,"2,901",,"2,545",6,2024-01-16,40000000,USD,40000000,64579996,USD,64579996,"Nexus Venture Partners, New Enterprise Associates, Conductive Ventures, SBVA, CSC Upshot",6,19,3,"Manyam Mallela, Mehul Shah, Vijay Chittoor",101-250,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,https://blueshift.com,http://twitter.com/blueshiftlabs,http://www.facebook.com/blueshiftlabs,https://www.linkedin.com/company/blueshift-labs-inc,"Blueshift helps brands deliver relevant, connected experiences across every customer interaction. Its smart hub cdp uses patented AI technology to unify, inform, and activate the fullness of customer data across all channels and applications. It gives brands all the tools to seamlessly deliver experiences in real time across the entire customer journey.  Blueshift's platform leverages patented AI technology to integrate, enrich, and mobilize comprehensive customer data across diverse channels and applications. By achieving unified data, orchestrating omnichannel interactions, employing intelligent decision-making, and boasting unparalleled scalability, Blueshift equips brands with complete capabilities to provide personalized experiences in real-time throughout the entire customer journey."
Innovaccer,https://www.crunchbase.com/organization/innovaccer,"Analytics, Artificial Intelligence (AI), Database, Health Care","San Francisco, California, United States",2014-08-01,day,654100000,USD,654100000,Innovaccer provides an AI cloud platform for healthcare data management and analytics.,"3,272",,"2,860",9,2025-01-09,275000000,USD,275000000,654100000,USD,654100000,"Peak XV Partners, Lightspeed Venture Partners, B Capital, 500 Global, Lightspeed India Partners",5,28,3,"Abhinav Shashank, Kanav Hasija, Sandeep K Gupta",1001-5000,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://www.innovaccer.com,https://twitter.com/innovaccer,https://www.facebook.com/InnovAccer,https://www.linkedin.com/company/innovaccer,"Innovaccer offers a Healthcare Intelligence Cloud that transforms fragmented healthcare data into actionable insights, enhancing patient care and operational efficiency. The platform supports value-based care initiatives by integrating various functionalities such as risk adjustment, population health management, and omnichannel marketing."
Ontra,https://www.crunchbase.com/organization/ontra-ai,"Artificial Intelligence (AI), Document Management, Legal, Legal Tech, Software","San Francisco, California, United States",2014-01-01,year,310000000,USD,310000000,Ontra automates legal workflows with AI for contract and compliance management.,"3,521",,"3,083",3,2025-06-10,70000000,USD,70000000,240000000,USD,240000000,"Battery Ventures, Blackstone Group, Silicon Valley Bank, Mike Paulus",3,4,3,"Ben Levi, Lane Lillquist, Troy Pospisil",251-500,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.ontra.ai,https://x.com/ontra_ai,https://www.facebook.com/ontraai,https://www.linkedin.com/company/ontra-ai,"Ontra provides solutions for automating legal workflows, focusing on contract management, fund compliance, and entity management. The company uses AI technology to streamline processes, enabling sales teams to efficiently handle legal documents and obligations. By leveraging extensive data from numerous contracts, Ontra enhances negotiation capabilities and simplifies compliance tracking. This approach allows organizations to reduce manual work and improve accuracy in legal operations. Ontra's services support sales development representatives in accessing critical information quickly, facilitating better decision-making and operational efficiency."
Simbe Robotics,https://www.crunchbase.com/organization/simbe-robotics,"Artificial Intelligence (AI), Retail Technology, Robotics, Sales Automation","San Francisco, California, United States",2014-01-01,year,104000000,USD,104000000,Simbe Robotics builds automation solutions for shelf auditing and analytics.,"3,730",,"3,265",8,2024-10-24,50000000,USD,50000000,104000000,USD,104000000,"Venrock, Eclipse Ventures, Activant Capital, Pillar VC, SOSV",3,20,3,"Bradley Bogolea, Jeff Gee, Mirza Shah",51-100,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Information Technology, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,http://www.simberobotics.com,https://twitter.com/simberobotics,https://www.facebook.com/simberobotics,https://www.linkedin.com/company/simbe-robotics-inc,"Simbe Robotics automates repetitive tasks in retail execution. Tally, performs the repetitive and laborious tasks of auditing shelves for out-of-stock items, low stock items, misplaced items, and pricing errors. Tally operates safely during normal store hours alongside shoppers and employees."
Starship Technologies,https://www.crunchbase.com/organization/starship-technologies,"Artificial Intelligence (AI), Delivery, Delivery Service, Robotics","San Francisco, California, United States",2014-07-01,day,287715822,USD,287715822,Starship Technologies is a robotics company building fleets of self-driving delivery robots designed to deliver goods.,"3,807",,"3,332",7,2024-02-05,90000000,USD,90000000,231200000,USD,231200000,"European Investment Bank, HOF Capital, TDK Ventures, Shasta Ventures, Specialist VC",7,24,2,"Ahti Heinla, Janus Friis",501-1000,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",,,Active,For Profit,https://www.starship.xyz,https://twitter.com/StarshipRobots,https://www.facebook.com/starshiptech,https://www.linkedin.com/company/starshiptechnologies,"Starship Technologies is a robotics company building fleets of self-driving delivery robots designed to deliver goods locally within 30 minutes. The robots drive autonomously 99% of the time to make safe and environmentally friendly curb-side deliveries from a local hub. They also offering people convenient new services that improve everyday life. Starships Technologies robots are equipped with a sensor suite that includes cameras, GPS, and inertial measurement units. The company's aim is to fundamentally reshape how goods are shipped and delivered, and make local delivery, ultimately, free. It also enables a new era of instant delivery that works around your schedule at much lower costs. Starships Technologies was founded in 2014 and is headquartered in San Francisco, California."
Logz.io,https://www.crunchbase.com/organization/logz-io,"Analytics, Artificial Intelligence (AI), Big Data, Enterprise Software, SaaS","Boston, Massachusetts, United States",2014-01-01,year,121900000,USD,121900000,Logz.io provides a scalable and intelligent machine data analytics platform built on ELK and Grafana for monitoring modern applications.,"4,562",,"3,996",7,2020-11-24,23000000,USD,23000000,121900000,USD,121900000,"General Catalyst, Alumni Ventures, 83North, Pitango VC, Vintage Investment Partners",5,11,2,"Asaf Yigal, Tomer Levy",101-250,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://logz.io/,https://twitter.com/logzio,https://www.facebook.com/logz.io,https://www.linkedin.com/company/logz-io,"Logz.io provides an intelligent and scalable machine data analytics platform built on ELK and Grafana. Designed for monitoring modern applications, Logz.io combines cloud-native simplicity and scalability with crowdsourced artificial intelligence to help engineers identify critical issues before they occur and empower them to monitor, troubleshoot and secure mission-critical applications using one unified platform."
Auransa,https://www.crunchbase.com/organization/auransa,"Artificial Intelligence (AI), Biotechnology, Health Care, Pharmaceutical, Therapeutics","Palo Alto, California, United States",2014-01-01,year,18500000,USD,18500000,A clinical stage drug development company who aims to invent novel drugs for hard-to-treat diseases using its proprietary AI platform,"4,588",,"4,021",2,2020-08-24,15700000,USD,15700000,18500000,USD,18500000,"Lux Capital, DCVC, AME Cloud Ventures, 11.2 Capital, Harmonix Fund",,6,2,"Pek Lum, Viwat Visuthikraisee",11-50,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://www.auransa.com/,https://twitter.com/auransainc,,https://www.linkedin.com/company/auransa-inc/,"Auransa is a clinical stage drug development company who aims to invent high value, novel drugs for hard-to-treat diseases like cancer, auto-immune and neurological disorders using its proprietary AI platform and drug discovery expertise. The company's platform is used to understand biology of diseases at subtype level resolution, enabling it to predict compounds and targets of novel pharmacology for responder patient population. Current internal drug pipeline includes a first-in-class investigational new drug for cancer in clinical trials. Auransa has partnership with companies and institutions in the biopharma industry."
Owl Labs,https://www.crunchbase.com/organization/owl-labs,"Hardware, Intelligent Systems, Software, Video, Video Conferencing","Somerville, Massachusetts, United States",2014-01-01,year,47300000,USD,47300000,Owl Labs builds cutting-edge technology that creates deeply immersive collaborative experiences.,"4,716",,"4,130",4,2022-11-14,25000000,USD,25000000,47300000,USD,47300000,"Spark Capital, Playground Global, Matrix, iRobot, HP Tech Ventures",4,7,2,"Mark Schnittman, Max Makeev",101-250,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Science and Engineering, Software, Video",,,Active,For Profit,http://www.owllabs.com,https://twitter.com/owllabs,https://www.facebook.com/OwlLabs/,https://www.linkedin.com/company/owllabs/,"Owl Labs is a collaborative tech company revolutionizing how the world communicates through inclusive and immersive video experiences. Built for modern organizations, we’re dedicated to empowering hybrid and remote teams with our award-winning collaborative technology and product suite."
Wise Systems,https://www.crunchbase.com/organization/wise-systems,"Artificial Intelligence (AI), Enterprise Software, Fleet Management, Logistics, Machine Learning","Cambridge, Massachusetts, United States",2014-01-01,year,73050659,USD,73050659,Wise Systems' autonomous dispatch and routing software uses AI to improve fleet efficiency and customer service for last-mile operations.,"4,813",,"4,219",8,2021-10-06,50000000,USD,50000000,73050659,USD,73050659,"Techstars, Dynamo, S32, E14 Fund, Right Side Capital Management",5,18,4,"Ali Kamil, Chazz Sims, Jemel Derbali, Layla Shaikley",51-100,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",,,Active,For Profit,http://www.wisesystems.com,https://twitter.com/gowisesystems,https://www.facebook.com/WiseSystemsInc,https://www.linkedin.com/company/wise-systems---logistics-solutions/,"Wise Systems builds autonomous dispatch and routing software that uses machine learning to continuously improve fleet efficiency and customer service across last-mile operations in food, beverage, courier, energy, field service, and other markets. Used by some of the world’s largest brands, Wise Systems customers typically see 10-15% mileage reductions, significant increases in fleet utilization, and up to 80% decreases in late deliveries.  The Wise Systems platform applies software-based logic to all orders and makes intelligent, data-driven decisions to optimize both fleet performance and customer service — processing millions of data points and making thousands of real-time decisions that would be impossible for even the most experienced human dispatcher. The system automatically schedules routes, monitors routes in progress, and intelligently adjusts to day-of delays on the ground. The company was founded out of the MIT Media Lab and Center for Transportation Logistics in 2014 and is headquartered in Boston, Massachusetts."
Morning Consult,https://www.crunchbase.com/organization/morning-consult,"Artificial Intelligence (AI), Big Data, Business Intelligence, Machine Learning, Predictive Analytics","Washington, District of Columbia, United States",2014-10-01,month,91030000,USD,91030000,"Morning Consult is a global decision intelligence company changing how modern leaders make smarter, faster, and better decisions.","5,118",,"4,483",4,2021-06-08,60000000,USD,60000000,91030000,USD,91030000,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems, Phil Bronner",2,4,3,"Alex Dulin, Kyle Dropp, Michael Ramlet",251-500,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://morningconsult.com/,http://twitter.com/MorningConsult,https://www.facebook.com/MorningConsult/,https://www.linkedin.com/company/morning-consult/,"Morning Consult is a global decision intelligence company changing how modern leaders make smarter, faster, better decisions. The company pairs its proprietary high-frequency data with applied artificial intelligence to better inform decisions on what people think and how they will act. It was founded in 2014 and headquartered in Washington, District of Columbia."
Textio,https://www.crunchbase.com/organization/textio,"Artificial Intelligence (AI), Enterprise Software, Human Resources, Machine Learning, Natural Language Processing, Software","Seattle, Washington, United States",2014-09-25,day,42499972,USD,42499972,"Textio gives managers essential AI tools to become better, more confident leaders.","5,580",,"4,882",5,2022-01-04,999972,USD,999972,42499972,USD,42499972,"Industry Ventures, Scale Venture Partners, Emergence Capital, Bloomberg Beta, Cowboy Ventures",2,8,2,"Jensen Harris, Kieran Snyder",51-100,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://textio.com/,http://twitter.com/textio,https://www.facebook.com/textio,http://www.linkedin.com/company/textio,Textio helps companies hire and retain diverse teams by eliminating bias in the most critical moments across the talent lifecycle. Textio gives organizations the tools to build high-performing teams by attracting diverse talent and supporting their career growth.
Polarr,https://www.crunchbase.com/organization/polarr,"Artificial Intelligence (AI), Machine Learning, Photo Editing, Software, Video Editing, Web Apps","San Jose, California, United States",2014-08-01,day,13500000,USD,13500000,Polarr develops offline AI technology for photography and videos.,"5,637",,"4,936",3,2019-03-14,11500000,USD,11500000,13500000,USD,13500000,"Pear VC, Cota Capital, Threshold, ZhenFund, StartX (Stanford-StartX Fund)",2,5,3,"Borui Wang, Derek Yan, Enhao Gong",11-50,"Apps, Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video",,,Active,For Profit,https://www.polarr.com,https://twitter.com/polarr,http://www.facebook.com/polarrian/,http://www.linkedin.com/company/polarr-co/,"Polarr develops offline artificial intelligence technology for photography, video, and other creative use cases to provide developers with tools and resources to create applications that enable and make creations."
One Model,https://www.crunchbase.com/organization/onemodel,"Analytics, Artificial Intelligence (AI), Business Intelligence, Data Governance, Data Visualization, Enterprise Software, Generative AI, Human Resources, Predictive Analytics, SaaS","Austin, Texas, United States",2014-11-01,day,44818000,USD,44818000,One Model unifies HR data and delivers powerful people analytics to drive smarter workforce decisions.,"5,721",,"5,014",5,2023-08-07,41000000,USD,41000000,44700000,USD,44700000,"Techstars, Riverwood Capital, Right Side Capital Management, AV8 Ventures, Queensland Investment Corporation",1,9,3,"Chris Butler, David Wilson, Matthew Wilton",101-250,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.onemodel.co,https://www.twitter.com/onemodelhr,,https://www.linkedin.com/company/onemodel,"One Model is a comprehensive people analytics platform that helps organizations unlock the full value of their workforce data. By integrating disparate HR systems—from core HRIS to talent, performance, and engagement platforms—One Model provides a unified data foundation for meaningful analysis. With robust data engineering capabilities, One Model automates the transformation, modeling, and normalization of people data, enabling users to focus on insights rather than wrangling spreadsheets. The platform includes advanced analytics, customizable dashboards, predictive modeling, and even ethical AI capabilities to forecast outcomes and support better talent decisions. Whether you’re tackling workforce planning, diversity reporting, retention analysis, or executive reporting, One Model empowers HR teams, people analysts, and business leaders with clear, actionable insights. Designed for flexibility, transparency, and scale, One Model gives you full control over your data and models—no black boxes, no vendor lock-in. From quick wins to enterprise-wide transformation, One Model is your partner in building a data-driven HR function that drives business imp OneModel was launched in November 2014 and is based in Austin, Texas, United States."
