Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
Crescendo,https://www.crunchbase.com/organization/crescendo-874d,"Artificial Intelligence (AI), Customer Service, Outsourcing, Software","San Francisco, California, United States",2024-01-01,month,50000000,USD,50000000,Crescendo offers a full-stack customer service platform combining the most advanced AI with a global service team.,"1,951",,"1,710",1,2024-10-02,50000000,USD,50000000,50000000,USD,50000000,"General Catalyst, Celesta Capital, Alorica",1,3,4,"Anand Chandrasekaran, Andy Lee, Matt Price, Slava Zhakov",11-50,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.crescendo.ai,https://twitter.com/CrescendoCX,,https://www.linkedin.com/company/crescendocx,"Crescendo developed the world’s first augmented-AI customer experience (CX) platform that combines advanced AI with a global service team to deliver outcome-driven results for fast-moving, digitally-native enterprises growing quickly. With its unique approach, Crescendo offers scalable solutions that optimize both frontline and back office operations, helping companies create meaningful, personalized customer experiences."
Nexxa.ai,https://www.crunchbase.com/organization/nexxa-ai,"Artificial Intelligence (AI), Commercial Real Estate, Generative AI, Industrial, Manufacturing, Mining, Oil and Gas, Railroad, Software","Sunnyvale, California, United States",2024-05-01,day,4400000,USD,4400000,Specialized Artificial Intelligence for Heavy Industries,"2,013",,"1,764",1,2025-07-21,4400000,USD,4400000,4400000,USD,4400000,"Plug and Play, Augment Ventures, Propeller, A16Z GAMES Speedrun, Beat Ventures",1,10,2,"DH (David) Huang, Philipp Wehn",11-50,"Artificial Intelligence (AI), Data and Analytics, Energy, Manufacturing, Natural Resources, Real Estate, Science and Engineering, Software, Transportation",,,Active,For Profit,https://nexxa.ai/,,,https://www.linkedin.com/company/nexxa-ai,Nexxa.ai builds Multi-Agent Systems for the heavy industries the world relies on powered by a combination of computer use AI and AI tools like ml/computer vision. Tech companies have automated workflows for years—but industrial operations still rely on massive human labor forces to handle processes in fragmented systems. Human operated mission-critical workflows in non-tech industries far exceed the number in tech which leads to a massive opportunity for automation. Cookie-cutter solutions & agent builders don’t solve the problem due to lack of technical expertise and custom tools in these industries. Nexxa specialized AI agents take over the work of entire teams in industrial operations. Our computer use agents integrate with legacy systems and execute complex processes in the existing infrastructure of our customers. We build proprietary computer vision models that augment existing computer use agents so that the models understand the custom software environments of our customers.
Unframe,https://www.crunchbase.com/organization/unframe-fcd6,"Artificial Intelligence (AI), SaaS, Software","Cupertino, California, United States",2024-01-01,year,50000000,USD,50000000,"Unframe enables quick custom AI solutions with secure data handling and seamless integrations, all within a scalable platform.","2,037",,"1,784",2,2025-04-03,30000000,USD,30000000,50000000,USD,50000000,"Bessemer Venture Partners, Craft Ventures, TLV Partners, S Ventures, Third Point Ventures",7,7,,,11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.unframe.ai,https://x.com/UnframeAI,,https://www.linkedin.com/company/unframe-ai,"Unframe offers a platform for building custom AI solutions at scale. It provides rapid AI use case implementation, secure data handling, and seamless integration with existing systems. The platform uses a Blueprint Approach for more efficient results without sharing sensitive data. It's designed to meet enterprise needs, ensuring speed, accuracy, and full control over solutions without the risk of third-party dependencies."
Chai Discovery,https://www.crunchbase.com/organization/chai-discovery,"Artificial Intelligence (AI), Health Care, Life Science","San Francisco, California, United States",2024-01-01,year,30000000,USD,30000000,Chai Discovery develops AI models for molecular structure prediction in drug discovery.,"2,049",,"1,795",2,2024-09-09,30000000,USD,30000000,30000000,USD,30000000,"OpenAI, Thrive Capital, Nitesh Banta",2,3,,,1-10,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,,Active,,https://www.chaidiscovery.com,,,,"Chai Discovery creates Chai-1, a multi-modal foundation model designed for predicting molecular structures relevant to drug discovery. The model facilitates the unified prediction of proteins, small molecules, and nucleic acids, and is available for free for commercial applications. By enabling accurate predictions without the need for multiple sequence alignments, Chai-1 advances the capabilities of molecular modeling in the life sciences."
AgentSmyth,https://www.crunchbase.com/organization/agentsmyth,"Artificial Intelligence (AI), Financial Services, Trading Platform","New York, New York, United States",2024-03-01,day,11200000,USD,11200000,AgentSmyth provides AI agents for financial analysis and automated insights.,"2,159",,"1,889",2,2025-06-02,8700000,USD,8700000,11200000,USD,11200000,"BNY, Thomson Reuters Ventures, FinTech Collective, systemic ventures, Michael Rafferty",3,7,3,"Daniel McCooey, Michael Block, Pulkit Jaiswal",1-10,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software",,,Active,For Profit,https://www.agentsmyth.com,https://x.com/AgentSmyth_,,https://www.linkedin.com/company/agentsmyth,"AgentSmyth offers AI-driven solutions that assist sales teams in gathering insights about other companies. The platform utilizes a variety of data sources to deliver actionable intelligence, enabling sales development representatives to make informed decisions. By automating the analysis of financial data, AgentSmyth streamlines the research process, allowing users to focus on building relationships and closing deals. The service enhances the efficiency of sales efforts by providing real-time information tailored to the needs of its clients. Overall, AgentSmyth supports sales professionals in navigating complex market landscapes with relevant and timely data."
Backstroke,https://www.crunchbase.com/organization/backstroke,"Artificial Intelligence (AI), Content, Email Marketing, Information Technology, Software","Indianapolis, Indiana, United States",2024-01-01,year,7599984,USD,7599984,Backstroke is an IT firm offering a AI generative platform and tools for email marketers to create content.,"2,259",,"1,973",2,2025-07-16,2800000,USD,2800000,7599984,USD,7599984,"Allos Ventures, High Alpha, Ground Game Ventures",2,3,,,1-10,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Media and Entertainment, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,https://www.backstroke.com/,,,https://www.linkedin.com/company/backstroke-ai/,
Toma,https://www.crunchbase.com/organization/toma-7107,"Artificial Intelligence (AI), Automotive, Call Center, Software","San Francisco, California, United States",2024-01-01,month,17500000,USD,17500000,"Artificial Intelligence, SaaS, Voice, Automotive","2,301",,"2,007",3,2025-06-05,17000000,USD,17000000,17500000,USD,17500000,"Andreessen Horowitz, Y Combinator, Flex Capital, Vijay Krishnan, Holman",2,12,3,"Anthony Krivonos, Junyu Huang, Monik Pamecha",11-50,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",,,Active,For Profit,https://www.toma.com,https://x.com/tomaauto,,https://www.linkedin.com/company/tomavoice/,AI Workforce for Automotive
Caddi,https://www.crunchbase.com/organization/caddi-5cad,"FinTech, Legal Tech, Robotic Process Automation (RPA), Software","Seattle, Washington, United States",2024-01-01,year,5500000,USD,5500000,Caddi automates repetitive work for professional services with AI-driven “Automation by Demonstration.” No code required.,"2,463",,"2,151",2,2025-03-05,5000000,USD,5000000,5500000,USD,5500000,"Founders' Co-op, AI2 Incubator, Ubiquity Ventures",2,3,2,"Aditya Sastry, Alejandro Castellano",1-10,"Artificial Intelligence (AI), Financial Services, Professional Services, Software",,,Active,For Profit,https://www.trycaddi.com,,,https://www.linkedin.com/company/caddiai,"Caddi is an AI-driven platform that eliminates repetitive work for professional services through “Automation by Demonstration.” By simply recording a task once, our AI learns and automates the entire workflow—no code required. Consulting, accounting, legal, financial, marketing, and other service teams use Caddi to save time, reduce errors, and focus on high-value client work. Founded by experts in AI and cloud-scale infrastructure, Caddi brings deep knowledge of professional services’ day-to-day challenges. Our mission is to free professionals from tedious, manual tasks so they can devote more energy to delivering superior outcomes and growing their businesses."
Trio,https://www.crunchbase.com/organization/trio-d927,"Artificial Intelligence (AI), Asset Management, Cloud Security, Compliance, Education, Enterprise Software, Health Care, Information Technology, Mobile Devices, SaaS","California City, California, United States",2024-01-01,year,2000000,USD,2000000,"AI-optimized UEM/MDM for IT teams. Trio helps secure, automate, and monitor devices across business and education.","2,471",,"2,157",3,2025-01-01,750000,USD,750000,2000000,USD,2000000,,,,2,"Javad Zaeri Kamran, Saeid Alirezaei",11-50,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Education, Financial Services, Hardware, Health Care, Information Technology, Mobile, Privacy and Security, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://trio.so,https://twitter.com/triomdm,,https://www.linkedin.com/company/trio-so,"Trio is a modern, AI-powered UEM & MDM platform designed for MSPs, SMBs, and schools. We help IT teams securely manage, automate, and monitor multi-platform devices across Windows, macOS, iOS, Android, and ChromeOS – all from one unified dashboard. Trio replaces fragmented tools with a scalable, policy-driven system that supports patching, compliance, SaaS management, and remote control. Our mission is to simplify IT operations while meeting modern security standards like Zero Trust and GDPR. Backed by early adoption in education and MSP sectors, Trio combines human-centric design with automation to reduce IT workload by up to 60%. We’re building the future of device management – flexible, secure, and AI-augmented."
Audos,https://www.crunchbase.com/organization/audos,"Artificial Intelligence (AI), Incubators, Venture Capital","New York, New York, United States",2024-01-01,year,11500000,USD,11500000,Audos helps everyday entrepreneurs build small AI companies by providing tools to author AI agents.,"2,525",,"2,207",2,2025-06-26,11500000,USD,11500000,11500000,USD,11500000,"True Ventures, Offline Ventures, Bungalow Capital Management, Niklas Zennström, Leila Zegna",1,7,,,11-50,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software",,,Active,For Profit,https://audos.com/,,https://www.facebook.com/profile.php?id=100087174654267#,https://www.linkedin.com/company/audos,Audos helps everyday entrepreneurs build small AI companies by providing tools to author AI agents and create businesses around personal interests and experiences.
Fastino,https://www.crunchbase.com/organization/fastino,"Artificial Intelligence (AI), Software","Palo Alto, California, United States",2024-04-01,month,24500000,USD,24500000,Fastino enable developers everywhere to do more with AI.,"2,533",,"2,215",3,2025-07-03,,,,24500000,USD,24500000,"Khosla Ventures, Insight Partners, Valor Equity Partners, New Enterprise Associates, CRV",4,11,2,"Ash Lewis, George Maloney",11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.fastino.ai/,https://x.com/fastinoai,,https://www.linkedin.com/company/fastinoai/,"Fastino provides enterprise AI developers with high-performance, task-optimized language models built to scale."
Rilian Technologies,https://www.crunchbase.com/organization/rilian,"Artificial Intelligence (AI), Cyber Security, Information Technology, Internet, National Security, Security","New York, New York, United States",2024-01-01,year,5000000,USD,5000000,"Rilian is a cybersecurity innovator enabling sovereign-controlled, nation-scale defense, powered by automation and built for compliance.","2,543",,"2,224",1,2024-06-03,5000000,USD,5000000,5000000,USD,5000000,"Liquid 2 Ventures, Tamarack Global",,2,1,Christian Schnedler,1-10,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Information Technology, Internet Services, Privacy and Security, Science and Engineering, Software",,,Active,For Profit,https://riliantech.com/,https://x.com/RilianTech,,https://www.linkedin.com/company/riliantech/,"Rilian is a cybersecurity innovator enabling sovereign-controlled, nation-scale defense, powered by automation and built for compliance."
Helios,https://www.crunchbase.com/organization/helios-3ae2,"Artificial Intelligence (AI), Government, GovTech, Productivity Tools, SaaS","New York, New York, United States",2024-01-01,year,4000000,USD,4000000,Helios develops an AI-powered platform to assist government employees with policy tracking and stakeholder management.,"2,613",,"2,285",1,2025-07-11,4000000,USD,4000000,4000000,USD,4000000,"Alumni Ventures, Unusual Ventures, Founders, Inc.",1,3,3,"Brandon Smith, Joe Scheidler, Joseph A. Farsakh",1-10,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://heliosintel.ai,https://x.com/HeliosIntel,,https://www.linkedin.com/company/heliosintel,"Helios develops an AI-powered platform to assist government employees with policy tracking and stakeholder management. Its AI-powered platform, Proxi, continuously monitors legislation, regulations, and public sector signals to flag the developments that matter most. It maps the policy landscape, tracks key stakeholders and influence networks, and generates polished advocacy materials in seconds."
Franzy,https://www.crunchbase.com/organization/franzy-c553,"Artificial Intelligence (AI), Business Development, Franchise, Information Technology, Marketplace","Charlotte, North Carolina, United States",2024-11-26,day,3400000,USD,3400000,Information Technology and Marketplace,"2,738",,"2,398",2,2025-07-15,2200000,USD,2200000,3400000,USD,3400000,"Eric Eubank, Overline, Front Porch Venture Partners, Daren Cotter, Avalanche VC",2,6,2,"Alex Smereczniak, Chris Wright",1-10,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Information Technology, Other, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://franzy.com/,https://x.com/franzyinc,https://www.facebook.com/franzyinc,https://www.linkedin.com/company/franzy/,"Franzy is the ""Zillow for franchising""—a smarter, more transparent way to find, compare, and finance franchise opportunities. We match aspiring entrepreneurs with the right franchise brands based on their goals, experience, and budget, making the path to business ownership simpler, faster, and more accessible."
Jeeva.ai,https://www.crunchbase.com/organization/jeeva-ai,"Artificial Intelligence (AI), Machine Learning, Sales Automation","Santa Monica, California, United States",2024-01-01,year,24320000,USD,24320000,"Jeeva.ai is an AI-powered platform that provides automated lead discovery, data enrichment, and outreach services.","2,875",,"2,520",2,2025-04-04,8320000,USD,8320000,24320000,USD,24320000,"Sapphire Ventures, Bonfire Ventures",,2,,,51-100,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,https://www.jeeva.ai,https://x.com/jeeva_ai,https://www.facebook.com/people/Jeevaai/61569873634251,https://www.linkedin.com/company/jeeva-ai-hq,
Empirical Security,https://www.crunchbase.com/organization/empirical-security-8ec5,"Artificial Intelligence (AI), Cyber Security, Network Security","Chicago, Illinois, United States",2024-01-01,year,11935326,USD,11935326,Empirical builds mathematical models for security data.,"2,914",,"2,557",1,2025-07-17,11935326,USD,11935326,11935326,USD,11935326,"HPA Holding, Costanoa Ventures, Sixty Degree Capital, DNX Ventures, Gerhard Eschelbeck",1,7,,,1-10,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",,,Active,For Profit,https://www.empiricalsecurity.com/,,,https://www.linkedin.com/company/empiricalsecurity,
2wai,https://www.crunchbase.com/organization/2wai,"Artificial Intelligence (AI), Information Technology","Los Angeles, California, United States",2024-01-01,year,5000000,USD,5000000,"2wai.ai is a platform that enables users to create and interact with highly realistic AI-powered avatars, called ""HoloAvatars"".","3,069",,"2,683",1,2025-06-25,5000000,USD,5000000,5000000,USD,5000000,,,,,,1-10,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,,https://www.2wai.ai,,,https://www.linkedin.com/company/2wai/,"2wai.ai is pioneering the creation of lifelike, interactive digital avatars that prioritize user control, privacy, and accessibility, aiming to transform how people engage with creators, brands, and digital personalities."
Elysian,https://www.crunchbase.com/organization/elysian-insurance-services-b8ca,"Artificial Intelligence (AI), FinTech, Generative AI, Insurance, InsurTech","Nashville, Tennessee, United States",2024-06-01,month,9000000,USD,9000000,Elysian is an AI-native Third-Party Administrator offering claims handling and portfolio oversight for commercial insurance cases.,"3,244",,"2,837",2,2025-07-18,6000000,USD,6000000,6000000,USD,6000000,American Family Ventures,1,1,3,"Dinyar Mistry, Grace Hanson, Kashif Razzaqui",11-50,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",,,Active,For Profit,https://elysian.is,,,https://www.linkedin.com/company/elysianclaims,"Elysian is an AI-native third‑party administrator that provides end‑to‑end claims handling and portfolio oversight for complex commercial insurance cases. It combines its proprietary AI “Claim Conductor” platform with experienced adjusters to process claims from first notice through settlement, while offering real‑time analytics, compliance tracking, and early warning signals. The company also delivers portfolio-wide quality assurance and risk monitoring, applying consistent AI‑orchestrated workflows alongside human judgment. Its services cater to insurance carriers, MGAs, captives, fronting carriers, and self-insured entities seeking specialized support in managing liability, property, auto, professional, and other commercial lines."
BackOps AI,https://www.crunchbase.com/organization/backops-ai,"Artificial Intelligence (AI), Software, Supply Chain Management","San Francisco, California, United States",2024-01-01,year,10000000,USD,10000000,BackOps AI revolutionize supply chain management with AI-Driven autonomous business solutions.,"3,504",,"3,069",2,2025-06-24,8000000,USD,8000000,10000000,USD,10000000,"Construct Capital, 10vc, Gradient",2,3,2,"Henry Ou, Sean McCarthy",1-10,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",,,Active,For Profit,https://www.backops.ai/,,,https://www.linkedin.com/company/backops-ai/,BackOps AI revolutionize supply chain management with AI-Driven autonomous business solutions.
CozmoX AI (YC W22),https://www.crunchbase.com/organization/cozmox-ai,"Artificial Intelligence (AI), Generative AI, Health Care, Insurance, Machine Learning, Natural Language Processing, Real Estate, SaaS","San Francisco, California, United States",2024-12-01,month,4000000,USD,4000000,"CozmoX AI is the AWS for voice AI—build, deploy, and scale natural-sounding AI employees to replace repetitive roles in days, not months.","3,524",,"3,086",2,2022-08-22,3000000,USD,3000000,4000000,USD,4000000,"Goodwater Capital, Y Combinator, Rebel Fund, Dubai Future District Fund, Trampoline Venture Partners",1,7,2,"Alok Kumar, Nuha Hashem",11-50,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Health Care, Real Estate, Science and Engineering, Software",,,Active,For Profit,https://www.cozmox.ai,https://www.x.com/cozmoxai,,https://www.linkedin.com/company/cozmox-ai,"CozmoX AI is an end-to-end platform for creating and deploying AI voice employees that can truly replace repetitive human roles at enterprise scale.  Just as AWS revolutionized cloud computing, we're transforming how businesses build AI workers - complete with natural voice interactions, task automation, and learning capabilities. Our platform enables companies to rapidly deploy AI employees who can handle customer service, sales, administrative tasks, and more, with the ability to speak naturally, understand context, and execute complex workflows.  With CozmoX AI, you can build, test, and scale your AI workforce in days instead of months, while maintaining enterprise-grade security and full control over your AI employees' capabilities and learning.  We are backed by Y Combinator, Dubai Future District Fund, Goodwater Capital, Rebel Fund and leading global investors."
