Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
Dexterity,https://www.crunchbase.com/organization/dexterity-93d4,"Artificial Intelligence (AI), Logistics, Robotics, Supply Chain Management, Warehouse Automation, Warehousing","Redwood City, California, United States",2017-01-01,year,291200000,USD,291200000,"Dexterity provides AI-powered robotic solutions for logistics, warehouses, and supply chains.",628,,545,5,2025-03-11,95000000,USD,95000000,291200000,USD,291200000,"Lightspeed Venture Partners, Ballistic Ventures, Kleiner Perkins, Obvious Ventures, Liquid 2 Ventures",2,11,1,Samir Menon,251-500,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",,,Active,For Profit,https://www.dexterity.ai,https://x.com/dexterityrobots,,https://www.linkedin.com/company/dexterityinc,"Dexterity offers robots as a service solution for logistics, warehousing, and supply chain operations. The company provides a 'robots as a service' model, which allows businesses to efficiently integrate robotics into their supply chain operations. Dexterity's flagship product, DexR, is a two-armed robot designed for tasks like truck loading, equipped with machine vision and force sensing technologies."
Bear Robotics,https://www.crunchbase.com/organization/bear-robotics-inc,"Artificial Intelligence (AI), Hospitality, Machine Learning, Robotics, Software","Redwood City, California, United States",2017-05-01,month,175750000,USD,175750000,Bear Robotics is an AI-automated robotics platform that offers for the food service and hospitality field.,673,,586,7,2024-03-11,60000000,USD,60000000,175750000,USD,175750000,"LG Electronics, SoftBank, Vela Partners, TIPS Program, Woowa Bros",3,17,4,"Brennand Pierce, Fangwei Li, John Ha, Juan Higueros",251-500,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Travel and Tourism",,,Active,For Profit,https://bearrobotics.ai,https://twitter.com/bearrobotics,,https://www.linkedin.com/company/bear-robotics-inc,"Bear Robotics addresses the increased pressure faced by the restaurant industry around wages, labor supply, and cost efficiencies. It aims to revolutionize the restaurant and food service industry using robotics and AI. The company makes robots that help customers receive an improved dining experience, employees with greater job satisfaction, and owners of restaurants with an increase in profits."
Anduril Industries,https://www.crunchbase.com/organization/anduril-industries,"Aerospace, Artificial Intelligence (AI), Government, Military, National Security","Costa Mesa, California, United States",2017-06-21,day,6195000000,USD,6195000000,Anduril Industries is a defense product company that builds technology for military agencies and border surveillance.,680,,593,11,2025-06-05,2500000000,USD,2500000000,6171000000,USD,6171000000,"Andreessen Horowitz, General Catalyst, BlackRock, Founders Fund, Valor Equity Partners",6,45,5,"Brian Schimpf, Joseph Chen, Matt Grimm, Palmer Luckey, Trae Stephens",1001-5000,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.anduril.com,https://x.com/anduriltech,https://www.facebook.com/andurilindustries,https://www.linkedin.com/company/andurilindustries,Anduril Industries is a defense product company that builds technology for military agencies and border surveillance. Anduril commits top technical talent to solve complex national security challenges. The company is building the next generation of technology that will aid and protect those who serve on the front lines defending the nation and its interests. Andurils' mission is to develop innovative technology that enables America and its allies to maintain global leadership now and into the future.
Outcomes4Me,https://www.crunchbase.com/organization/outcomes4me,"Artificial Intelligence (AI), Health Care, Medical, Oncology, Personal Health, Software","Boston, Massachusetts, United States",2017-01-01,year,37700000,USD,37700000,Outcomes4Me develops direct-to-patient AI-driven platform designed to assist cancer patients in managing their care.,820,,721,3,2025-05-29,21000000,USD,21000000,37700000,USD,37700000,"Sierra Ventures, LabCorp, Salica, Asset Management Ventures (AMV), IRA Capital",3,8,2,"Maya R. Said, Osama E. Rahma",11-50,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://www.outcomes4me.com,https://twitter.com/outcomes4me,https://www.facebook.com/outcomes4me,https://www.linkedin.com/company/outcomes4me,"Outcomes4Me provides an AI-powered digital platform designed to assist cancer patients in managing their care. The platform integrates clinical guidelines, genomic data, and clinical trial information to offer personalized treatment options. Patients can access features such as symptom tracking, medication management, and tailored clinical trial matching. Outcomes4Me also facilitates the organization and understanding of medical records, enabling users to make informed decisions in collaboration with their healthcare providers. The platform is developed in collaboration with experts in oncology and aims to support patients throughout their treatment journey."
Weights & Biases,https://www.crunchbase.com/organization/weights-biases,"Artificial Intelligence (AI), Data Visualization, Developer Tools, Generative AI, Machine Learning","San Francisco, California, United States",2017-07-01,month,250000000,USD,250000000,Weights & Biases is a developer-first MLOps platform that builds machine learning performance visualization tools.,927,,810,7,2023-09-01,,,,250000000,USD,250000000,"Gaingels, NVIDIA, Insight Partners, Bond, Coatue",8,18,3,"Chris Van Pelt, Lukas Biewald, Shawn Lewis",251-500,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.wandb.ai,https://www.twitter.com/weights_biases,https://www.facebook.com/weightsandbiases,https://www.linkedin.com/company/wandb,"Weights & Biases offers performance visualization tools for machine learning. It helps companies turn deep learning research projects into deployed software by helping teams track their models, visualize model performance, and easily automate training and improving models."
GigaIO,https://www.crunchbase.com/organization/gigaio,"Artificial Intelligence (AI), Computer, Electronics, Information Technology, Machine Learning, Network Hardware, Network Security, Software","Carlsbad, California, United States",2017-01-01,year,40200000,USD,40200000,GigaIO develops high performance interconnect memory fabric solutions for computing clusters.,932,,815,4,2025-07-17,21000000,USD,21000000,40200000,USD,40200000,"Cerberus Capital Management, SK Hynix, Impact Venture Capital, Mark IV Capital, CerraCap Ventures",2,10,2,"Alan Benjamin, Joey Maitra",11-50,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Privacy and Security, Science and Engineering, Software",,,Active,For Profit,http://gigaio.com/,https://twitter.com/giga_io,,https://www.linkedin.com/company/gigaionet.com/,"Headquartered in Carlsbad, California, GigaIO democratizes AI and HPC architectures by delivering the elasticity of the cloud at a fraction of the TCO (Total Cost of Ownership). With its universal dynamic infrastructure fabric, FabreX™, and its innovative open architecture using industry-standard PCI Express/soon CXL technology, GigaIO breaks the constraints of the server box, liberating resources to shorten time to results. Data centers can scale up or scale out the performance of their systems, enabling their existing investment to flex as workloads and business change over time. For more information, contact info@gigaio.com or visit www.gigaio.com."
Notable,https://www.crunchbase.com/organization/notable,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Information Services, Software","San Mateo, California, United States",2017-01-01,year,119200000,USD,119200000,Notable is the AI platform for healthcare operations.,939,,822,4,2021-11-03,100000000,USD,100000000,119200000,USD,119200000,"8VC, ICONIQ Growth, Oak HC/FT, Greylock, Maverick Ventures",4,6,3,"Adam Ting, Justin White, Pranay Kapadia",251-500,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",,,Active,For Profit,http://notablehealth.com/,https://twitter.com/notablehealth,https://www.facebook.com/notablehealth/,https://www.linkedin.com/company/notablehealth/,"Notable is the AI platform for healthcare operations. Deployed at over 10,000 sites of care, Notable automates over a million repetitive workflows every day across Registration and Intake, Scheduling and Referrals, Assistant, Authorizations, Care Gap Closure, and HCC Chart Review. The result: personalized, streamlined care for patients, the elimination of burdensome manual work for caregivers, and improved financial health for healthcare providers."
Syntiant,https://www.crunchbase.com/organization/syntiant,"Artificial Intelligence (AI), Machine Learning, Semiconductor, Sensor","Irvine, California, United States",2017-05-25,day,91372257,USD,91372257,Syntiant is a deep learning tech company providing AI voice and sensor solutions.,970,,848,6,2024-12-28,,,,91372257,USD,91372257,"Alumni Ventures, Microsoft, Bosch Ventures, Khazanah Nasional, Amazon Alexa Fund",5,21,4,"Jeremy Holleman, Kurt Busch, Pieter Vorenkamp, Steph Bailey",1001-5000,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",,,Active,For Profit,https://www.syntiant.com,https://mobile.twitter.com/syntiantcorp,https://www.facebook.com/syntiant,https://www.linkedin.com/company/syntiant-corp,"Syntiant is moving artificial intelligence and machine learning from the cloud to edge devices. Syntiant’s advanced chip solutions merge deep learning with semiconductor design to produce ultra-low-power, high performance, deep neural network processors for always-on applications in battery-powered devices, such as smartphones, smart speakers, earbuds, hearing aids, and laptops."
ThroughPut,https://www.crunchbase.com/organization/throughput-inc,"Analytics, Artificial Intelligence (AI), Big Data, Industrial Automation, Industrial Manufacturing, Logistics, Machine Learning, SaaS, Software, Supply Chain Management","Palo Alto, California, United States",2017-02-21,day,10975000,USD,10975000,Grow your bottom line with supply chain data orchestration,"1,022",,891,5,2022-05-01,,,,10975000,USD,10975000,"Plug and Play, Team Ignite Ventures, Innova Memphis, Sacramento Angels, Bishop Ranch Intelligence Innovation Accelerator",,6,3,"Ali Hasan Raza, Bhaskar Ballapragada, Seth Page",11-50,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software, Transportation",,,Active,For Profit,https://throughput.world,https://www.twitter.com/throughput_inc,https://www.facebook.com/throughputinc,https://www.linkedin.com/company/10548156/admin/,"ThroughPut solves the “Data-to-Dollars” Problem with it's AI Software. Leveraging your existing Data, ThroughPut AI software solves your Operational Inefficiencies across your end-to-end global Supply Chain, so your existing Teams can Increase Output, Profitability & Inventory Turns immediately.  ThroughPut's goal is to eliminate $25 Trillion of annual Industrial Operational Waste dragging down the $90 Trillion global Economy. By freeing-up working capital, organizations are free to reinvest across all their shareholders, including investors, workers, capital equipment, stockholders, partners, their communities, and ultimately the world."
CLARA Analytics,https://www.crunchbase.com/organization/clara-analytics,"Analytics, Artificial Intelligence (AI), FinTech, Insurance, InsurTech, Machine Learning, Software","Sunnyvale, California, United States",2017-01-01,year,60500000,USD,60500000,CLARA Analytics utilizes AI and data analytics to help insurance companies process and analyze large amounts of data related to claims.,"1,084",,948,5,2024-02-21,,,,60500000,USD,60500000,"Oak HC/FT, Spring Lake Equity Partners, QBE Ventures, Nationwide Ventures, Aspen Capital Group",4,6,1,Jayant Lakshmikanthan,11-50,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",,,Active,For Profit,https://www.claraanalytics.com,https://www.twitter.com/claraanalytics,https://www.facebook.com/clara-analytics-579619742222804,https://www.linkedin.com/company/clara-analytics,"CLARA Analytics improves claims outcomes in commercial insurance with easy-to-use AI-based products. The company’s product suite applies image recognition, natural language processing, and other AI-based techniques to unlock insights from medical notes, bills and other documents surrounding a claim. CLARA’s predictive insight gives adjusters “AI superpowers” that help them reduce claim costs and optimize outcomes for the carrier, customer and claimant. CLARA’s customers include companies from the top 25 global insurance carriers to large third-party administrators and self-insured organizations."
Subtle Medical,https://www.crunchbase.com/organization/subtle-medical,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical","Menlo Park, California, United States",2017-08-01,day,59200000,USD,59200000,Subtle Medical provides AI-powered technology for medical imaging.,"1,294",,"1,131",11,2025-07-09,,,,55300000,USD,55300000,"Bessemer Venture Partners, Foothill Ventures, Fusion Fund, DCVC, 3E Bioventures",5,21,2,"Enhao Gong, Greg Zaharchuk",11-50,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://subtlemedical.com,https://twitter.com/SubtleMedical,,https://www.linkedin.com/company/subtlemedical,"Subtle Medical develops AI-powered software solutions that enhance MRI and PET image quality and accelerate scan times. Its products, such as SubtleHD and SubtlePET, aim to improve diagnostic confidence and streamline clinical workflows. The company's technology is vendor-neutral and designed to expedite patient care."
Descript,https://www.crunchbase.com/organization/descript,"Artificial Intelligence (AI), Audio, Consumer Software, Music, Speech Recognition, Video Editing","San Francisco, California, United States",2017-01-01,year,100000000,USD,100000000,"Descript is a collaborative audio and video editor that transcribes audio to a text document for editing, training, and collaboration.","1,312",,"1,146",4,2022-10-27,50000000,USD,50000000,100000000,USD,100000000,"OpenAI, Andreessen Horowitz, Spark Capital, Redpoint, HubSpot Ventures",4,25,1,Andrew Mason,101-250,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Music and Audio, Science and Engineering, Software, Video",,,Active,For Profit,https://www.descript.com,https://x.com/descriptapp,https://www.facebook.com/descriptapp,https://www.linkedin.com/company/descript,"Descript is a collaborative audio and video editor that transcribes audio to a text document for editing. It also provides automated and manual transcribing solutions for voice audio files. In addition, the platform utilizes speech recognition technology to transcribe audio and video files in a short duration of time. Descript also offers AI-powered features and intuitive interface that fuel YouTube and TikTok channels, top podcasts, and businesses using video for marketing, sales, and internal training and collaboration"
Arine,https://www.crunchbase.com/organization/arine,"Artificial Intelligence (AI), Health Care, Medical, Pharmaceutical","San Francisco, California, United States",2017-01-01,year,70000000,USD,70000000,"Arine uses AI to optimize medication therapy, improving patient outcomes and reducing healthcare costs for payers and providers.","1,429",,"1,247",6,2025-05-16,30000000,USD,30000000,70000000,USD,70000000,"MaC Venture Capital, Town Hall Ventures, Katalyst Ventures, Kaiser Permanente Ventures, SCAN Group",3,11,3,"David de Vries, Penjit Moorhead, Yoona Kim",101-250,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://www.arine.io,https://twitter.com/arinehealth,,https://www.linkedin.com/company/arinehealth,Arine offers a comprehensive medication management platform that identifies and supports individuals at risk of medication-related problems to prevent negative health events. The platform integrates clinical expertise and data analytics to optimize medications and improve health outcomes.
Kong,https://www.crunchbase.com/organization/konghq,"Artificial Intelligence (AI), Cloud Computing, Cloud Data Services, Developer APIs, Enterprise Software, Open Source","San Francisco, California, United States",2017-10-01,month,344101000,USD,344101000,"Kong is a cloud-native platform that powers API-led connectivity for developer productivity, automating security, and microservices.","1,805",,"1,578",7,2024-11-19,175000000,USD,175000000,344101000,USD,344101000,"Andreessen Horowitz, Index Ventures, Goldman Sachs, New Enterprise Associates, Sapphire Ventures",6,27,3,"Augusto Marietti, Marco Palladino, Michele Zonca",501-1000,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",,,Active,For Profit,https://konghq.com,https://x.com/thekonginc,https://www.facebook.com/konginc,https://www.linkedin.com/company/konghq,"Kong develops cloud API technologies that allow organizations to build AI applications while ensuring centralized API security, governance, and visibility across all services. It is an API platform that develops cloud API technologies to help with productivity, automate security, and push the performance of APIs."
MindsDB,https://www.crunchbase.com/organization/mindsdb,"Database, Machine Learning, Open Source, Predictive Analytics, Software","Berkeley, California, United States",2017-01-01,year,54355000,USD,54355000,MindsDB is an open-source platform that enables developers to integrate machine learning into applications.,"1,855",,"1,621",6,2023-08-08,5000000,USD,5000000,54355000,USD,54355000,"Y Combinator, Speedinvest, Mayfield Fund, TQ Ventures, Benchmark",4,18,2,"Adam Carrigan, Jorge Torres",11-50,"Artificial Intelligence (AI), Data and Analytics, Software",,,Active,For Profit,http://mindsdb.com,https://www.twitter.com/mindsdb,https://www.facebook.com/MindsDB,https://www.linkedin.com/company/mindsdb,MindsDB utilizes machine learning so its users can ask predictive questions of their data and receive accurate answers from it. Adam Carrigan and Jorge Torres founded the open source company with a mission to democratize machine learning. MindsDB was a graduate of YCombinator's recent Winter 2020 batch and was recently recognized by Forbes as one of America's most promising AI companies.
