Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
Hebbia,https://www.crunchbase.com/organization/hebbia,"Artificial Intelligence (AI), Business Intelligence, Productivity Tools, Software","New York, New York, United States",2020-08-14,day,161100000,USD,161100000,Hebbia is an AI platform that helps companies transform heaps of information into insights.,749,,655,3,2024-07-08,130000000,USD,130000000,161100000,USD,161100000,"Andreessen Horowitz, Index Ventures, Abstract, Radical Ventures, Floodgate",3,16,3,"George Sivulka, Lukas Schmit, Tim Lupo",101-250,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,http://hebbia.com,https://twitter.com/hebbiaai,,http://linkedin.com/company/hebbia,"Hebbia is the interface for AGI– the first AI platform that works the way humans work. Designed to tackle even the most complex tasks, it turns prompts into processes that AI agents complete. Finance, law, government, and pharma professionals from the world’s largest institutions are using Hebbia to execute workflows with hundreds of steps over millions of documents. While other systems are a black box, Hebbia shows its work, letting users verify, trust, and collaborate with AI."
You.com,https://www.crunchbase.com/organization/you-com-523e,"Artificial Intelligence (AI), Chatbot, Generative AI, Information Technology, Internet, Search Engine","Palo Alto, California, United States",2020-01-01,year,95000000,USD,95000000,You.com is an AI chatbot and search engine that uses LLM to deliver personalized responses to queries with human-like replies.,860,,755,5,2025-07-23,,,,95000000,USD,95000000,"Norwest Venture Partners, Gaingels, NVIDIA, Alumni Ventures, DuckDuckGo",4,16,2,"Bryan McCann, Richard Socher",51-100,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",,,Active,For Profit,https://you.com,https://x.com/youdotcom,https://www.facebook.com/YouSearchEngine,https://www.linkedin.com/company/youdotcom,"You.com, founded by top AI research scientists, is a revolutionary AI chatbot and search engine. You.com uses a Large Language Model (LLM) to deliver personalized responses to queries with human-like replies. Its AI tools YouChat, YouCode, YouWrite, and YouImagine provide efficient web search, content and image creation, and code generation. With advanced machine learning, You.com streamlines answers to complex questions, aids in tasks, and supports research with citations and up-to-date information, enhancing productivity and saving time."
Refiberd,https://www.crunchbase.com/organization/refiberd,"Artificial Intelligence (AI), Industrial Manufacturing, Recycling, Robotics, Sustainability","Cupertino, California, United States",2020-05-01,month,2746814,USD,2746814,Refiberd uses AI and hyperspectral imaging systems to enable intelligent sorting in textile-to-textile recycling.,868,,763,8,2025-06-03,200000,USD,200000,2246814,USD,2246814,"Google for Startups, Better Ventures, True Wealth Ventures, PDS Ventures, eBay Ventures",6,6,3,"Mingyue (Ida) Wang, Sarika Bajaj, Tushita Gupta",1-10,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software, Sustainability",,,Active,For Profit,https://refiberd.com,,,https://www.linkedin.com/company/refiberd,"Refiberd uses AI and hyperspectral imaging systems to enable intelligent sorting in textile-to-textile recycling.  Their technology accurately detects fiber composition and contaminants in textile waste, aiming to divert up to 70% of such waste to high-value recyclers. The company aims to empower the fashion industry by enhancing the recycling process, transforming discarded textiles into new materials."
BrightAI,https://www.crunchbase.com/organization/brightai,"Artificial Intelligence (AI), Cloud Computing, Internet of Things, Mobile","San Francisco, California, United States",2020-01-01,year,66000000,USD,66000000,BrightAI provides physical AI solutions for infrastructure and services.,945,,828,2,2025-07-18,51000000,USD,51000000,66000000,USD,66000000,"BoxGroup, Khosla Ventures, Inspired Capital Partners, Upfront Ventures, Cooley",3,8,4,"Alex Hawkinson, Douglas Burman, Nathan Hanks, Robert Parker",51-100,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Mobile, Science and Engineering, Software",,,Active,For Profit,https://www.bright.ai,,,https://www.linkedin.com/company/brightai,"BrightAI provides a Stateful Platform that brings physical AI to essential services, transforming operations from reactive to proactive. It enables real-time monitoring, autonomous inspection, and workforce wearables for various infrastructures like water pipelines, power grids, and HVAC systems. The company's solutions aim to increase efficiency, resilience, and safety across diverse physical environments."
Credo AI,https://www.crunchbase.com/organization/credo-ai,"Artificial Intelligence (AI), Machine Learning, SaaS","Palo Alto, California, United States",2020-03-01,month,41300000,USD,41300000,Credo AI is an AI governance platform that automates AI oversight and risk management.,956,,838,3,2024-07-30,21000000,USD,21000000,41300000,USD,41300000,"FPV Ventures, Village Global, Sands Capital Ventures, AI Fund, Decibel Partners",5,8,2,"Eli Chen, Navrina Singh",11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.credo.ai/,https://twitter.com/credoai,,https://www.linkedin.com/company/credo-ai,"Credo AI is on a mission to empower enterprises to responsibly build, adopt, procure and use AI at scale. Credo AI’s cutting-edge AI governance platform automates AI oversight and  risk management, while  enabling  regulatory compliance to emerging global standards like the EU AI Act, NIST, and ISO. Credo AI keeps humans in control of AI, for better business and society. Founded in 2020, Credo AI has been recognized as a CBInsights AI 100, Technology Pioneer by the World Economic Forum, Fast Company’s Next Big Thing in Tech, and a top Intelligent App 40 by Madrona, Goldman Sachs, Microsoft and Pitchbook. To learn more, visit: credo.ai."
Heron Data,https://www.crunchbase.com/organization/heron,"Artificial Intelligence (AI), Document Management, Financial Exchanges, FinTech, SaaS","New York, New York, United States",2020-05-07,day,17800000,USD,17800000,"Heron Data utilizes AI to automate document intake, extraction, and enrichment in the lending, equipment finance, and insurance industries.","1,164",,"1,017",2,2025-07-15,16600000,USD,16600000,17800000,USD,17800000,"Insight Partners, BoxGroup, Y Combinator, Flex Capital, Musha Ventures",2,7,3,"Dominic Kwok, Jamie Parker, Johannes Jaeckle",11-50,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Lending and Investments, Science and Engineering, Software",,,Active,For Profit,http://www.herondata.io,,,https://www.linkedin.com/company/67760116,"Heron Data provides infrastructure that enables financial institutions and fintech companies to analyze business bank transactions and extract structured insights. The company focuses on automating underwriting and financial analysis by transforming raw transaction data into standardized, machine-readable formats. Its software integrates with various data sources to classify, enrich, and label transaction streams, helping teams make faster and more informed credit decisions. Heron Data serves lenders, neobanks, and other financial platforms that require scalable and accurate transaction data analysis. The platform also offers tools for understanding cash flow, detecting financial risk, and tracking business health over time. Through these capabilities, Heron Data helps financial teams streamline operations and reduce manual review workloads."
Heka,https://www.crunchbase.com/organization/heka-global,"Analytics, Artificial Intelligence (AI), Financial Services, FinTech, Fraud Detection, InsurTech, Risk Management","New York, New York, United States",2020-06-01,month,14000000,USD,14000000,"Heka is the external customer intelligence engine for financial services, powering credit, fraud, and onboarding with audit-ready AI","1,200",,"1,050",1,2025-07-15,14000000,USD,14000000,14000000,USD,14000000,"Windare Ventures, Barclays, Corner Banca",1,3,2,"Idan Bar-Dov, Ishay Horowitz",11-50,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Payments, Privacy and Security, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://hekaglobal.com/,,,https://www.linkedin.com/company/heka-global/,"Heka is the trusted external customer intelligence engine for financial services. Heka enables banks, insurers, pension providers, and other financial institutions to make faster, audit-ready decisions about individual consumers. The engine builds real-time digital identities by extracting and structuring every verifiable data point from the public web — including behavioral signals, online activity, and risk indicators. Powered by explainable AI, Heka transforms unstructured external data into actionable insights for fraud detection, credit and insurance underwriting, and consumer tracing. Delivered via a single API or batch, Heka integrates seamlessly into existing workflows and supports full auditability and regulatory compliance. By replacing outdated databases, fragmented tools, and limited internal data, Heka becomes essential infrastructure — a trust layer that supports critical decisions across the customer lifecycle, without sacrificing speed, transparency, or compliance."
Regal,https://www.crunchbase.com/organization/regal-voice,"Artificial Intelligence (AI), Enterprise Software, Generative AI, Marketing Automation, Sales Automation, SMS, Software","New York, New York, United States",2020-01-01,year,82100000,USD,82100000,Regal is the AI Agent Platform. Transform your customer communications with AI Agents that are personalized to your company and customers.,"1,217",,"1,065",3,2024-10-30,40000000,USD,40000000,82100000,USD,82100000,"Founder Collective, Inspired Capital Partners, Emergence Capital, Flex Capital, Homebrew",1,8,2,"Alex Levin, Rebecca Greene",101-250,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,https://www.regal.ai,,,https://www.linkedin.com/company/regal-ai-official,"Regal is the AI Agent Platform. Transform your customer communications with AI Agents that are personalized to your company and customers. Regal gives every company the tools to build AI Agents that are connected to your data, easy to customize and monitor, always-available, and ready to take action. Power better support, sales and operations – with way less effort."
Nooks,https://www.crunchbase.com/organization/nooks-f66c,"Artificial Intelligence (AI), Information Technology, Productivity Tools, Sales Automation","San Francisco, California, United States",2020-01-01,year,70000000,USD,70000000,"Nooks is an AI sales assistant platform that offers enabling sales development reps, automation, and training tools.","1,244",,"1,086",3,2024-10-22,43000000,USD,43000000,70000000,USD,70000000,"Kleiner Perkins, Tola Capital, Floodgate, Lachy Groom, Kevin Hartz",3,8,3,"Daniel Lee, Nikhil Cheerla, Rohan Suri",51-100,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,https://www.nooks.ai/,https://twitter.com/JoinNooks,,https://www.linkedin.com/company/nooksapp/,"Nooks is an AI dialing and prospecting company that develops a meeting and video communication platform to host engaging and interactive workshops, classes, and conferences. The platform helps to multiply sales productivity by automating manual call tasks, providing strategic insights, and up-skilling reps with AI training and collaboration."
Ambience Healthcare,https://www.crunchbase.com/organization/ambience-healthcare,"Artificial Intelligence (AI), Health Care, Information Technology, Medical","San Francisco, California, United States",2020-01-01,year,76285000,USD,76285000,Ambience Healthcare is the AI operating system for healthcare organizations.,"1,361",,"1,189",3,2024-02-06,70000000,USD,70000000,76285000,USD,76285000,"Andreessen Horowitz, Kleiner Perkins, Liquid 2 Ventures, Optum Ventures, OpenAI Startup Fund",2,5,2,"Michael Ng, Nikhil Buduma",101-250,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://ambiencehealthcare.com,,,https://www.linkedin.com/company/ambiencehealthcare,"Ambience Healthcare’s mission is to supercharge clinicians with breakthrough generative AI technology. The Ambience AI operating system consists of a synergistic suite of applications, designed to alleviate clinician burnout, improve overall system efficiency, and enable high-quality care. By partnering with Ambience, healthcare systems reduce documentation time by an average of 78%, improve coding integrity, and achieve at least a 5X return on investment."
Bria,https://www.crunchbase.com/organization/bria-8f2b,"Artificial Intelligence (AI), Computer, Information Technology, Software","New York, New York, United States",2020-04-01,day,66500000,USD,66500000,Bria is a visual generative AI company that provides solutions for creating and modifying visual content.,"1,561",,"1,367",3,2025-03-13,40000000,USD,40000000,66500000,USD,66500000,"Getty Images, Red Dot Capital Partners, Samsung NEXT, Z Venture Capital, Publicis Groupe",4,13,2,"Assa Eldar, Dr. Yair Adato",11-50,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://bria.ai,https://x.com/bria_ai_,https://www.facebook.com/BriaAI,https://www.linkedin.com/company/briaai,"Bria is a visual generative AI company that provides solutions for creating and modifying visual content. Their offerings include a Visual Gen AI Platform for AI teams, granting access to full source code and model weights trained exclusively on licensed data. They also provide a Visual Creation API Suite with over 30 specialized APIs for tasks such as image generation and editing. Additionally, Bria offers tailored generation services to align AI models with specific brand assets, product shot generation for consistent product imagery, and ads generation to support scalable marketing campaigns while maintaining brand consistency."
Bastazo,https://www.crunchbase.com/organization/bastazo,"Artificial Intelligence (AI), Cyber Security, Machine Learning, Software","Bentonville, Arkansas, United States",2020-03-01,month,6631905,USD,6631905,Bastazo provides AI-informed cybersecurity solutions for operational technology systems in critical infrastructures.,"1,643",,"1,439",4,2025-06-25,331905,USD,331905,6300000,USD,6300000,"Cortado Ventures, US Department of Energy, Iron Prairie Ventures, HF0 Residency, Startup Junkie",4,5,4,"H. Alan Mantooth, Jia Di, Philip Huff, Qinghua Li",11-50,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",,,Active,For Profit,https://www.bastazo.com,,,https://www.linkedin.com/company/bastazo-inc,"Bastazo provides AI-informed cybersecurity solutions for operational technology systems in critical industries. Its main offering is an automated remediation management platform that identifies vulnerabilities, prioritizes the most impactful ones based on contextual risk, and delivers step-by-step playbooks to guide patching or mitigation. The platform integrates real-time threat feeds and threat intelligence to align remediation efforts with actual adversary tactics. Additionally, Bastazo offers Agoge, a hands-on training environment designed to simulate real-world OT cyber incidents and support team preparedness. These services aim to help sales professionals understand Bastazo’s fit for clients in industries like oil, gas, electric utilities, and manufacturing."
Celestial AI,https://www.crunchbase.com/organization/celestial-ai,"Artificial Intelligence (AI), Data Center, Machine Learning, Semiconductor, Software","Santa Clara, California, United States",2020-01-01,year,588874997,USD,588874997,Celestial AI develops an optical interconnect technology platform for data center and AI computing solutions.,"1,723",,"1,514",6,2025-03-11,250000000,USD,250000000,588874997,USD,588874997,"BlackRock, Temasek Holdings, imec.xpand, Fidelity, US Innovative Technology Fund",6,20,3,"David Lazovsky, Michelle Tomasko, Preet Virk",101-250,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.celestial.ai,https://twitter.com/CelestialAIinc,,https://www.linkedin.com/company/celestial-ai,"Celestial AI is a machine learning accelerator company developing an optical interconnect technology platform for data centers and AI solutions. It utilizes the advantages of photonics, mixed-signal ASICs, and advanced packaging to offer a sustainable improvement in computing performance that helps clients deliver superior AI acceleration hardware and software alternatives. The company's Photonic FabricTM provides the foundational technology for optically scalable, disaggregated data center computing and memory to unleash advancements in AI with sustainable and profitable business models."
Airbyte,https://www.crunchbase.com/organization/airbyte-b3bb,"Analytics, Data Integration, Generative AI, Open Source, Productivity Tools","San Francisco, California, United States",2020-01-01,year,181200000,USD,181200000,Airbyte is an open-source data integration engine that helps to sync data from applications to warehouses.,"1,859",,"1,625",4,2021-12-17,150000000,USD,150000000,181200000,USD,181200000,"Accel, 8VC, Thrive Capital, Y Combinator, Coatue",4,26,2,"John Lafleur, Michel Tricot",101-250,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Software",,,Active,For Profit,https://airbyte.com,https://twitter.com/airbytehq,https://www.facebook.com/AirbyteHQ,https://www.linkedin.com/company/airbytehq,"Airbyte is an open-source data integration platform that syncs data from applications, APIs, and databases to warehouses. Their platform automates data pipelines with pre-built or custom connectors, enabling businesses to gather data analytics from all users, including those who use ad-blocking tools."
SmarterDx,https://www.crunchbase.com/organization/smarterdx,"Artificial Intelligence (AI), Health Care, Hospital, Information Technology","New York, New York, United States",2020-01-01,year,55970000,USD,55970000,SmarterDx is a clinical AI company that develops automated pre-bill review technology to assist hospitals in analyzing patient discharges.,"2,113",,"1,851",3,2025-04-14,,,,55970000,USD,55970000,"Bessemer Venture Partners, New Mountain Capital, Floodgate, Flare Capital Partners, Transformation Capital",4,6,2,"Joshua Geleris, Michael Gao",51-100,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://smarterdx.com,,,https://www.linkedin.com/company/smarterdx,"SmarterDx is a clinical AI company that develops automated pre-bill review technology to assist hospitals in analyzing patient discharges. Its platform assists hospitals in analyzing patient discharges to identify missing diagnoses and improve documentation accuracy before billing. This approach helps hospitals recover lost revenue, improve quality metrics, and streamline the appeals process for denied claims."
Sedric,https://www.crunchbase.com/organization/sedric-ai,"Artificial Intelligence (AI), Compliance, FinTech, Information Technology, Software","New York, New York, United States",2020-07-01,day,22000000,USD,22000000,Sedric's AI-powered platform enables regulated firms to streamline their communications and marketing compliance.,"2,386",,"2,082",4,2025-06-10,,,,22000000,USD,22000000,"Foundation Capital, HSBC Innovation Banking, StageOne Ventures, American Express Ventures, The Garage",3,14,2,"Eyal Peleg, Nir Laznik",51-100,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.sedric.ai/,https://x.com/sedricai,,https://www.linkedin.com/company/sedric-ai/,"Sedric is a compliance excellence platform for next-gen fintech companies. With AI-based real-time monitoring, detection and analysis of all customer interactions,  Sedric ensures customer protection, minimizes risks, and expedites business growth. Sedric empowers compliance teams to quickly apply new laws and regulations across their growing businesses and enables them to focus on the events with the highest dollar value across all channels: voice, chat, email, social, and more."
Pathway,https://www.crunchbase.com/organization/pathway,Artificial Intelligence (AI),"Palo Alto, California, United States",2020-01-01,year,14500000,USD,14500000,We wanted to understand the why. We’re fundamentally changing the way models think.,"2,396",,"2,089",3,2024-10-09,10000000,USD,10000000,14500000,USD,14500000,"Inovo.vc, TQ Ventures, Kadmos Capital, Id4 ventures, Market One Capital",3,7,5,"Adrian Kosowski, Claire Nouet, Jan Chorowski, Victor Szczerba, Zuzanna Stamirowska",11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.pathway.com,https://twitter.com/pathway_com,,https://linkedin.com/company/pathway,
