Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
Sierra,https://www.crunchbase.com/organization/sierra-1124,"Artificial Intelligence (AI), Enterprise Software, SaaS","San Francisco, California, United States",2023-01-01,year,285000000,USD,285000000,Sierra is an AI startup that tackles essential business challenges by leveraging enterprise AI solutions.,871,,766,2,2024-10-28,175000000,USD,175000000,285000000,USD,285000000,"Sequoia Capital, Conviction Partners, Thrive Capital, ICONIQ Capital, Benchmark",3,6,2,"Bret Taylor, Clay Bavor",101-250,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://sierra.ai,https://twitter.com/sierraplatform,,https://www.linkedin.com/company/sierra,"Sierra is an AI startup that tackles essential business challenges by leveraging Enterprise AI solutions. The company aims to integrate practical AI solutions into established business workflows seamlessly. Its conversational AI agents help companies streamline interactions, resolve issues efficiently, and deliver personalized support."
Landbase,https://www.crunchbase.com/organization/landbase-2194,"Artificial Intelligence (AI), Marketing, Marketing Automation, Sales, Sales Automation, Software","San Francisco, California, United States",2023-05-01,day,42500000,USD,42500000,"Landbase is an AI-driven platform that helps businesses automate outreach, sales efficiency, and scale go-to-market efforts.",875,,769,3,2025-06-12,30000000,USD,30000000,42500000,USD,42500000,"General Catalyst, 8VC, Inovia Capital, A*, Sound Ventures",6,9,3,"Daniel Saks, Emily Zhang, Hua Gao",11-50,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,https://www.landbase.com,https://x.com/LandbaseAI,,https://www.linkedin.com/company/landbase,"Landbase offers an AI platform that streamlines go-to-market strategies for sales teams. The platform integrates artificial intelligence with human insights to automate various sales processes. Facilitating data-driven decision-making helps sales representatives identify potential leads and enhance their outreach efforts. Landbase also provides tools that analyze market trends and customer behavior, enabling teams to tailor their approaches effectively. This comprehensive solution aims to improve overall sales performance and efficiency in competitive environments."
AirMDR,https://www.crunchbase.com/organization/airmdr,"Artificial Intelligence (AI), Cyber Security, Security","Menlo Park, California, United States",2023-01-01,year,15500000,USD,15500000,"AirMDR uses an AI-powered virtual security analyst for investigating threats, triaging incidents, and executing responses.",917,,802,2,2025-07-09,10500000,USD,10500000,15500000,USD,15500000,"Foundation Capital, Race Capital, Storm Ventures",2,3,2,"Anthony Morris, Kumar Saurabh",11-50,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",,,Active,For Profit,https://airmdr.com,https://twitter.com/AirMDR_Company,,https://www.linkedin.com/company/airmdr,"AirMDR uses an AI-powered virtual security analyst for investigating threats, triaging incidents, and executing responses. This innovation significantly enhances the speed and precision of incident investigation and response, while simultaneously reducing costs and alleviating the workload of human security analysts. With a primary focus on an AI virtual analyst, customers elevate their threat detection and intelligence capabilities, ensuring uninterrupted 24/7 incident response."
Pika,https://www.crunchbase.com/organization/pika-2a05,"Artificial Intelligence (AI), Generative AI, Graphic Design, Video","Palo Alto, California, United States",2023-01-01,year,135000000,USD,135000000,"Pika is an AI platform that allows users to create videos from text prompts, including text to video, image to video, and editing tools.",973,,851,4,2024-06-05,80000000,USD,80000000,135000000,USD,135000000,"Neo, Lightspeed Venture Partners, Greycroft, SV Angel, Spark Capital",4,27,2,"Chelin Meng, Demi Guo",1-10,"Artificial Intelligence (AI), Data and Analytics, Design, Media and Entertainment, Science and Engineering, Software, Video",,,Active,For Profit,https://pika.art,https://twitter.com/pika_labs,,https://www.linkedin.com/company/pika-labs,"Pika is a startup that is developing an AI-powered platform for editing and generating films from captions and still images. The company aims to revolutionize the video creation and editing process through the integration of AI, offering a user-friendly and easily accessible tool for users."
Jobright,https://www.crunchbase.com/organization/jobright,"Artificial Intelligence (AI), Employment, Recruiting, Search Engine","Santa Clara, California, United States",2023-04-05,day,7700000,USD,7700000,"Jobright is an AI-native job platform providing a career agent that finds, customizes, and submits applications on behalf of job seekers.",976,,854,2,2025-06-24,3200000,USD,3200000,7700000,USD,7700000,"Translink Capital, UpHonest Capital, HR Tech Investments LLC",1,3,2,"Eric Cheng, Ethan Zheng",1-10,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://jobright.ai,https://twitter.com/jobrightai,https://www.facebook.com/jobrightai,https://www.linkedin.com/company/jobright-ai,"Jobright is an AI-native job platform providing a career agent that finds, customizes, and submits applications on behalf of job seekers. The company provides the Jobright Agent that improves every aspect of the job search experience, shifting the paradigm from manual, reactive processes to intelligent, proactive career advancement."
Hedra,https://www.crunchbase.com/organization/hedra-2986,"Artificial Intelligence (AI), Content, Media and Entertainment, Video","San Francisco, California, United States",2023-01-01,year,42000000,USD,42000000,"Hedra is a content creation platform that uses AI to enables users to generate high-quality videos, images, and audio.","1,047",,912,2,2025-05-15,32000000,USD,32000000,42000000,USD,42000000,"Andreessen Horowitz, Index Ventures, Abstract, A16Z GAMES Speedrun, Outset Capital",4,13,2,"Alexander Bergman, Michael Lingelbach",11-50,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video",,,Active,For Profit,https://www.hedra.com,https://x.com/hedra_labs,,https://www.linkedin.com/company/hedra-labs,"Hedra Studio is a content creation platform that enables users to generate high-quality videos, images, and audio using advanced AI tools. The platform features Character-3, an innovative tool that allows for the creation of expressive and controllable human characters for speaking, singing, and rapping videos. Hedra offers a solution for media creation, empowering users to tell stories through AI-generated content and transformative character models."
Synfini,https://www.crunchbase.com/organization/synfini,"Artificial Intelligence (AI), Biotechnology, Life Science, Pharmaceutical","Menlo Park, California, United States",2023-01-01,year,8900000,USD,8900000,"Synfini is a drug discovery platform combining AI, chemistry automation, and cloud tools to design improved molecules.","1,148",,"1,004",3,2025-07-07,8900000,USD,8900000,8900000,USD,8900000,"Gaingels, Foothill Ventures, Mana Ventures, Trust Ventures, Ferocity Capital",1,9,3,"Doug Donzelli, Nathan Collins, Peter Madrid",1-10,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,http://www.synfini.com,,,https://www.linkedin.com/company/synfini-inc,"Synfini provides an AI-powered drug discovery platform that supports the full chemistry workflow—from molecular design through synthesis, testing, analysis, and data management. Its suite includes SynPlan for project planning and tracking, SynDesign for generating optimized molecules with minimal data, SynRoute for AI-assisted synthesis pathway planning, SynBuild for automated compound production, and SynDB as a centralized reaction and molecular data repository. The platform enables scientists to collaborate seamlessly, customize workflows, and accelerate hit-to-lead and lead optimization stages with efficiency and precision. Synfini also engages in partnerships with biotech firms like Multispan and O₂nix Bio to apply its integrated design-make-test-analyze system to challenging targets such as GPCRs and cancer‑related enzymes."
Poolside,https://www.crunchbase.com/organization/poolside-4f90,"Artificial Intelligence (AI), Developer Platform, Information Technology, Infrastructure, Software","San Francisco, California, United States",2023-01-01,year,626000000,USD,626000000,Poolside is an artificial intelligence platform that offers foundation concepts and infrastructure to write software codes.,"1,208",,"1,056",3,2024-10-02,500000000,USD,500000000,626000000,USD,626000000,"Bpifrance, NVIDIA, StepStone Group, The Twenty Minute VC, Adams Street Partners",5,33,2,"Eiso Kant, Jason Warner",51-100,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software",,,Active,For Profit,http://www.poolside.ai,https://x.com/poolsideai,,https://www.linkedin.com/company/poolsideai,"Poolside is an artificial intelligence platform that offers foundation concepts and infrastructure. It aims to unlock humanity's potential by pursuing AGI for software creation, with the fundamental belief that the transitional path for humanity to AGI is by building specific capabilities instead of a general-purpose approach. It also helps users utilize the power of software creation and understand future systems."
Sahara AI,https://www.crunchbase.com/organization/sahara-ai,"Artificial Intelligence (AI), Blockchain, Decentralized Finance (DeFi), Web3","Los Angeles, California, United States",2023-01-01,year,43000000,USD,43000000,"Sahara AI is a decentralized AI network that enables freely and securely deploy autonomous AI with high-performance, privacy-first network.","1,234",,"1,078",2,2024-08-14,37000000,USD,37000000,43000000,USD,43000000,"Alumni Ventures, Sequoia Capital, YZi Labs, Pantera Capital, Samsung NEXT",4,27,2,"Sean Ren, Tyler Zhou",11-50,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Internet Services, Other, Science and Engineering, Software",,,Active,For Profit,https://saharalabs.ai,https://twitter.com/SaharaLabsAI,,https://www.linkedin.com/company/saharalabs-ai,"Sahara AI is a decentralized AI network that enables freely and securely deploying autonomous AI with a high-performance, privacy-first network. Its collaboration network helps individuals and businesses deploy personalized, autonomous AI. It also offers a permissionless and privacy-centric network that allows cross-agent communication, knowledge transfer, and capitalization between individuals."
Eudia,https://www.crunchbase.com/organization/eudia,"Artificial Intelligence (AI), Information Technology, Legal Tech, PaaS","Palo Alto, California, United States",2023-01-01,year,105000000,USD,105000000,Eudia is an augmented intelligence platform that enhances legal team efficiency using AI.,"1,236",,"1,080",1,2025-02-13,105000000,USD,105000000,105000000,USD,105000000,"General Catalyst, Everywhere Ventures, Sierra Ventures, Floodgate, Hakluyt Capital",1,14,3,"Ashish Agrawal, David Van Reyk, Omar Haroun",51-100,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.eudia.com,https://x.com/EudiaHQ,,https://www.linkedin.com/company/eudiahq,"Eudia offers an augmented intelligence platform designed to enhance the efficiency of legal teams. The platform integrates artificial intelligence tools that streamline legal processes, enabling teams to transition from traditional bottlenecks to more productive business drivers. Eudia provides features such as document analysis, contract review, and workflow automation, which assist legal professionals in managing their workload effectively. By leveraging AI technology, Eudia supports legal teams in making informed decisions and improving overall operational efficiency."
Genspark,https://www.crunchbase.com/organization/genspark-ai,"Artificial Intelligence (AI), Search Engine","Palo Alto, California, United States",2023-01-01,year,160000000,USD,160000000,Genspark operates as an artificial intelligence company.,"1,387",,"1,209",2,2025-02-21,100000000,USD,100000000,160000000,USD,160000000,Lanchi Ventures,1,1,2,"Eric Jing, Kay Zhu",11-50,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",,,Active,For Profit,https://genspark.ai,https://x.com/genspark_ai,,https://www.linkedin.com/company/gensparkai,"Genspark is ""AI Agentic Engine"" designed to let AI agents do the heavy lifting for you! A dedicated team of AI agents assist you with search, deep research and various tasks, delivering trustworthy answers and comprehensive results."
Thread AI,https://www.crunchbase.com/organization/thread-ai-8b33,"Artificial Intelligence (AI), Software, Web Development","New York, New York, United States",2023-01-01,year,26000000,USD,26000000,Thread AI's goal is to make infrastructure simple for enterprises seeking to get the most from AI.,"1,393",,"1,215",2,2025-06-05,20000000,USD,20000000,26000000,USD,26000000,"Plug and Play, Index Ventures, Greycroft, Homebrew, Scale Venture Partners",2,8,2,"Angela McNeal, Mayada Gonimah",1-10,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.threadai.com/,https://x.com/threadai_inc?mx=2,,https://www.linkedin.com/company/thread-ai/,Thread AI makes infrastructure simple for enterprises and can drive adoption and innovation in AI.
Udio,https://www.crunchbase.com/organization/udio-cf8a,"Artificial Intelligence (AI), Information Technology, Internet","New York, New York, United States",2023-01-01,year,10000000,USD,10000000,Udio is an AI-powered music creation app that offers a platform for instant music creation.,"1,428",,"1,246",1,2024-04-10,10000000,USD,10000000,10000000,USD,10000000,"Andreessen Horowitz, UnitedMasters, Mike Krieger, Oriol Vinyals, Will·I. Am",,8,1,David Ding,1-10,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",,,Active,For Profit,https://www.udio.com,,,https://www.linkedin.com/company/udiomusic,Udio is an AI-powered music creation app that offers a platform for instant music creation.
Basis,https://www.crunchbase.com/organization/basis-d271,"Accounting, Artificial Intelligence (AI), Information Technology","New York, New York, United States",2023-01-01,year,37600000,USD,37600000,Basis provides AI agents that automate accounting workflows for professionals.,"1,440",,"1,257",3,2024-12-17,34000000,USD,34000000,37600000,USD,37600000,"Khosla Ventures, BoxGroup, Avid Ventures, Jeff Dean, NFDG Ventures",2,23,2,"Matt Harpe, Mitchell Troyanovsky",1-10,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.getbasis.ai,https://twitter.com/trybasis,,https://www.linkedin.com/company/get-basis-ai,Basis develops AI agents that assist accountants by automating accounting workflows. The agents integrate with existing systems and adapt to the needs of each engagement. The company serves industries such as finance and accounting.
Maven AGI,https://www.crunchbase.com/organization/maven-agi,"Artificial Intelligence (AI), Enterprise, Generative AI, Machine Learning","Boston, Massachusetts, United States",2023-01-01,year,78000000,USD,78000000,Generative AI platform to reimagine customer experience starting with support,"1,456",,"1,271",3,2025-06-18,50000000,USD,50000000,78000000,USD,78000000,"Cisco Investments, SE Ventures, Lux Capital, M13, E14 Fund",2,6,3,"Eugene Mann, Jonathan Corbin, Sami Shalabi",51-100,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",,,Active,For Profit,https://www.mavenagi.com,https://twitter.com/mavenagi,,http://www.linkedin.com/company/mavenagi,"Maven AGI is a technology company that focuses on the development of modern artificial intelligence (AI) solutions. Their primary aim is to reimagine the customer support experience by leveraging AI to lower costs, improve speed and quality, and drive efficiency. Their AI solutions are designed to unlock human potential by enabling teams to be more productive and giving them time back to do the work only humans can do. They also offer a range of services including customer acquisition strategy and operational planning. The company has a team size of 50 employees, with roles ranging from product management to sales and marketing."
Ema,https://www.crunchbase.com/organization/ema-8724,"Artificial Intelligence (AI), Customer Service, Employee Benefits, Generative AI, Software","Mountain View, California, United States",2023-03-02,day,61000000,USD,61000000,"Ema uses AI-powered agents to automate tasks in HR, customer support, and data management, making enterprise workflows more efficient.","1,487",,"1,300",2,2024-07-31,36000000,USD,36000000,61000000,USD,61000000,"Accel, S32, Sozo Ventures, Hitachi Ventures, Venture Highway",3,17,2,"Souvik Sen, Surojit Chatterjee",51-100,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Health Care, Other, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.ema.co,,,https://www.linkedin.com/company/ema-unlimited,"Ema offers a Universal AI employee designed to automate complex workflows and improve productivity within organizations. Utilizing the Generative Workflow Engine, Ema integrates seamlessly with enterprise applications, allowing users to delegate repetitive tasks efficiently. The platform combines multiple AI models to ensure accuracy and security, making it a valuable asset for various business functions such as customer support, HR, and finance."
