Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
Roots,https://www.crunchbase.com/organization/roots-automation,"Artificial Intelligence (AI), Generative AI, Information Technology, Insurance, Robotics, SaaS","New York, New York, United States",2018-10-01,day,43950000,USD,43950000,"Roots is an AI-powered digital solution for the insurance industry that provides claims management, underwriting, and Insurtech.",748,,654,6,2024-09-16,22200000,USD,22200000,43950000,USD,43950000,"CRV, Right Side Capital Management, Liberty Mutual Strategic Ventures, Forum Ventures, MissionOG",4,10,2,"Chaz Perera, John Cottongim",101-250,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.roots.ai,https://x.com/RootsAIAgents,https://www.facebook.com/rootsaiagents,https://www.linkedin.com/company/rootsaiagents,"Roots' Agentic AI platform enables insurers to transform their operations with unmatched accuracy and speed. Roots' pre-trained, insurance-specific AI delivers rapid time-to-value, measured in weeks, not months. Used by three of the top five P&C carriers and three of the top 10 brokers, Roots enables brands to liberate their teams from complex workflows, allowing them to focus on what truly matters – delighting customers with superior service and care.  In addition, Roots Automation created and launched InsurGPT - the world’s most advanced fine-tuned Generative AI model, designed specifically for the Insurance market. InsurGPT utilizes a deep corpus of insurance specific data and documents alongside systems and process knowledge to significantly improve the accuracy, speed, and validity of data extraction and inferencing, while reducing false-positives, ‘hallucinations,’ that non-industry specific Generative AI models produce."
Sorcero,https://www.crunchbase.com/organization/sorcero,"Artificial Intelligence (AI), Business Intelligence, Enterprise Software, Health Care, Life Science, Machine Learning, Medical Device, Pharmaceutical, Software","Washington, District of Columbia, United States",2018-04-15,day,15100000,USD,15100000,Sorcero delivers the Intelligence Platform for go-to-market teams in the life sciences.,821,,722,6,2021-09-16,10000000,USD,10000000,10000000,USD,10000000,"Plug and Play, Alumni Ventures, Mighty Capital, MassChallenge, Village Capital",8,15,3,"Dipanwita Das, Richard Graves, Walter Bender",51-100,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,http://www.sorcero.com,https://twitter.com/SorceroCo,https://www.facebook.com/sorceroai/,https://www.linkedin.com/company/27143444/,"Sorcero delivers the Intelligence Platform for go-to-market teams in the life sciences, with medically-tuned, responsible AI transforming complex data into actionable insights. Fast Company's Most Innovative Companies 2024: Ranked #1 globally in the under 200 employees category. Fortune's Most Innovative Companies in America 2025: Recognized as #131. Google Cloud Partner of the Year 2025: Awarded for Healthcare & Life Sciences  Newsweek's Best Digital Health Companies 2024. Communiqué Award 2023: Won for ""Medical Transformation"" related to Intelligent Literature Monitoring in Oncology (with AstraZeneca). AI & Data Product Award Winner 2024 (The Product Awards)."
Tastewise,https://www.crunchbase.com/organization/tastewise,"Analytics, Artificial Intelligence (AI), Big Data, Consumer Goods, Food and Beverage, Marketing, Predictive Analytics, Restaurants, Retail","New York, New York, United States",2018-01-01,day,71600000,USD,71600000,Tastewise is a consumer intelligence platform that provides insights for food brands.,"1,062",,927,4,2025-06-10,50000000,USD,50000000,71600000,USD,71600000,"PeakBridge, PICO Venture Partners, TELUS Global Ventures, Disruptive, Disruptive AI Venture Capital",3,6,2,"Alon Chen, Eyal Gaon",101-250,"Artificial Intelligence (AI), Commerce and Shopping, Consumer Goods, Data and Analytics, Food and Beverage, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,https://www.tastewise.io,https://x.com/tastewiseai,https://www.facebook.com/tastewiseAI,https://www.linkedin.com/company/tastewise,"Tastewise is a consumer intelligence platform that utilizes AI to analyze trends in the food and beverage industry. The platform offers brands access to valuable insights about consumer preferences and market dynamics. Leveraging data enables companies to make informed decisions regarding product development and marketing strategies. Tastewise provides tools for identifying emerging trends, allowing users to stay ahead in a competitive landscape. The service is designed to support sales teams and development representatives in understanding their target markets and enhancing their outreach efforts."
Navina,https://www.crunchbase.com/organization/navina,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical, Software","New York, New York, United States",2018-10-01,day,99000000,USD,99000000,Navina develops an AI-driven platform that restructures patient data into intuitive patient portraits for better diagnoses and care.,"1,103",,962,5,2025-03-25,55000000,USD,55000000,99000000,USD,99000000,"Israel Innovation Authority, Vertex Ventures Israel, Grove Ventures, Goldman Sachs Alternatives, Charles and Lynn Schusterman Family Philanthropies",5,6,2,"Ronen Lavi, Shay Perera",101-250,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://www.navina.ai,,,https://www.linkedin.com/company/navina-ai,"Navina develops an AI-driven platform that restructures patient data into intuitive patient portraits for better diagnoses and care. Born from the vision of replacing the time-consuming chaos of patient data with a logical, actionable platform, Navina enables physicians to assess even the most complex cases in minutes. Its technology restructures disorganized data into an intelligible patient portrait, intuitively organized to support sophisticated and empathetic patient care. By leveraging AI and machine learning, the platform ensures that the most important information is immediately clear, diagnostically linked, and contextually surfaced, providing physicians with a comprehensive view of each patient’s data. The result is improved patient wellness and enhanced financial performance for both providers and payers. Navina is also a partner of the American Academy of Family Physicians (AAFP) Innovation Lab."
KoBold Metals,https://www.crunchbase.com/organization/kobold-metals,"Artificial Intelligence (AI), Mineral, Mining, Software","Berkeley, California, United States",2018-01-01,year,944500000,USD,944500000,KoBold Metals is an AI-powered critical mineral startup that discovers essential materials for electric vehicles and renewable energy.,"1,104",,963,4,2024-10-04,537000000,USD,537000000,944500000,USD,944500000,"Andreessen Horowitz, Bond, StepStone Group, Breakthrough Energy Ventures, BHP",3,22,3,"Jeff Jurinak, Josh Goldman, Kurt Zenz House",101-250,"Artificial Intelligence (AI), Data and Analytics, Natural Resources, Science and Engineering, Software",,,Active,For Profit,https://www.koboldmetals.com,https://www.twitter.com/KoBold_Metals,https://www.facebook.com/koboldmetals,https://www.linkedin.com/company/koboldmetals,"KoBold Metals invests in battery materials projects across the globe by combining basic ore-deposit science, big data, and scientific computing with patient private capital. The company's software uses datasets with conventional geochemical, geophysical, and geological data in statistical association models to identify prospects to ensure a cobalt supply for the electric vehicle revolution, enabling mineral exploration companies to find new sources of cobalt through machine learning and data analysis."
AKASA,https://www.crunchbase.com/organization/akasahealth,"Artificial Intelligence (AI), Health Care, Machine Learning","San Francisco, California, United States",2018-01-01,year,205000000,USD,205000000,AKASA is an AI-powered automation company for revenue cycle management in healthcare.,"1,167",,"1,019",5,2024-06-18,120000000,USD,120000000,205000000,USD,205000000,"Andreessen Horowitz, Bond, Costanoa Ventures, Refactor, Olive Capital",3,7,4,"Andy Atwal, Benjamin Beadle-Ryby, Malinka Walaliyadde, Varun Ganapathi",101-250,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://akasa.com/,https://twitter.com/akasahealth,,https://www.linkedin.com/company/akasahealth,"AKASA is the leading developer of AI-powered automation for the revenue cycle.  We deliver comprehensive automation for complex workflows. This helps healthcare providers improve revenue outcomes, achieve greater efficiency, elevate their teams, and allocate resources where they matter most. From prior authorization to claims processing, we provide innovative and reliable revenue cycle solutions that give providers peace of mind. AKASA applies advanced technology (such as AI and LLMs) to automate revenue cycle tasks that are complex and time-consuming, and were previously un-solvable at scale. Our solutions are built on deep revenue cycle expertise, grounded in the highest standards for data security, and provide measurable results with accuracy, speed, and completeness. We’ve helped healthcare providers decrease A/R days by 13%, increase efficiency by 86%, save 300+ hours of staff time per month, and increase gross yield by $30M.  With investors that include Andreessen Horowitz, BOND, Costanoa Ventures, and more, we’ve raised more than $200M to help eliminate the financial complexity of healthcare. We’re rebuilding the healthcare revenue cycle with AI."
Mutiny,https://www.crunchbase.com/organization/mutinyhq,"Advertising, Artificial Intelligence (AI), B2B, Machine Learning, Marketing, Personalization, SaaS","San Francisco, California, United States",2018-01-01,year,71620000,USD,71620000,Mutiny helps B2B companies generate pipeline and revenue from their target accounts through AI-powered personalized web experiences.,"1,172",,"1,023",4,2022-04-20,50000000,USD,50000000,71620000,USD,71620000,"Y Combinator, Sequoia Capital, Insight Partners, Uncork Capital, Hack VC",6,21,2,"Jaleh Rezaei, Nikhil Mathew",51-100,"Advertising, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Other, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,https://www.mutinyhq.com,https://twitter.com/mutinycorp,https://www.facebook.com/mutinylovesyou,https://www.linkedin.com/company/mutinyhq,"Most Marketing teams can’t play a meaningful role in breaking through to target accounts because the 1:1 marketing strategies that work don’t scale, and what scales doesn’t work. Mutiny helps B2B companies generate pipeline and revenue from their target accounts through AI-powered personalized experiences, 1:1 microsites, and account intelligence. We are backed by Sequoia Capital, Tiger Global, Insight Partners, and Y Combinator."
Concentric AI,https://www.crunchbase.com/organization/concentric-inc,"Artificial Intelligence (AI), Network Security, Software","San Jose, California, United States",2018-11-01,month,67000000,USD,67000000,"Concentric AI delivers data risk assessment, monitoring, and protection for corporate data.","1,250",,"1,091",3,2024-10-24,45000000,USD,45000000,67000000,USD,67000000,"Ballistic Ventures, HarbourVest Partners, Top Tier Capital Partners, Homebrew, Clear Ventures",3,9,3,"Karthik Krishnan, Madhu Shashanka, Shankar Subramaniam",51-100,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",,,Active,For Profit,https://www.concentric.ai,https://twitter.com/IncConcentric,,https://www.linkedin.com/company/concentricinc/about/,"Concentric’s Semantic Intelligence solution delivers data risk insights across the entire inventory of sensitive documents in the cloud and on-premises. Its deep learning technology examines each document’s content and context for efficient actionable security. It scans the documents, identifies sensitive or business-critical data, evaluates the risk each document poses, and highlights critical concerns that need immediate attention.  The company was founded in 2018 and is headquartered in San Jose, California."
Pickle Robot,https://www.crunchbase.com/organization/pickle-robots,"Artificial Intelligence (AI), Industrial Manufacturing, Robotics","Cambridge, Massachusetts, United States",2018-07-01,month,102450000,USD,102450000,Pickle Robot specializes in supplying AI-enabled robotic automation systems tailored for unloading trailers and containers.,"1,475",,"1,288",7,2024-11-11,50000000,USD,50000000,102450000,USD,102450000,"BoxGroup, Toyota Ventures, DCVC, Version One Ventures, RRE Ventures",6,14,3,"Andrew Meyer, Ariana Eisenstein, Dan Paluska",11-50,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",,,Active,For Profit,https://www.picklerobot.com,,,https://www.linkedin.com/company/pickle-robot-company,"Pickle Robot is a low cost, collaborative package handling robot that automates several key tasks along the e-commerce supply chain. Package handling is a physically demanding job with extremely high rates of turnover. The rising costs of shipping, comprised of 2/3rds labor, have become a major bottleneck to continued growth in e-commerce.  Dill is the first robot from the Pickle Robot Company. It works multiple shifts, communicates with its human collaborators, and is rapidly developing new skills in handling e-commerce parcels: such as loading/unloading of feeder trucks, palletizing/depalletizing, and preloading of last mile delivery vans, trucks, and parcel cars."
TomoCredit,https://www.crunchbase.com/organization/tomocredit,"Artificial Intelligence (AI), Credit, Credit Cards, Financial Services, FinTech, Personal Finance","San Francisco, California, United States",2018-12-01,month,139113333,USD,139113333,"AI financial wellness platform- smarter, inclusive financial opportunities for everyone- win win for both consumers and lenders","1,492",,"1,305",6,2022-07-21,100000000,USD,100000000,39113333,USD,39113333,"BAM Ventures, Techstars, Morgan Stanley, Strong Ventures, Ulu Ventures",6,23,2,"Dmitry Kashlev, Kristy Kim",51-100,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Payments, Science and Engineering, Software",,,Active,For Profit,https://www.tomocredit.com,https://twitter.com/TomoCredit,https://www.facebook.com/TomoCredit-759847904399856,https://www.linkedin.com/company/tomocredit,"TomoCredit is building the next generation AI financial wellness platform- smarter, inclusive. We use AI to generate consumer profiles leveraging real time cash flow data and credit data. Founding team is made up of immigrant founders who all felt the challenge of getting access to credit as international students at top schools- UC Berkeley, Harvard, NYU, MIT, Stanford."
Carbon Robotics,https://www.crunchbase.com/organization/maka-autonomous-robots,"AgTech, Artificial Intelligence (AI), Robotics, Software","Seattle, Washington, United States",2018-01-01,year,143899968,USD,143899968,Carbon Robotics is an AI-powered farming robotics company enhancing efficiency with precision agriculture tools.,"1,501",,"1,314",6,2024-10-21,70000000,USD,70000000,143899968,USD,143899968,"Bond, Sozo Ventures, FUSE, Liquid 2 Ventures, Anthos Capital",6,10,1,Paul Mikesell,101-250,"Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",,,Active,For Profit,https://carbonrobotics.com,,,https://www.linkedin.com/company/maka-ars,"Carbon Robotics is a robotics company that focuses on developing innovative solutions for agriculture. They are known for their flagship product, the ""Autonomous Weeder,"" which is a robotic system designed to identify and remove weeds from crop fields autonomously. The Autonomous Weeder utilizes artificial intelligence and computer vision to distinguish between crops and weeds, allowing it to precisely target and eliminate unwanted plants without needing herbicides or manual labor. This technology has the potential to revolutionize weed management in agriculture, offering a more sustainable and efficient alternative to traditional methods."
ZeroEyes,https://www.crunchbase.com/organization/zeroeyes,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Public Safety, Security, Software","Conshohocken, Pennsylvania, United States",2018-03-01,month,107446208,USD,107446208,ZeroEyes is an AI-powered gun detection platform designed to detect firearms and provide situational awareness to mitigate gun violence,"1,632",,"1,428",11,2025-02-06,2000000,USD,2000000,102246208,USD,102246208,"Alumni Ventures, Sorenson Capital, Alpha Intelligence Capital, Intel Capital, Backswing Ventures",9,16,7,"Billy Hunter, Caleb Jones, Dustin Brooks, Mike Lahiff, Rob Huberty, Sam Alaimo, Tim Sulzer",101-250,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Hardware, Privacy and Security, Science and Engineering, Software",,,Active,For Profit,https://zeroeyes.com,https://www.twitter.com/zeroeyesai,https://www.facebook.com/people/ZeroEyes/61558315389959,https://www.linkedin.com/company/zeroeyes-ai,"ZeroEyes is an AI security company that specializes in firearm detection, analyzing over three billion images daily from security camera feeds. It aims to alert authorities and prevent active shooter incidents. By providing real-time alerts, ZeroEyes seeks to enhance the safety of workplaces and public spaces against potential gun-related threats. The mission of ZeroEyes is to combat mass shootings and gun-related violence by detecting firearms in various environments, including schools and public buildings."
Rad AI,https://www.crunchbase.com/organization/radai,"Artificial Intelligence (AI), Enterprise Software, Health Care","San Francisco, California, United States",2018-01-01,year,151000000,USD,151000000,"Rad AI develops software that uses AI to automate radiology report writing, aiming to enhance accuracy and reduce radiologist burnout.","1,877",,"1,640",5,2025-05-20,8000000,USD,8000000,151000000,USD,151000000,"Khosla Ventures, Transformation Capital, QuantumLight, Fifty Years, Kickstart",9,26,2,"Doktor Gurson, Jeff Chang",101-250,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://www.radai.com,https://twitter.com/radai,https://m.facebook.com/radaiFB,https://www.linkedin.com/company/radai,"Rad AI develops an artificial intelligence automated report generation platform to automate repetitive tasks for radiologists. Its platform integrates with existing workflow, automating repetitive tasks, and enabling radiologists to improve radiology workflow that maximizes efficiency and accuracy while reducing burnout for radiologists and improving patient care."
Overjet,https://www.crunchbase.com/organization/overjet,"Artificial Intelligence (AI), Dental, Electronic Health Record (EHR), Health Diagnostics, Software","Boston, Massachusetts, United States",2018-01-01,year,130550000,USD,130550000,Overjet is a software development company that offers an AI platform for dentistry with precision and educates patients.,"1,898",,"1,661",5,2024-03-05,53200000,USD,53200000,130550000,USD,130550000,"General Catalyst, Insight Partners, Liquid 2 Ventures, Crosslink Capital, E14 Fund",4,10,3,"Alexander Jelicich, Deepak Ramaswamy, Wardah Inam",101-250,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://www.overjet.com,https://x.com/overjetdental,https://www.facebook.com/OverjetAI,https://www.linkedin.com/company/overjet,"Overjet is the world leader in dental AI. Founded by experts from MIT and Harvard University, Overjet builds artificial intelligence that helps dental organizations give patients the highest quality of care. Our FDA-cleared technology is the first objective standard for making oral health decisions — so that dentists can detect pathologies with precision and educate patients with confidence. To learn more, visit Overjet.com."
