Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
Rilla,https://www.crunchbase.com/organization/rillavoice,"Analytics, Artificial Intelligence (AI), Computer, Information Services, Software","New York, New York, United States",2019-10-15,day,3879000,USD,3879000,Rillavoice is the leading speech analytics software for outside sales and service.,"1,272",,"1,111",4,2022-12-01,3700000,USD,3700000,3879000,USD,3879000,"LAUNCH, Creative Destruction Lab (CDL), Comma Capital, Broom Ventures, (ERA) Entrepreneurs Roundtable Accelerator",1,8,5,"Christopher Martin, Lukasz Niepolski, Michael Castellanos, Sebastian Jimenez, Tomasz Bachosz",11-50,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.rilla.com,,,https://www.linkedin.com/company/rilla/,"Rillavoice is the leading virtual ridealong software for outside sales and service. Think sales people in solar, roofing, kitchens, baths, HVAC, plumbing, banking, telco, CPG, medical, and more. They talk to customers face to face. They record their conversations with the Rillavoice mobile app. And our AI automatically transcribes, analyzes and gives them feedback to help them improve their sales and service."
Iambic,https://www.crunchbase.com/organization/entos-844f,"Artificial Intelligence (AI), Machine Learning, Software, Therapeutics","San Diego, California, United States",2019-01-01,year,203000000,USD,203000000,Iambic is disrupting the therapeutics landscape with its unique AI-driven drug-discovery platform.,"1,385",,"1,207",3,2024-04-24,50000000,USD,50000000,203000000,USD,203000000,"Alumni Ventures, Sequoia Capital, NVIDIA, Nexus Venture Partners, Coatue",6,19,2,"Fred Manby, Thomas Miller",51-100,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://www.iambic.ai,https://twitter.com/iambic_ai,,https://www.linkedin.com/company/iambic-ai,"The Iambic AI-driven platform was created to address the most challenging design problems in drug discovery, leveraging technology innovations such as Enchant, a multi-modal transformer model that predicts clinical outcomes from the earliest stages of discovery, and NeuralPLexer, the best-in-class predictor of protein and protein-ligand structures. The integration of physics principles into the platform’s AI architectures improves data efficiency and allows molecular models to venture widely across the space of possible chemical structures. The platform enables identification of novel chemical modalities for engaging difficult-to-address biological targets, discovery of defined product profiles that optimize therapeutic window, and multi-parameter optimization for highly differentiated development candidates. Through close integration of AI-generated molecular designs with automated experimental execution, Iambic completes design-make-test cycles on a weekly cadence."
FINESSE,https://www.crunchbase.com/organization/finesse-05d4,"Artificial Intelligence (AI), Fashion, Market Research","Los Angeles, California, United States",2019-01-01,year,44875000,USD,44875000,FINESSE is the first AI-led fashion house leveraging machine learning on big data and consumer feedback to predict trends & forecast demand.,"1,430",,"1,248",3,2023-07-01,40000000,USD,40000000,44875000,USD,44875000,"Cherry Ventures, MaC Venture Capital, TQ Ventures, Mango Capital, SGH CAPITAL",1,10,2,"Alice Hau, Ramin Ahmari",11-50,"Artificial Intelligence (AI), Clothing and Apparel, Data and Analytics, Design, Science and Engineering, Software",,,Active,For Profit,https://www.finesse.us,https://twitter.com/finesse__us,https://www.facebook.com/finesseusstudios/,https://www.linkedin.com/company/finesseus/,"FINESSE is a vertically integrated fashion house that leverages AI on big data and community feedback to predict trends, forecast demands,  and optimize distribution.  The company was founded in 2019 and is headquartered in Los Angeles, California."
Nayya,https://www.crunchbase.com/organization/nayya,"Artificial Intelligence (AI), Employee Benefits, Finance, Health Insurance, Software","New York, New York, United States",2019-01-01,year,105700000,USD,105700000,Nayya is a software and data infrastructure company that helps employees control their health and financial potential.,"1,435",,"1,253",6,2024-08-08,,,,105700000,USD,105700000,"Felicis, ICONIQ Growth, Transformation Capital, Workday Ventures, SemperVirens Venture Capital",6,20,3,"Akash Magoon, Aman Magoon, Sina Chehrazi",101-250,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Financial Services, Health Care, Science and Engineering, Software",,,Active,For Profit,http://www.nayya.com,https://twitter.com/Nayya_Inc,https://www.facebook.com/WeAreNayya/,https://www.linkedin.com/company/nayya,"At Nayya, we believe there’s a better way to choose and use benefits. A more transparent, less confusing way for employees to control their health and financial potential. Powered by billions of data points and machine learning, our benefits experience platform delivers personalized decision support and guidance during open enrollment, new employee onboarding, qualifying life events, and in the moments that matter all year round. This is one of the most stressful and challenging situations consumers face – and we see that as an opportunity to build an innovative response that can help millions of Americans possess the control and understanding they deserve. Join the consumers and their employers that are now living with more peace and confidence at Nayya.com."
Aviz Networks,https://www.crunchbase.com/organization/aviz-networks,"Artificial Intelligence (AI), Information Technology, Software","San Jose, California, United States",2019-06-30,day,31000000,USD,31000000,Aviz Networks is an AI-driven networking solutions company addressing data center demands and transforming the networking software stack.,"1,606",,"1,405",3,2024-11-21,17000000,USD,17000000,31000000,USD,31000000,"Cisco Investments, Celestica, Moment Ventures, AIspace Ventures, Qualcomm Ventures",2,9,3,"CB Perumal, Gautam Agrawal, Vishal Shukla",51-100,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,http://www.aviznetworks.com,https://twitter.com/aviznetworks,,https://www.linkedin.com/company/aviz-networks,"Aviz Networks is enabling SONiC deployments in Data Center & Edge Networks by delivering platform and ASIC agnostic applications for Network Orchestration, Monitoring, and Enterprise Grade Support. Our vision is to drive open-source networking via disaggregated cloud-native applications and provide data-driven intelligence for multi-vendor network fabrics."
AiDASH,https://www.crunchbase.com/organization/aidash,"Artificial Intelligence (AI), SaaS, Satellite Communication","Palo Alto, California, United States",2019-01-29,day,91500000,USD,91500000,Making critical infrastructure industries climate resilient and sustainable with satellite-first AI applications.,"1,655",,"1,450",4,2024-01-23,58500000,USD,58500000,91500000,USD,91500000,"SE Ventures, Lightrock, National Grid Partners (NGP), G2 Venture Partners, Benhamou Global Ventures",5,11,3,"Abhishek Vinod Singh, Nitin Das, Rahul Saxena",251-500,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",,,Active,For Profit,https://www.aidash.com,https://twitter.com/aidashinc,https://www.facebook.com/aidashinc,https://www.linkedin.com/company/aidash,"AiDASH is making critical infrastructure industries climate resilient and sustainable. Using our satellite-first platform for grid inspection and monitoring, our AI applications enable electric and gas utilities and landowners to transform how they manage and maintain their assets. Our customers deliver ROI in their first year of deployment with reduced costs, improved reliability, and advancements in sustainability goals. AiDASH exists to safeguard critical infrastructure and secure the future of humanAIty™. Learn more at www.aidash.com."
Strider Technologies,https://www.crunchbase.com/organization/strider-925c,"Artificial Intelligence (AI), Big Data, Cyber Security, Productivity Tools, Software","Salt Lake City, Utah, United States",2019-05-01,month,112000000,USD,112000000,Strider is a strategic intelligence firm that utilizes artificial intelligence to convert publicly available data into actionable insights.,"1,721",,"1,512",4,2024-09-12,55000000,USD,55000000,112000000,USD,112000000,"Valor Equity Partners, AVP, Pelion Venture Partners, Koch Disruptive Technologies, Cyfr Capital",4,7,2,"Greg Levesque, Michael Brown",101-250,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",,,Active,For Profit,https://www.striderintel.com,,,https://www.linkedin.com/company/teamstrider,"Strider is a strategic intelligence firm that utilizes artificial intelligence to convert publicly available data into vital insights. The company helps organizations secure and advance their technology and innovation. Strider focuses on identifying and mitigating risks associated with state-sponsored intellectual property (IP) theft, targeted talent acquisition, and supply chain vulnerabilities."
Infinite Reality,https://www.crunchbase.com/organization/infinite-reality-d5f5,"Artificial Intelligence (AI), Media and Entertainment, Metaverse","Norwalk, Connecticut, United States",2019-01-01,year,3350000000,USD,3350000000,"Infinite Reality using AI to create interactive 3D websites, virtual showrooms, and XR media.","1,729",,"1,520",2,2025-01-08,3000000000,USD,3000000000,3350000000,USD,3350000000,"Lux Capital, Creative Artists Agency, Courtside Ventures, Liberty Media, Lerer Hippeau",,12,5,"Amish Shah, Elliott Jobe, John Acunto, Rodric David, Sean Cross",251-500,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software",,,Active,For Profit,https://theinfinitereality.com,https://twitter.com/EnterInfiniteIR,https://www.facebook.com/infin8reality,https://www.linkedin.com/company/theinfinitereality,"Infinite Reality (iR) helps clients with audiences develop immersive experiences that maximize the value between audiences, creators, and brands. iR powered virtual experiences enable brands and creators to fully control the ways in which they distribute content, engage audiences, commercialize their creations, and communicate with their communities. With deep expertise in Hollywood production, iR develops world-class Metaverse experiences that redefine the possibilities in connected digital environments. Services and Advisory teams manage, design, and oversee custom builds, leveraging the Technology team’s platform development excellence. Entertainment and Content Creation divisions produce breathtaking original content and live events from iR's 150,000 sq. ft. Los Angeles studio. iR’s Agency attracts, cultivates, and builds client audiences while iR’s digitally native brands, including championship esports organizations Rogue and the London Royal Ravens and premier influencer management agency TalentX Entertainment, increase awareness and adoption of Web3 opportunities."
CodaMetrix,https://www.crunchbase.com/organization/codametrix,"Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care, Medical","Boston, Massachusetts, United States",2019-01-01,year,95000000,USD,95000000,CodaMetrix is a medical coding platform that utilizes AI to provide solutions for healthcare revenue cycle management.,"1,753",,"1,540",2,2024-03-12,40000000,USD,40000000,95000000,USD,95000000,"SignalFire, Frist Cressey Ventures, Transformation Capital, Mass General Brigham, Martin Ventures",2,7,2,"Hamid Tabatabaie, Michael Mercurio",101-250,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,https://www.codametrix.com,https://twitter.com/CodaMetrix,https://www.facebook.com/CMXCodaMetrix,https://www.linkedin.com/company/codametrix,"CodaMetrix is a creator of an AI-powered platform for healthcare revenue cycle management and medical coding. The company's platform combines machine learning, deep learning, and natural language processing to automatically, accurately, and autonomously translate clinical notes into billing and diagnostic codes that satisfy coding requirements while reducing human coding workload, allowing clinicians to improve efficiency and optimize medical coding quality."
Beep,https://www.crunchbase.com/organization/beep-4e16,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Information Technology","Orlando, Florida, United States",2019-01-01,day,97744622,USD,97744622,"Beep is an autonomous mobility solution company that delivers transportation utilizing driverless, electric, multi-passenger vehicles.","1,828",,"1,597",3,2025-04-10,52744622,USD,52744622,97744622,USD,97744622,"ABS Capital Partners, Intel Capital, Blue Lagoon Capital, TDF Ventures, BLH Venture Partners",3,6,1,Joe Moye,101-250,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software, Transportation",,,Active,For Profit,https://ridebeep.com,https://twitter.com/beepavsolutions,https://www.facebook.com/BeepAVsolutions/,https://www.linkedin.com/company/beepavsolutions/,"Beep is an autonomous mobility solution company that delivers transportation utilizing driverless, electric, multi-passenger vehicles. It specializes in planning, deploying, and managing advanced autonomous shuttles in both public and private communities seeking to more safely connect people, places, and services in first-mile, last-mile mobility networks within controlled speed areas.  The company aims to enable mobility for all with the services they provide. Beep also leverages the data and learnings from each live deployment to produce vehicle agnostic, edge solutions that are advancing the safety, access, artificial intelligence, and driverless operating capabilities of autonomous platforms thus advancing the use of these new, innovative, environmentally-friendly transportation solutions."
Tractian,https://www.crunchbase.com/organization/tractian,"Artificial Intelligence (AI), B2B, Hardware, Internet of Things, Machine Learning, SaaS, Software","Atlanta, Georgia, United States",2019-09-15,day,183700000,USD,183700000,Tractian is a machine intelligence company that provides condition monitoring and asset performance management for industrial operations.,"1,968",,"1,725",5,2024-12-05,120000000,USD,120000000,183700000,USD,183700000,"General Catalyst, Y Combinator, Sapphire Ventures, NGP Capital, Liquid 2 Ventures",5,26,3,"Gabriel Lameirinhas, Igor Marinelli, Leonardo Vieira",251-500,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Other, Science and Engineering, Software",,,Active,For Profit,https://tractian.com,https://twitter.com/tractian,https://www.facebook.com/get.tractian,https://www.linkedin.com/company/get-tractian,"Tractian provides asset management and monitoring solutions. It offers tools for data collection and analysis to track asset performance and condition. The system integrates with sensors and devices for predictive maintenance. Tractian serves sectors including manufacturing, logistics, and energy."
Pinecone,https://www.crunchbase.com/organization/pinecone,"Artificial Intelligence (AI), Database, Generative AI, Semantic Search, Vertical Search","New York, New York, United States",2019-01-01,year,138000000,USD,138000000,Pinecone develops a vector database that makes it easy to connect company data with generative AI models.,"2,040",,"1,787",4,2023-11-01,,,,138000000,USD,138000000,"Andreessen Horowitz, Menlo Ventures, ICONIQ Growth, Wing Venture Capital, Tiger Global Management",3,6,1,Edo Liberty,101-250,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",,,Active,For Profit,https://www.pinecone.io,https://www.twitter.com/pinecone,https://www.facebook.com/pineconeio,https://www.linkedin.com/company/pinecone-io,"Pinecone develops a vector database that makes it easy to connect company data with generative AI models. It combines vector search libraries, features such as filtering, and distribution infrastructure to provide reliability at any scale."
Moises,https://www.crunchbase.com/organization/moises,"Artificial Intelligence (AI), Machine Learning, Music","Salt Lake City, Utah, United States",2019-12-06,day,40425707,USD,40425707,Moises is an audio-tech company that leverages machine learning and data science in relation to music and audio processing.,"2,069",,"1,813",3,2025-05-12,29999998,USD,29999998,40425707,USD,40425707,"Norwest Venture Partners, Alumni Ventures, Goodwater Capital, Index Ventures, Kickstart",2,10,3,"Eddie Hsu, Geraldo Ramos, Jardson Almeida",101-250,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Music and Audio, Science and Engineering, Software",,,Active,For Profit,https://moises.ai,https://twitter.com/moises_ai,https://www.facebook.com/ai.moises,https://www.linkedin.com/company/43368220,"Moises is an audio-tech company that leverages machine learning and data science in relation to music and audio processing. It offers musicians and producers a suite of AI tools such as audio separation, pitch/beats/chord detection, metronome, tempo changer, and mastering."
MatrixSpace,https://www.crunchbase.com/organization/matrixspace,"Artificial Intelligence (AI), Information Technology, Machine Learning","Burlington, Massachusetts, United States",2019-01-01,year,40100000,USD,40100000,MatrixSpace is an AI sensing solutions company that develops AI edge processing and RF communication products.,"2,091",,"1,833",2,2023-06-07,30000000,USD,30000000,40100000,USD,40100000,"Intel Capital, Raptor Group",1,2,2,"Gregory Waters, Jose Martinez Lorenzo",51-100,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://matrixspace.com,https://www.twitter.com/MatrixSpaceAI,,https://www.linkedin.com/company/matrixspaceai,"MatrixSpace products allow customers to detect more and decide faster, in any type of outdoor environment. Our AI sensing can go anywhere, no cloud required."
WhyLabs,https://www.crunchbase.com/organization/whylabs,"Artificial Intelligence (AI), Computer, Machine Learning, SaaS, Software","Seattle, Washington, United States",2019-11-01,month,14000000,USD,14000000,WhyLabs AI Control Center provides security & observability for AI and GenAI applications,"2,114",,"1,852",2,2021-11-04,10000000,USD,10000000,14000000,USD,14000000,"Madrona, Ascend, Defy.vc, AI Fund, Allen Institute for Artificial Intelligence",3,6,4,"Alessya Visnjic, Andy Dang, Maria Karaivanova, Sam Gracie",11-50,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software",,,Active,For Profit,https://whylabs.ai/,https://twitter.com/whylabs,,https://www.linkedin.com/company/whylabsai/,"WhyLabs, Inc. (www.whylabs.ai / @whylabs) enables teams to harness the power of AI with precision and control. From Fortune 100 companies to AI-first startups, teams have adopted WhyLabs’ tools to secure and monitor real-time predictive and generative AI applications. WhyLabs’ open-source tools and SaaS observability platform surface bad actors, bias, hallucinations, performance decay, data drift, and data quality issues. With WhyLabs, teams reduce manual operations by over 80% and cut down time-to-resolution of AI incidents by 20x. The company is funded by Andrew Ng’s AI Fund, Madrona Venture Group, Defy Partners, and Bezos Expeditions. WhyLabs was incubated at the Allen Institute for Artificial Intelligence (AI2) by Amazon Machine Learning alums."
